Gene = FPGT
index = 565
Annotated 5SS: [ 149 1620 3199]
Annotated 3SS: [1451 3105 6178]
SMsplice 5SS: [ 149 1620 3199]
SMsplice 3SS: [1451 3105 6178]
top_k =  100
Partition function (log Z): -4.389794697028599

Sorted 5' Splice Sites (High to Low Probability):
Position 3199: 0.9373653560011614
Position 149: 0.8870343576888865
Position 1620: 0.654301177948784
Position 1634: 0.27776719483929374
Position 3457: 0.22861189037665164
Position 931: 0.21023896715546056
Position 3367: 0.1267945118322639
Position 6245: 0.11108458420674584
Position 215: 0.06425559845524395
Position 4437: 0.056363088305556114
Position 3645: 0.03597445171569124
Position 132: 0.009572340658503334
Position 2607: 0.009390485918726918
Position 59: 0.009074987702513845
Position 4064: 0.008927778299260773
Position 195: 0.0041307663060054026
Position 2266: 0.003949036526005555
Position 956: 0.002032588519472707
Position 1682: 0.0017724777052044226
Position 555: 0.0015796113138837726
Position 1652: 0.001110923293997842
Position 94: 0.0009602829754350922
Position 1143: 0.00048429986319883304
Position 4161: 0.00039988810883745656
Position 252: 3.565088215280187e-07
Position 414: 2.235585015414553e-07
Position 276: 1.968006750228857e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3105: 0.9749584890569777
Position 6178: 0.8856696278364011
Position 1451: 0.8581287461046413
Position 3302: 0.22895883542685178
Position 3363: 0.09159518751843244
Position 867: 0.06356378648936113
Position 6753: 0.06158965316412571
Position 4321: 0.05731682501789132
Position 825: 0.05279433453318634
Position 3563: 0.04959715838272746
Position 1537: 0.041339805668074506
Position 8290: 0.03742209483474607
Position 697: 0.03613479660770245
Position 848: 0.03274654167585877
Position 3412: 0.025386507205007472
Position 1385: 0.023613521070588922
Position 6709: 0.017124430158014764
Position 7205: 0.015949716180639277
Position 7339: 0.014780524300552574
Position 4019: 0.010343785546479379
Position 2479: 0.009390485918726921
Position 1516: 0.008919944786561418
Position 6337: 0.007795914321929051
Position 5197: 0.005928350215058934
Position 6588: 0.005870790781331313
Position 5956: 0.004480586907252623
Position 6949: 0.0033327025265924215
Position 4937: 0.0028755446762364443
Position 3258: 0.0024151777615120423
Position 2113: 0.002067680063922798
Position 2073: 0.0018813564620827584
Position 902: 0.001494673994765687
Position 1499: 0.0014377912566119067
Position 4636: 0.0010517184831241994
Position 925: 0.0010225283429734643
Position 3793: 0.0009615810079233929
Position 1487: 0.0009314369175665446
Position 499: 0.0006262349002938192
Position 750: 0.0005250136462306638
Position 1031: 0.0004842998631988335
Position 357: 0.0003127636299334613
Position 738: 0.00023188415144253548
Position 3313: 7.566537522719862e-05
Position 3236: 4.068216113366657e-05
Position 877: 5.117626291737757e-06
Position 1324: 3.1300285990962697e-06
