Gene = RPN1
index = 1206
Annotated 5SS: [  310  5931 13051 18902 20899 24117 24976 25316 28686]
Annotated 3SS: [ 5865 12743 18691 20705 24016 24836 25195 28439 30255]
SMsplice 5SS: [  310  5931 12840 13051 18902 24117 24976 25316 28686]
SMsplice 3SS: [ 5865 12743 12924 18691 24016 24836 25195 28439 30255]
top_k =  100
Partition function (log Z): 8.554201855935371

Sorted 5' Splice Sites (High to Low Probability):
Position 25316: 0.9999999999999987
Position 18902: 0.9999999999999981
Position 5931: 0.9870826490624001
Position 24976: 0.9808295949191833
Position 24117: 0.9727432120641818
Position 310: 0.8772894296667915
Position 13051: 0.6284898384949028
Position 28686: 0.5742133799546587
Position 20899: 0.4317496158567333
Position 5678: 0.42731851506091345
Position 24436: 0.2989079956422795
Position 6315: 0.22957209748135154
Position 193: 0.11824150722201035
Position 30593: 0.11039561921970072
Position 12840: 0.09236611386422075
Position 28550: 0.07568275127118557
Position 26495: 0.06583045190446193
Position 516: 0.04163449641598593
Position 26136: 0.03731922633998095
Position 24521: 0.023252309349960174
Position 3805: 0.023111370888918986
Position 3799: 0.016822605742655296
Position 28467: 0.016127468378981102
Position 24949: 0.014549791417132769
Position 1125: 0.011383482066068519
Position 24580: 0.01014718139950894
Position 1778: 0.009294164211886832
Position 28627: 0.009268428264752184
Position 5902: 0.007014656195915292
Position 3841: 0.006396700564678357
Position 2414: 0.005986565096302674
Position 4865: 0.005691495216260943
Position 1633: 0.005122245862390264
Position 5924: 0.004446697640266896
Position 1985: 0.004244804710127219
Position 1960: 0.0036471625531155905
Position 20913: 0.0025274136563058743
Position 1715: 0.0023647066310057974
Position 30469: 0.002231402589458622
Position 30435: 0.0018186904052619184
Position 6151: 0.0009172336410092152
Position 6798: 0.000895512911260607
Position 5969: 0.0008434903662502965
Position 25926: 0.0007421746532989767
Position 205: 0.00010186107092176388
Position 6461: 2.3358363344110993e-05
Position 6500: 1.83845834115306e-05
Position 1581: 6.452117810417666e-06
Position 316: 3.2297288338802833e-06
Position 25559: 2.5294233568923483e-06
Position 314: 4.6961825712918647e-07
Position 208: 3.465159916294205e-07
Position 46: 1.4440765164749142e-07
Position 237: 5.514990885648179e-08
Position 154: 2.1740350507042707e-08
Position 166: 1.5576755349320688e-08
Position 304: 8.089710158604547e-09
Position 72: 6.881570930103227e-09
Position 84: 4.243338714793721e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 18691: 0.9999999999999982
Position 5865: 0.9989367758079584
Position 24836: 0.9947956535375859
Position 25195: 0.9832104763583953
Position 24016: 0.9727432120641819
Position 30255: 0.8590324748652025
Position 12743: 0.7208559523591238
Position 28439: 0.5378485952186344
Position 5406: 0.37544359923750026
Position 20705: 0.2601826064529079
Position 24228: 0.24394039857709132
Position 6202: 0.1966552895421095
Position 30837: 0.1750981734482452
Position 20729: 0.17409442306013126
Position 28585: 0.15890843960613793
Position 24292: 0.08836708781465742
Position 26396: 0.051932737999487624
Position 5381: 0.05187491582341324
Position 3696: 0.04633067719625261
Position 29362: 0.04584393857989101
Position 398: 0.03727159632807976
Position 26017: 0.03572954798327999
Position 6041: 0.03379691350446544
Position 25162: 0.016777925141462247
Position 1493: 0.01382609863577078
Position 26372: 0.012426772244870595
Position 2291: 0.005986565096302674
Position 983: 0.00571600539944712
Position 4629: 0.005691495216260943
Position 1032: 0.005667476666621401
Position 25757: 0.004178212912080679
Position 1761: 0.004091677182135787
Position 1852: 0.003800290081107025
Position 25868: 0.003463001079426424
Position 1632: 0.0029614701873225294
Position 25616: 0.0025505943921307096
Position 28749: 0.0023808182945272644
Position 26334: 0.0014709416601037335
Position 25535: 0.0011860101044280833
Position 6660: 0.000895512911260607
Position 25695: 0.0007387865354346792
Position 24798: 0.0005837328231205117
Position 27192: 0.0005695981432027601
Position 5708: 0.0004507174568738409
Position 25890: 0.00010994264492287328
Position 25784: 8.598940610406129e-05
Position 25806: 7.613277256035187e-05
Position 6057: 6.400432147268255e-05
Position 6398: 1.4866701068843039e-05
Position 25231: 8.27125659526368e-06
Position 25216: 3.2942760226188516e-06
Position 25393: 1.1082522388775854e-06
Position 25486: 3.0626218660614507e-07
Position 25173: 3.2943132483956796e-08
