Gene = NDUFS6
index = 935
Annotated 5SS: [  150   975 13062]
Annotated 3SS: [  920 12938 14450]
SMsplice 5SS: [  150  1001 10983 13062]
SMsplice 3SS: [  920 10817 12938 14450]
top_k =  100
Partition function (log Z): -1.2922493252786755

Sorted 5' Splice Sites (High to Low Probability):
Position 13062: 0.9799909123277
Position 1001: 0.9071175328222506
Position 150: 0.49871304350884965
Position 265: 0.2927470439985702
Position 14655: 0.2888284934825563
Position 749: 0.22534438693905806
Position 2756: 0.2113438272679926
Position 559: 0.193212032647083
Position 14551: 0.18095768094761727
Position 14607: 0.11715105852044773
Position 2556: 0.10196923005119574
Position 337: 0.09634822801925441
Position 975: 0.09288246717775067
Position 6382: 0.07315245121894853
Position 2696: 0.06306413963300798
Position 822: 0.057105036501853446
Position 95: 0.04721025526662891
Position 2873: 0.04289548823297788
Position 14598: 0.03941602969357087
Position 450: 0.0294178281561025
Position 726: 0.024460342784634263
Position 14913: 0.022901613022796703
Position 14745: 0.01744954718887335
Position 105: 0.016109916145871733
Position 14797: 0.014793307468875227
Position 259: 0.009258439586134216
Position 14973: 0.008905567255466713
Position 270: 0.008088406170328697
Position 782: 0.00803697735374175
Position 56: 0.007313467660723277
Position 14616: 0.006324279330540516
Position 2437: 0.005824700018432198
Position 132: 0.005001047408011002
Position 1894: 0.0033280182237829465
Position 2062: 0.002851079933005962
Position 1458: 0.002011152209041496
Position 164: 0.0013193645151560638
Position 97: 9.241104426647706e-05
Position 111: 4.6940276874620014e-05
Position 1452: 8.519258163791456e-06
Position 58: 9.450853406787094e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 920: 0.9971300249026009
Position 12938: 0.9912516147882883
Position 14450: 0.9143647790156215
Position 14886: 0.6602385766847302
Position 681: 0.26556710702859876
Position 2644: 0.22318829599451193
Position 355: 0.1309856099211477
Position 2515: 0.1283366457702306
Position 14675: 0.07421005400018502
Position 6272: 0.07315245121894853
Position 253: 0.04516995423481706
Position 725: 0.028066865939103222
Position 2413: 0.026449732557429054
Position 2571: 0.023002183487267104
Position 15002: 0.02290161302279667
Position 169: 0.021033855360701004
Position 2436: 0.015485531736728477
Position 15046: 0.008905567255466713
Position 423: 0.008273019984008452
Position 494: 0.008229067446029262
Position 2266: 0.00752621768568798
Position 661: 0.006774371870762035
Position 14399: 0.004575663574792227
Position 1796: 0.004544970774672546
Position 748: 0.003560876981857606
Position 258: 0.0019944862143366293
Position 1358: 0.0016536108426430068
Position 186: 0.001363319808849945
Position 454: 0.001302637702250733
Position 2299: 0.0012245017674283288
Position 1921: 0.000608153018344882
Position 1966: 0.0005696462765298271
Position 1769: 0.0004952344312465547
Position 1408: 0.00037143129501070936
Position 380: 0.00015748126938480472
Position 3474: 0.000107739584407694
Position 437: 0.00010007935322283862
Position 211: 7.244072277934669e-05
Position 149: 3.598473313061671e-05
Position 131: 8.719472267560258e-06
Position 1323: 2.880502025898232e-06
Position 269: 2.1012263448244453e-07
