Gene = TRBC2
index = 1480
Annotated 5SS: [ 387  921 1171]
Annotated 3SS: [ 902 1063 1461]
SMsplice 5SS: [ 133  387  921 1171]
SMsplice 3SS: [ 262  902 1063 1461]
top_k =  100
Partition function (log Z): -3.0115779148050628

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.9242162434546963
Position 1171: 0.7881229124629139
Position 133: 0.701817974877292
Position 921: 0.4404720557439312
Position 824: 0.1868676052538468
Position 1035: 0.10318012541804254
Position 1144: 0.043858550856455424
Position 152: 0.036586950662332245
Position 137: 0.03214871932426329
Position 164: 0.022352977371196535
Position 1506: 0.013839916912818268
Position 925: 0.01190986063561544
Position 504: 0.010945272992246789
Position 86: 0.010689806428143035
Position 460: 0.008874497173125148
Position 424: 0.007154637868604265
Position 837: 0.005911445274115212
Position 378: 0.004079881383011114
Position 1566: 0.0026248504860046486
Position 1537: 0.0016322421463255614
Position 527: 0.0009358323723819633
Position 1183: 0.0007862953457398518
Position 159: 0.0006574129611801501
Position 29: 0.0006382113136899095
Position 541: 0.0005792908455162999
Position 119: 0.0002614624843092541
Position 518: 0.00011912110899522229
Position 1131: 1.4906851168385902e-05
Position 88: 1.3598903084683651e-05
Position 1005: 3.0053059945012226e-06
Position 1003: 2.733651552298877e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1461: 0.9192311075681521
Position 1063: 0.6734145045905372
Position 902: 0.6478905473833863
Position 262: 0.4805687581409453
Position 216: 0.252063038341892
Position 716: 0.16906607052098363
Position 1634: 0.07438155440535078
Position 607: 0.05251322750562522
Position 290: 0.026032759737054757
Position 976: 0.023811118786737126
Position 295: 0.009509862235024402
Position 863: 0.009152933717363223
Position 749: 0.005880219842500811
Position 1034: 0.0034120584557408317
Position 1065: 0.003199489240610413
Position 231: 0.00268368698870429
Position 1527: 0.002208141463184002
Position 1426: 0.001916302262822083
Position 841: 0.001795151222787308
Position 561: 0.0006100487826304129
Position 1148: 0.0005418297315430263
Position 622: 0.00033348818524375084
Position 746: 0.0003267098968623822
Position 723: 0.0002727795346104079
Position 564: 0.00024099613625632623
Position 196: 0.00016471862458299216
Position 355: 3.083357491805679e-05
Position 240: 2.4200037649275453e-05
Position 331: 1.3876783237348573e-05
Position 860: 6.202564400214531e-06
Position 190: 1.1525145082055786e-06
Position 313: 1.0290927487690707e-06
