Gene = UTS2
index = 1543
Annotated 5SS: [ 125  531 2620 3792]
Annotated 3SS: [ 507 2508 3747 5548]
SMsplice 5SS: [ 125 2620]
SMsplice 3SS: [2508 3852]
top_k =  100
Partition function (log Z): -9.430447123536265

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.8893114127848594
Position 2620: 0.604518192331148
Position 531: 0.30651191792907667
Position 2897: 0.1797014093129128
Position 3792: 0.09689259465453272
Position 2696: 0.03361625770447231
Position 1865: 0.012669718114940179
Position 796: 0.006236906736935869
Position 255: 9.957518767456341e-05
Position 324: 9.791925662322475e-05
Position 348: 7.222430604622411e-05
Position 204: 6.554840404374732e-05
Position 62: 1.921728504420981e-05
Position 430: 1.8449081551795816e-05
Position 12: 6.934075494002873e-06
Position 319: 6.1490895046480905e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2508: 0.6338543925177521
Position 3852: 0.19044967580000652
Position 464: 0.17517246262926361
Position 5482: 0.1700967108743029
Position 2793: 0.13776380486942227
Position 3747: 0.12451382854981863
Position 2790: 0.12318251767976947
Position 5548: 0.11493753824506461
Position 1773: 0.07580189323596612
Position 2982: 0.07452130266720167
Position 2690: 0.062429434648080706
Position 4999: 0.036766538340708005
Position 2643: 0.03196161119112281
Position 2360: 0.03089561432813805
Position 909: 0.02348489703927198
Position 1330: 0.019901720688518254
Position 507: 0.013595940962685044
Position 1647: 0.011405620108129596
Position 1840: 0.010646858941019268
Position 699: 0.009072822843388586
Position 2244: 0.00809386155837787
Position 392: 0.006852447043323481
Position 2567: 0.006729305119730611
Position 192: 0.006428409253379081
Position 2087: 0.005550982294076853
Position 652: 0.004482358471553413
Position 1298: 0.004402414120111956
Position 1666: 0.003870332588296787
Position 310: 0.0031978464682177864
Position 559: 0.003024271220092727
Position 348: 0.0023007951745500693
Position 355: 0.0015661778158328485
Position 312: 0.0011532010338780518
Position 269: 0.0008073922712066901
Position 395: 0.0007783484504680131
Position 372: 7.623386645991514e-05
Position 323: 3.503203459512192e-05
Position 330: 2.0515153077269545e-05
Position 379: 1.1596701698261754e-05
Position 359: 3.847130706394479e-06
Position 436: 1.848412434457114e-06
Position 278: 7.113050571264003e-07
Position 368: 5.535818428917145e-07
Position 255: 4.745356658119099e-07
Position 352: 2.241688497119604e-07
Position 400: 6.032174814826982e-08
