Gene = UMPS
index = 1532
Annotated 5SS: [  262  4881  7874  9834 11901]
Annotated 3SS: [ 4726  7201  9657 11785 13548]
SMsplice 5SS: [  262  4881  9834 11901]
SMsplice 3SS: [ 4726  9657 11785 13548]
top_k =  100
Partition function (log Z): -5.551146968114658

Sorted 5' Splice Sites (High to Low Probability):
Position 9834: 0.991980970316122
Position 4881: 0.9567969892630122
Position 11901: 0.8480473356841782
Position 262: 0.7887901473525332
Position 13620: 0.37338760570954344
Position 7874: 0.23674896146761476
Position 1239: 0.1813469299625259
Position 345: 0.14231464028927707
Position 10451: 0.10107335083609652
Position 13670: 0.09759435731743063
Position 7327: 0.09410126038489974
Position 5188: 0.07582878262172285
Position 13838: 0.04885904392221134
Position 11146: 0.024353427069693245
Position 7303: 0.022301894401610733
Position 11082: 0.019753286599101
Position 146: 0.017511036485911867
Position 401: 0.01641704799512054
Position 150: 0.011984766235860674
Position 12126: 0.0074612712650763725
Position 872: 0.006598519360157005
Position 824: 0.006532749007177114
Position 906: 0.0050333097280796935
Position 1985: 0.003014805447366924
Position 3066: 0.002723188584625006
Position 11843: 0.002266038680200483
Position 1964: 0.0019972393797296796
Position 4892: 0.0009568701240771657
Position 6506: 0.0006823739978386082
Position 868: 0.0006206064467703857
Position 349: 0.00026691520759518556
Position 38: 0.0002512405533244582
Position 744: 0.0001896441876491063

Sorted 3' Splice Sites (High to Low Probability):
Position 9657: 0.9919809703161221
Position 4726: 0.9511776284596664
Position 11785: 0.8586651419707217
Position 13548: 0.8394948068682391
Position 18340: 0.4766486229979835
Position 7548: 0.23674896146761476
Position 1139: 0.16373824447580002
Position 7201: 0.11667674920733997
Position 17578: 0.09154912630401493
Position 10343: 0.0737864000765319
Position 5078: 0.06928398685091446
Position 15239: 0.04888648491543289
Position 10928: 0.04410671366879422
Position 16665: 0.021687065201251743
Position 10307: 0.01977526979205843
Position 13830: 0.015526724124505478
Position 1164: 0.013312781966263116
Position 10266: 0.0075116809675061956
Position 15024: 0.006680429515572728
Position 4763: 0.006576230927422253
Position 5048: 0.006544795770808376
Position 15253: 0.005272654877669763
Position 1883: 0.005012044827096608
Position 14919: 0.004111297088506414
Position 14073: 0.003261773105233839
Position 13623: 0.0027728755321766844
Position 11879: 0.002539109528146969
Position 3014: 0.001514239596147222
Position 2987: 0.0012089489884777875
Position 1190: 0.0008065263699180725
Position 6380: 0.0006823739978386075
Position 13727: 0.0002459461283553814
