Gene = CGGBP1
index = 364
Annotated 5SS: [ 234 1030]
Annotated 3SS: [ 824 3048]
SMsplice 5SS: [ 676 1030]
SMsplice 3SS: [ 824 4173]
top_k =  100
Partition function (log Z): -10.329677003668671

Sorted 5' Splice Sites (High to Low Probability):
Position 1030: 0.8517081411324641
Position 2900: 0.5024881773812407
Position 3166: 0.4272715949547789
Position 676: 0.3473706971049565
Position 276: 0.17421570326331764
Position 260: 0.13144636443156613
Position 234: 0.0772675185676399
Position 626: 0.0587457268090768
Position 693: 0.05404709889701946
Position 1858: 0.05179580011649328
Position 2417: 0.04388933543387494
Position 2028: 0.03497267904361864
Position 1181: 0.0023284695307394655
Position 1602: 0.0021632272900506616
Position 670: 0.0017252610402850282
Position 272: 0.0007724116295510909
Position 498: 0.0006502725689401466
Position 712: 0.0004890687464357365
Position 1384: 0.00023629768831302282
Position 303: 1.1547143341065e-06
Position 50: 3.2122060066275396e-07
Position 434: 6.467111289436379e-08
Position 14: 9.09635319853655e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 824: 0.587198945570821
Position 4173: 0.4152709039073515
Position 2528: 0.39243646818973965
Position 4194: 0.2726270529439761
Position 3048: 0.24037910164726278
Position 3000: 0.18030704729890298
Position 7007: 0.1087271105871179
Position 2804: 0.10822383040736511
Position 6375: 0.09002939333375742
Position 851: 0.07576396100934145
Position 1755: 0.06734925509359048
Position 2611: 0.05976950183582056
Position 2307: 0.04388933543387494
Position 769: 0.018794296260070297
Position 1736: 0.017805147165330274
Position 2899: 0.017274802934017428
Position 916: 0.012697379032952805
Position 3064: 0.011185162026423473
Position 981: 0.0106346701238195
Position 1955: 0.009423121944537873
Position 2489: 0.006368376379024231
Position 3344: 0.005832239061983623
Position 4066: 0.003689839968132658
Position 2562: 0.0026581477541319843
Position 1435: 0.0012410329945264373
Position 398: 0.0012327515576901788
Position 2002: 0.0011221798060036447
Position 1488: 0.00047471685771236004
Position 540: 0.0002821819719842188
Position 493: 0.00025511662954749573
Position 461: 0.00022850415611304863
Position 829: 0.00012762438280422805
Position 489: 8.508390363256408e-05
Position 422: 8.327073572002358e-05
Position 1077: 4.7760974201724774e-05
Position 543: 3.8249717774291086e-05
Position 547: 1.60058665438755e-05
Position 359: 6.306385875700652e-06
Position 308: 5.186972721708366e-06
Position 545: 4.332510562315051e-06
