Gene = HSD17B7
index = 665
Annotated 5SS: [   90  2117  5932  7171  9192 12790 13578 14747]
Annotated 3SS: [ 1912  5838  7055  8996 12684 13520 14647 21551]
SMsplice 5SS: [   90  2117  4811  7171  9192 12790 13578 14747]
SMsplice 3SS: [ 1984  4703  7055  8996 12684 13520 14647 21551]
top_k =  100
Partition function (log Z): 11.548263104767793

Sorted 5' Splice Sites (High to Low Probability):
Position 12790: 1.0000000000000007
Position 9192: 0.9993810165362681
Position 14747: 0.9939711425200958
Position 7171: 0.99120872886
Position 2117: 0.9546718847506598
Position 4811: 0.941486456528021
Position 5932: 0.843559097649711
Position 13578: 0.7915066027245726
Position 90: 0.616872474938324
Position 6842: 0.4917558904338062
Position 5380: 0.44758767354681134
Position 8821: 0.4236170999785519
Position 7796: 0.39281977983503436
Position 9518: 0.33270168753189067
Position 5098: 0.264253257519272
Position 225: 0.2506992409790849
Position 5031: 0.23986072448850818
Position 4636: 0.19912787353912795
Position 5385: 0.19246597378544117
Position 9755: 0.15288967318283703
Position 15588: 0.15076801008937535
Position 7470: 0.15020695456819694
Position 962: 0.13567069650259123
Position 16282: 0.06718658679546027
Position 310: 0.061709469784179787
Position 1469: 0.06033490486231265
Position 6827: 0.05922351168535653
Position 955: 0.058186910221368036
Position 6838: 0.054285823639619535
Position 7754: 0.04379201092410017
Position 2934: 0.03614273812616846
Position 6023: 0.03124842158200971
Position 41: 0.028350451369892806
Position 15545: 0.026101018371252224
Position 14408: 0.02330752159079509
Position 9979: 0.0178320461159981
Position 3283: 0.017335242018412994
Position 13634: 0.013810907268272395
Position 15108: 0.012231820799998815
Position 17945: 0.011510902827109685
Position 4745: 0.010117409983373604
Position 8190: 0.007115196654944398
Position 7135: 0.0061977919587303506
Position 250: 0.005554400676465416
Position 1602: 0.0051054716253961605
Position 9267: 0.0006189834637311485
Position 64: 0.0004041141212667575
Position 9607: 0.0003456176841160585
Position 45: 0.00011238170323428135
Position 17: 6.952961598655198e-06
Position 360: 6.0023483648948266e-06
Position 39: 3.770581274514363e-06
Position 133: 3.6640164698923877e-06
Position 106: 1.5265553761255267e-06
Position 19: 2.708947713944353e-07
Position 67: 2.6383510927211656e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12684: 0.9999999999999997
Position 14647: 0.992351842587074
Position 7055: 0.9168655685372553
Position 21551: 0.8500477224743768
Position 8996: 0.809138145833317
Position 13520: 0.7930559399708466
Position 4703: 0.6500841689138841
Position 5281: 0.624525917531077
Position 5741: 0.5965278841532365
Position 1912: 0.4587415423495219
Position 1984: 0.42820338999457264
Position 9466: 0.33695956131802435
Position 4930: 0.3192430955069183
Position 4725: 0.3015196975975098
Position 8585: 0.29710766221019413
Position 5838: 0.26765688006713734
Position 6740: 0.24422106679942465
Position 7647: 0.23185197863060233
Position 6724: 0.2303930102878064
Position 4535: 0.19912787353912795
Position 9028: 0.19015712599018297
Position 4874: 0.17357014803419785
Position 15485: 0.16039927847662203
Position 7394: 0.15441715803583503
Position 6677: 0.13065114867155125
Position 8708: 0.12650943776835738
Position 7573: 0.10309629347803052
Position 21524: 0.10299416717372703
Position 7081: 0.08027669325355302
Position 903: 0.07896079589366009
Position 16131: 0.07549466477020936
Position 9411: 0.06142178140807872
Position 7684: 0.05504864110385056
Position 1877: 0.05253504018301491
Position 9648: 0.04729312301734438
Position 1357: 0.04242216780732557
Position 7715: 0.03960325952781528
Position 9389: 0.03951245646746401
Position 2810: 0.03614273812616846
Position 769: 0.03322687116305355
Position 822: 0.027111548047293977
Position 1432: 0.023018208680383255
Position 14278: 0.02057874479879913
Position 17685: 0.018316337314922698
Position 9898: 0.01783204611599811
Position 15463: 0.017069796279849496
Position 5252: 0.015527729801175803
Position 3155: 0.01464681840557448
Position 14980: 0.014382606821634936
Position 13292: 0.01063445409014178
Position 5931: 0.010622755011347325
Position 203: 0.009077464016341711
Position 4977: 0.008436364316423474
Position 20552: 0.008139993200671427
Position 2060: 0.007520578771685909
Position 1937: 0.007520329430629527
Position 8001: 0.007115196654944401
Position 113: 0.005658552022335142
Position 17171: 0.005292315317378041
Position 15070: 0.004276729759030143
Position 19107: 0.004073487609972977
Position 15767: 0.003984057878484711
Position 4912: 0.002864374150240363
Position 7579: 0.002801414551197543
Position 801: 0.00278821614791562
Position 14167: 0.002728776791995959
Position 3185: 0.002688423612838514
Position 17507: 0.002045559138846423
Position 14668: 0.0018235453785299077
Position 13502: 0.001627115931856294
Position 15041: 0.0010716219713891725
Position 465: 0.0007589067471729566
Position 9699: 0.0004028222778505093
Position 8876: 0.0003540007633216035
Position 8924: 0.0003507274131785006
Position 9543: 0.0003472339100818034
Position 6945: 0.000264259027922599
Position 1818: 0.00015100402123514555
Position 14441: 5.755250574087651e-06
