Gene = LRIF1
index = 791
Annotated 5SS: [  459 12792 14229]
Annotated 3SS: [11263 13955 15679]
SMsplice 5SS: [  459 14229 15422]
SMsplice 3SS: [13955 15299 15679]
top_k =  100
Partition function (log Z): -9.992104766668552

Sorted 5' Splice Sites (High to Low Probability):
Position 14229: 0.8443455345460061
Position 459: 0.7073398327309149
Position 15422: 0.6841203791056186
Position 193: 0.19413541762870404
Position 2267: 0.07570469539042778
Position 1613: 0.0591768456657805
Position 14032: 0.05674443791758061
Position 2595: 0.05327864728094096
Position 1623: 0.05124157183221675
Position 260: 0.04760280082704192
Position 1397: 0.042735355560703105
Position 5870: 0.03810646815169681
Position 14233: 0.030834008634460664
Position 4573: 0.010750352838927758
Position 3509: 0.010372104708006794
Position 975: 0.008608963507748885
Position 149: 0.0011520484302478338
Position 141: 0.00047429813796868775
Position 368: 6.961335355417979e-05
Position 254: 3.934288519721258e-05
Position 99: 3.611973775917547e-05
Position 182: 3.606211804452267e-05
Position 315: 5.83042381327752e-06
Position 281: 5.42688157032108e-06
Position 275: 1.042931595172262e-06
Position 44: 4.831881683581627e-07
Position 93: 3.7461452466987663e-07
Position 96: 3.5387465357921534e-07
Position 244: 3.323367421041908e-07
Position 84: 2.9325403339051303e-07
Position 34: 2.670774613362217e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 13955: 0.9994573528846655
Position 15299: 0.7669113449529473
Position 15679: 0.38527625252931763
Position 15599: 0.11190296621577026
Position 1550: 0.08500681378745852
Position 15830: 0.07576123900724638
Position 15682: 0.056122597993228045
Position 15547: 0.0530101764378722
Position 2201: 0.04215429680594778
Position 5684: 0.03810646815169681
Position 14321: 0.03338135400645154
Position 14386: 0.03193961400739523
Position 2038: 0.02042539275463457
Position 2466: 0.017929524263827313
Position 2426: 0.017550558187262078
Position 15579: 0.016836626443577696
Position 16380: 0.015732496809117272
Position 2169: 0.013125005829845446
Position 15947: 0.01310722520257682
Position 16239: 0.012616719382517273
Position 16448: 0.012310189972658599
Position 4345: 0.011068372552142816
Position 3351: 0.010372104708006799
Position 16762: 0.009918343839211655
Position 2469: 0.00862894979517622
Position 15521: 0.007472933138151338
Position 15810: 0.0074715325239670454
Position 430: 0.006810808541717996
Position 16776: 0.006272747741659432
Position 2526: 0.006029821723993315
Position 1242: 0.005250075952462612
Position 1245: 0.0046645355161081745
Position 259: 0.003877554967499486
Position 2508: 0.0031577315811296656
Position 1268: 0.0023211660156939656
Position 1277: 0.0023122457497333614
Position 1481: 0.0023029168689981065
Position 1589: 0.00012577709006513453
Position 509: 8.239592009150288e-05
Position 3991: 7.408245123679215e-05
Position 4368: 4.099326904947984e-05
