Gene = PARK7
index = 998
Annotated 5SS: [  131  1213  3763  7742  9301 16076]
Annotated 3SS: [ 1099  3660  7681  9230 15988 23230]
SMsplice 5SS: [  131  1213  3763  9301 16076]
SMsplice 3SS: [ 1099  3660  9230 15988 23230]
top_k =  100
Partition function (log Z): 1.1036167794850356

Sorted 5' Splice Sites (High to Low Probability):
Position 1213: 0.9999999999999991
Position 3763: 0.9985747660013312
Position 16076: 0.8182193780209459
Position 9301: 0.7702380890085411
Position 131: 0.6382324542828142
Position 7742: 0.4106632556655628
Position 419: 0.34227361439775644
Position 21342: 0.2993186354889763
Position 3556: 0.2839915340711001
Position 9338: 0.22950705387993428
Position 3564: 0.21782208409923032
Position 3964: 0.1400280586727443
Position 3984: 0.12427771303633342
Position 73: 0.09204873475288591
Position 7486: 0.07794790734775861
Position 7713: 0.07723152611835532
Position 3521: 0.03398972578631969
Position 18741: 0.029697810952093413
Position 2687: 0.025569877326210133
Position 4016: 0.01885153635131798
Position 535: 0.018120666032167887
Position 999: 0.015718542201519827
Position 34: 0.011814169540678938
Position 2296: 0.009232067933911474
Position 46: 0.004926283949902713
Position 490: 0.004000325339964576
Position 2606: 0.0031416457221909873
Position 251: 0.0030123441817979956
Position 846: 0.0024241704992974482
Position 216: 0.001796911191761995
Position 1923: 0.0013415446371898626
Position 158: 0.0009323028622370708
Position 125: 0.0008751245632295691
Position 517: 0.0008445594994379714
Position 188: 0.0007505781999345278
Position 342: 0.0007501940311733829
Position 198: 0.00066860606102511
Position 66: 0.0005791164062250855
Position 80: 0.0005643140840233624
Position 160: 9.618310355062222e-05
Position 2467: 9.194359794134254e-05
Position 104: 1.949971618550367e-05
Position 182: 1.8428961673847055e-05
Position 206: 1.0416504603849566e-05
Position 50: 3.1727249210618404e-06
Position 5: 1.8500658746699312e-06
Position 218: 1.1294260420670697e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9230: 0.9999783042920036
Position 1099: 0.9968305217346506
Position 23230: 0.9817677964571551
Position 3660: 0.9350946624871007
Position 15988: 0.8191528910973236
Position 7681: 0.37552674637338834
Position 3408: 0.3130171768417357
Position 21222: 0.30446774923898245
Position 3887: 0.275038762448708
Position 7421: 0.19032916057725063
Position 3433: 0.15613927354649043
Position 281: 0.11200557361442288
Position 3465: 0.06664689356842393
Position 3628: 0.055540794139242025
Position 18654: 0.029697810952093413
Position 2637: 0.014756983439315408
Position 905: 0.012646392247641476
Position 232: 0.011880138379351087
Position 3930: 0.008123197780150481
Position 2530: 0.00789242115936293
Position 3679: 0.00510108775227929
Position 2178: 0.004825167269785902
Position 321: 0.004306687347655449
Position 17343: 0.0039043897487922806
Position 2567: 0.0038002627231238585
Position 20020: 0.0028750873752799253
Position 2174: 0.002299665381825627
Position 21449: 0.001865443131651717
Position 17651: 0.0018006842212168746
Position 995: 0.0017292191358327597
Position 3666: 0.0017044181381735933
Position 1741: 0.0013415446371898615
Position 2466: 0.0012220445838230394
Position 2198: 0.0011454296648031768
Position 2571: 0.0010398111427758917
Position 2112: 0.0010040736657630724
Position 709: 0.0008383716468692939
Position 3600: 0.0007748817218509368
Position 16358: 0.0007226406352098905
Position 3604: 0.0003589217626845785
Position 16117: 0.00033945873851210623
Position 431: 0.00019523731428745212
Position 9898: 0.00014659850331240416
Position 14752: 8.870317527671585e-05
Position 9459: 6.250505250419549e-05
Position 9428: 5.450638423777072e-05
Position 9965: 3.47026389429503e-05
Position 2338: 2.9924129639882495e-05
Position 2335: 1.9751420035157512e-05
Position 1159: 1.7095172761687685e-05
Position 1136: 1.665166043251381e-05
Position 970: 1.6171213810854226e-05
Position 4191: 3.825720571752392e-06
Position 340: 7.730830121845249e-07
Position 446: 7.426037073738645e-07
Position 880: 6.936494136341399e-08
Position 939: 4.8061308764271523e-08
