Gene = SNTN
index = 1293
Annotated 5SS: [ 130 2129 7197]
Annotated 3SS: [ 2093  7056 11268]
SMsplice 5SS: [ 130 2129 7197]
SMsplice 3SS: [ 2093  7056 11268]
top_k =  100
Partition function (log Z): -7.650664742550537

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9950068315049055
Position 7197: 0.6948860346387771
Position 2129: 0.6614440408669415
Position 2228: 0.2664867785150667
Position 3565: 0.23378987840197002
Position 6336: 0.2276467187484898
Position 5508: 0.11172925452134795
Position 936: 0.0476328558150283
Position 6793: 0.042171305178190246
Position 3242: 0.028436964727745567
Position 1672: 0.007463974821009106
Position 1403: 0.007313146922069095
Position 1804: 0.006744719093039465
Position 1501: 0.006646963085352935
Position 797: 0.004819756383429095
Position 1282: 0.002034330820127628
Position 1702: 0.001601787735417597
Position 1240: 0.0012572128948019606
Position 2586: 0.0007453027884417881
Position 1465: 0.00040590674685916185
Position 384: 4.463766881401024e-05
Position 370: 1.9418626848872346e-05
Position 325: 1.8436780303012374e-05
Position 565: 5.215390251693208e-06
Position 30: 5.388924524928329e-07
Position 314: 3.485160913170404e-07
Position 460: 1.4007692880560848e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2093: 0.7990427393507589
Position 11268: 0.6190376335169827
Position 7056: 0.4361324324043014
Position 7114: 0.39067319256078004
Position 6198: 0.23008370312915757
Position 3404: 0.22154468285427875
Position 2034: 0.13405617738759038
Position 11641: 0.10966777045561257
Position 6457: 0.10058065334962266
Position 5463: 0.0999281963663042
Position 5358: 0.05692742528082863
Position 733: 0.043585992967608275
Position 1239: 0.0227543950838388
Position 3090: 0.014303198755556773
Position 3142: 0.014133765972188798
Position 3484: 0.013196151561159825
Position 1484: 0.00590501443846824
Position 2062: 0.004820006506548418
Position 1149: 0.0042987181875946195
Position 6933: 0.00356787489137983
Position 1652: 0.0034616113777669933
Position 6460: 0.0033626054190329766
Position 1697: 0.0029008144369347586
Position 626: 0.0026793571792380526
Position 2279: 0.0023178844681240557
Position 3950: 0.00229936469641057
Position 513: 0.0015202134641295402
Position 2331: 0.0015119627414839007
Position 4633: 0.0012964298385086935
Position 2385: 0.0007678776711610868
Position 1543: 0.0006605019367520084
Position 1761: 0.00041012540135340565
Position 668: 0.0002739046127457564
Position 2406: 0.0002452630786766262
Position 693: 0.00020812079084906726
Position 554: 0.00016607685826187027
Position 3270: 7.40950995424073e-06
Position 1957: 5.373831328920419e-06
Position 1932: 4.887355912327514e-06
Position 836: 2.9533617559926094e-06
Position 751: 2.1935717172679617e-06
Position 636: 1.821949908783266e-06
Position 896: 1.7820832527579237e-06
Position 923: 1.6778028337749226e-06
Position 861: 7.81873687382796e-07
Position 786: 6.029643526833325e-07
Position 912: 5.599861008658263e-07
Position 709: 5.261831272976614e-07
Position 753: 9.06947827116525e-08
