Gene = RABL3
index = 1110
Annotated 5SS: [   76 11842 32758 36538 44115 48385 52089]
Annotated 3SS: [11749 32627 36422 43963 48312 52049 52648]
SMsplice 5SS: [   76 11126 11842 29996 32758 36538 44115 48385 48812 49046]
SMsplice 3SS: [11021 11749 29819 32627 36422 43963 48312 48676 48903 52648]
top_k =  100
Partition function (log Z): -25.047175968301485

Sorted 5' Splice Sites (High to Low Probability):
Position 11842: 0.9916008160499481
Position 76: 0.835583386210696
Position 54: 0.16350928399750775
Position 8106: 0.1080094134602513
Position 12496: 0.056527071205872956
Position 779: 0.05508721063240248
Position 4011: 0.04773918796829782
Position 3633: 0.04574296288193485
Position 8408: 0.030963866641291502
Position 1771: 0.02952058326390089
Position 1802: 0.026830122206654337
Position 13236: 0.017662221881639836
Position 12403: 0.012744497154849394
Position 267: 0.00037663551325318144
Position 48: 9.858586175619873e-05
Position 316: 4.217581559800767e-05
Position 126: 3.298461893202237e-05
Position 1297: 2.4662940828471823e-05
Position 343: 2.09195374680122e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11749: 0.9420327857525344
Position 23125: 0.26304928439772696
Position 15019: 0.2300058672549069
Position 12675: 0.1430758047996599
Position 8054: 0.1396289722838738
Position 15249: 0.08086441199631564
Position 12610: 0.07506504135705167
Position 16746: 0.05706905888981543
Position 11701: 0.055445626438434883
Position 575: 0.054930279093586644
Position 3467: 0.0458466062989749
Position 12303: 0.044179839675357435
Position 12903: 0.03469662905742389
Position 1542: 0.03352778267003409
Position 3914: 0.030207140674776877
Position 12263: 0.02811495437240883
Position 17521: 0.025109476740009996
Position 15796: 0.024967371466210052
Position 1685: 0.023516953024253877
Position 14070: 0.022372206171091882
Position 3869: 0.01753204729352094
Position 13169: 0.015463078359850817
Position 12446: 0.013432466791835176
Position 13125: 0.01076170828632388
Position 12811: 0.010307406676323363
Position 2382: 0.00030556055272649795
Position 867: 0.00026868909388517607
Position 1208: 5.615924155982069e-05
Position 3103: 5.605131026640771e-05
Position 2596: 5.232415141253883e-05
Position 1801: 3.4684016235426186e-05
Position 1026: 2.8727720803865774e-05
Position 1296: 2.8016105040459797e-05
Position 417: 2.4151835002479422e-05
Position 466: 2.118783340860654e-05
Position 217: 1.7620266451539127e-05
Position 184: 1.3526820745118382e-05
Position 756: 3.2352642439320867e-06
Position 554: 1.4169987508290052e-06
Position 1234: 1.3392711931824852e-06
Position 650: 1.846101125437817e-07
Position 424: 1.7065296948933282e-07
Position 629: 1.6256523790848668e-07
Position 449: 1.4545958053132984e-07
Position 664: 1.4124779707819742e-07
Position 470: 1.0660296374237986e-07
Position 550: 1.0153984470640582e-07
Position 610: 8.48605550251044e-08
