Gene = BASP1
index = 126
Annotated 5SS: [75]
Annotated 3SS: [58384]
SMsplice 5SS: [   75  5644 11548 17553 25039]
SMsplice 3SS: [ 5400 11406 17451 24951 58384]
top_k =  100
Partition function (log Z): -31.664277036142117

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.7365289074043001
Position 11548: 0.6798112174508156
Position 5644: 0.6117422760312545
Position 8172: 0.5276220896604933
Position 5486: 0.3193419032388583
Position 988: 0.13805027534042727
Position 273: 0.08693937329767866
Position 128: 0.01997652826858791
Position 431: 0.014760612362503058
Position 2109: 0.006639765970189463
Position 1230: 0.006530317852110006
Position 3069: 0.006340394798915849
Position 4744: 0.006052911620841981
Position 1247: 0.0014231865371429032
Position 3629: 0.0013870241958722103
Position 4127: 0.0013866073483702842
Position 7377: 0.0007936703413309028
Position 3610: 0.00047175002078001947
Position 503: 0.00010733218024895145
Position 247: 4.439312196193102e-05
Position 117: 4.203306600948445e-05
Position 212: 2.653088669054647e-05
Position 86: 1.9844972012156628e-05
Position 285: 1.9449707196272608e-05
Position 1251: 1.592727487784489e-05
Position 135: 1.4975121938291366e-05
Position 1452: 1.3437867848149535e-05
Position 277: 1.0029175907013412e-05
Position 1333: 8.897590293920372e-06
Position 1179: 6.638029733756857e-06
Position 478: 6.380272446658396e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5400: 0.9222768637684461
Position 11238: 0.6932244548288742
Position 7949: 0.4096042761397594
Position 8113: 0.1904653560776539
Position 11648: 0.13819982034837622
Position 13396: 0.1168539671200145
Position 11827: 0.08938304480158596
Position 15455: 0.08707170166936985
Position 12025: 0.07936095396763013
Position 14950: 0.06865878750732436
Position 11934: 0.05744732276212287
Position 5917: 0.05589099928773811
Position 8441: 0.04804140643139818
Position 13926: 0.042835619274391924
Position 5485: 0.03444076236081395
Position 9895: 0.025662049948745515
Position 1944: 0.015881050593974516
Position 3531: 0.014818465985106673
Position 5808: 0.007391478571304417
Position 9585: 0.006924568318901427
Position 6824: 0.0069190031449341775
Position 7308: 0.006238257631772876
Position 2564: 0.005972073400008265
Position 8580: 0.005880658984190856
Position 2984: 0.005598454076723933
Position 7094: 0.005329902045124819
Position 8920: 0.005024138854965329
Position 1069: 0.003999862658023125
Position 4577: 0.003608334262622842
Position 4574: 0.0024445773582191395
Position 6226: 0.001579431886585647
Position 4391: 0.0015420808764869394
Position 4015: 0.0013866073483702842
Position 5953: 0.0012919018583973773
Position 2839: 0.001053821879640046
Position 5617: 0.0009509035707309157
Position 1093: 0.0009091080645289792
Position 2799: 0.0004012505297801242
Position 2262: 0.0003470072514838975
Position 7264: 0.0003370693653350213
Position 2775: 0.00033322340688184094
Position 2690: 0.0003256832145811314
Position 5288: 0.00022837957471397632
