Gene = MAEL
index = 814
Annotated 5SS: [  376   721  2369  3733  4961 15196 16022 16289 27176 28851 32052]
Annotated 3SS: [  627  2268  3576  4918 15070 15966 16146 27112 28717 31975 32558]
SMsplice 5SS: [  376   721  3527  3733 15196 16022 16289 23403 28851 32052]
SMsplice 3SS: [  574  3445  3616 15070 15966 16179 23259 28717 31836 32558]
top_k =  100
Partition function (log Z): -13.961564757138252

Sorted 5' Splice Sites (High to Low Probability):
Position 376: 0.9826361638182317
Position 3733: 0.9653465150824811
Position 3527: 0.9230190441896498
Position 721: 0.7255631295924383
Position 4961: 0.3264395381639855
Position 2369: 0.23173018877786897
Position 1241: 0.0880194048879452
Position 2745: 0.06605661595084951
Position 201: 0.060240800143820966
Position 1333: 0.058738915884246984
Position 1315: 0.050699236665577525
Position 1233: 0.039054936306425064
Position 2360: 0.0390001756275368
Position 3697: 0.019691229722333687
Position 4327: 0.01522775282095437
Position 148: 0.006120756593119425
Position 2524: 0.003993019650564874
Position 430: 0.0010326603108636256
Position 254: 0.0009747200930447506
Position 136: 0.0007833256271117241
Position 82: 0.0003928650438093659
Position 461: 0.00033318011560992417
Position 830: 0.00024246409030184577
Position 1037: 0.0001981149686152028
Position 392: 0.00017574575369558903
Position 543: 9.01403044413781e-05
Position 726: 8.728587449501128e-05
Position 773: 4.916480439858807e-05
Position 228: 1.7606776623749906e-05
Position 168: 1.5911849831369654e-05
Position 213: 1.5125042360889505e-05
Position 208: 9.775768003750321e-06
Position 937: 3.978909507191137e-06
Position 114: 2.2024118716991086e-06
Position 72: 1.6036746364488348e-06
Position 86: 3.3060717425521197e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3445: 0.9629801994003141
Position 3616: 0.9038748156024875
Position 574: 0.4488894388396119
Position 13767: 0.4035573322348403
Position 2268: 0.27459752702733764
Position 1141: 0.23882098453971876
Position 4853: 0.2307331584404558
Position 7689: 0.2245554043204861
Position 627: 0.19583091275343156
Position 4918: 0.09996812526871285
Position 13788: 0.07447770084286605
Position 6915: 0.06653353094867129
Position 5162: 0.06628634250748108
Position 2613: 0.06605661595084951
Position 5582: 0.06563045905515663
Position 291: 0.06554929145384054
Position 4446: 0.04738900793507917
Position 554: 0.036361727158188736
Position 3647: 0.0355023487364036
Position 11600: 0.03081357096740833
Position 483: 0.020667012140521853
Position 3921: 0.01381837150740779
Position 3576: 0.011127217129719012
Position 4112: 0.010168004286387262
Position 576: 0.003730711570850613
Position 530: 0.0025958306312149778
Position 712: 0.0019383936564451266
Position 258: 0.0011199312825063987
Position 643: 0.000728424549642042
Position 485: 0.0003389919778066926
Position 870: 0.00019650571580643748
Position 224: 0.00016757704112527845
Position 297: 0.0001597924851170978
Position 489: 0.0001234531458782116
Position 294: 0.00011516595119446198
Position 661: 8.962420226209788e-05
Position 639: 8.576519118952892e-05
Position 2177: 6.878321533693811e-05
Position 635: 5.8582767082489714e-05
Position 491: 5.855618188125046e-05
Position 2086: 5.707381329663369e-05
Position 219: 4.1929927460704066e-05
Position 465: 4.0050053538497526e-05
Position 690: 3.6025247806779194e-05
Position 367: 2.1959926890732655e-05
Position 176: 1.3448514971805068e-05
Position 648: 1.195533005837404e-05
Position 263: 6.965956024427237e-06
Position 834: 5.5881623159569455e-06
Position 319: 2.3450144579644654e-06
Position 228: 4.743749370813214e-07
Position 449: 3.7801562401564904e-07
Position 460: 2.245451331116549e-07
Position 155: 7.434257828228023e-09
Position 717: 4.6448658836866805e-09
Position 495: 3.4079107195290947e-09
Position 651: 2.92215980188283e-09
