Gene = GTF3C4
index = 629
Annotated 5SS: [  921  9769 13659 17293]
Annotated 3SS: [ 7941 13527 17203 18845]
SMsplice 5SS: [   72   921  8005 13659 17293]
SMsplice 3SS: [  817  7941 13466 17203 20991]
top_k =  100
Partition function (log Z): -2.964090187398483

Sorted 5' Splice Sites (High to Low Probability):
Position 13659: 0.9999999999999977
Position 921: 0.9995036973385051
Position 8005: 0.9969961966229107
Position 17293: 0.9738457848911809
Position 8923: 0.7744772584458134
Position 72: 0.5877995530470588
Position 9769: 0.31516999500491955
Position 245: 0.2481032277459865
Position 753: 0.23481000467753801
Position 9569: 0.13905952264116223
Position 588: 0.10740096778833519
Position 1470: 0.0838576675845382
Position 1151: 0.034242826497296534
Position 2244: 0.026069011096911957
Position 1596: 0.012795516350350152
Position 3682: 0.011346760191015472
Position 21547: 0.0110014927146892
Position 1242: 0.008645075188893262
Position 1489: 0.006208404759065891
Position 2163: 0.006114695064328787
Position 21097: 0.005922399907858015
Position 1839: 0.005017852265499299
Position 285: 0.00482924814273546
Position 394: 0.0047657511420192596
Position 26: 0.0035770039569468833
Position 746: 0.0031356061482398757
Position 8121: 0.003003803377087297
Position 508: 0.0022293386980862303
Position 14627: 0.0013573089196109109
Position 499: 0.001250149601136189
Position 714: 0.0006737825722138716
Position 19031: 0.00014540613262011638
Position 7: 3.2016823615166464e-05
Position 888: 2.214526097276313e-05
Position 106: 1.99832928072853e-05
Position 161: 3.0059062567354064e-06
Position 279: 1.0553457457046962e-06
Position 249: 1.2068402781497722e-08
Position 93: 6.865483289129714e-09
Position 36: 2.7775784273142704e-09
Position 124: 3.5539081284625676e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7941: 0.9943303598001638
Position 817: 0.9643567360394675
Position 17203: 0.9111551589450554
Position 13466: 0.5709171505185594
Position 9474: 0.45422951764608144
Position 13527: 0.4290828494814387
Position 20991: 0.3209269628547667
Position 8809: 0.25914474024162343
Position 8842: 0.22758435338912353
Position 21593: 0.18782956694222588
Position 8812: 0.14075931019065638
Position 8878: 0.13249717925315493
Position 694: 0.11861212299761882
Position 18845: 0.11345054769278325
Position 374: 0.10504947415421913
Position 17188: 0.06558866335875656
Position 18065: 0.06417929591414043
Position 1127: 0.05380903787103274
Position 1379: 0.0473952998535293
Position 21421: 0.04616568481414899
Position 21654: 0.042782080830787876
Position 21379: 0.035141052500374886
Position 22139: 0.034933576444058916
Position 19786: 0.026598695286114086
Position 18957: 0.025170136541368075
Position 2017: 0.024692854636821315
Position 19604: 0.02423461782558471
Position 22004: 0.023175586768270327
Position 1426: 0.01974827061994735
Position 20843: 0.011884108908355442
Position 3569: 0.011346760191015472
Position 14885: 0.010514277129139025
Position 8629: 0.00994906068260822
Position 20659: 0.009374253130140016
Position 1269: 0.008507998764814997
Position 989: 0.0075709252212379724
Position 2194: 0.007490851524419416
Position 19924: 0.0065805944961512515
Position 1501: 0.006382854502152097
Position 7766: 0.005669640199834188
Position 1708: 0.005017852265499299
Position 17758: 0.0048345880873394515
Position 18182: 0.004786958105389663
Position 21096: 0.00475332036818957
Position 18918: 0.004383656949267767
Position 863: 0.0038218397627584858
Position 397: 0.0028139346821351736
Position 19086: 0.002369636481736206
Position 8654: 0.002335359026825521
Position 15496: 0.0022977836198097776
Position 1515: 0.002276308060617262
Position 8658: 0.002207255661821438
Position 18739: 0.001963537356057373
Position 14326: 0.0017838421112717543
Position 13938: 0.0014950447028284782
Position 14283: 0.0014632156892896073
Position 15004: 0.0012742900159658107
Position 632: 0.0009173034618407199
Position 14626: 0.000755096929355494
Position 378: 0.00042834386981264853
Position 563: 0.00030145236730524927
Position 14604: 0.0002664196470401756
Position 629: 0.00024332646044151248
Position 535: 0.00021357192296408498
Position 198: 0.00019410645907244622
Position 161: 0.00016937109621144222
Position 14505: 0.0001601421201959358
Position 258: 0.00012049299261726387
Position 785: 0.00011549123546322773
Position 907: 0.00011338741440572754
Position 507: 0.00011314527463673164
Position 728: 0.00011084879272059263
Position 672: 0.00010484842861770693
Position 746: 0.00010285610255930766
Position 558: 5.7694229533036716e-05
Position 456: 5.372547853276169e-05
Position 195: 4.754929462437897e-05
Position 1038: 3.640417648225011e-05
Position 112: 3.4674804735935536e-05
Position 159: 2.6196220998570885e-05
Position 176: 2.5207165142924503e-05
Position 1150: 2.1731128006688927e-05
Position 324: 5.106303548836213e-06
Position 299: 2.057943875357289e-06
Position 476: 1.4399407125150128e-06
Position 1059: 6.601823233805156e-07
Position 202: 2.4450703777759447e-07
Position 266: 6.745138823451513e-09
Position 226: 1.828694316443165e-09
Position 75: 1.0716880797014004e-09
Position 82: 1.860726096687507e-10
