Gene = AGGF1
index = 36
Annotated 5SS: [  592  4136  5359  6336  9335 16293 17888 18603 22423 23746 25212 29359
 31418]
Annotated 3SS: [ 4032  5155  6170  9145 15961 17775 18550 22320 23579 25128 29230 31317
 32666]
SMsplice 5SS: [  592  4136  5359  9335 16293 17888 18603 23703 25212 29359 31418]
SMsplice 3SS: [ 4032  5155  9145 15961 17775 18550 23579 25128 29230 31317 32666]
top_k =  100
Partition function (log Z): 8.363407231935723

Sorted 5' Splice Sites (High to Low Probability):
Position 25212: 1.0000000000000016
Position 31418: 1.0000000000000016
Position 16293: 1.0000000000000013
Position 18603: 1.0000000000000009
Position 9335: 0.99955196068775
Position 4136: 0.96200815387881
Position 29359: 0.9260759912447858
Position 592: 0.7056171804103576
Position 5359: 0.6779989240952634
Position 17888: 0.6036403490916561
Position 23703: 0.4491495535667287
Position 6336: 0.35368257066591946
Position 5297: 0.3015268716467432
Position 5055: 0.2658192849140768
Position 223: 0.26290740120746725
Position 30868: 0.24469702157158882
Position 23746: 0.20648630256833128
Position 10297: 0.15686540035950525
Position 32847: 0.14309383223733943
Position 22676: 0.13391551928764328
Position 33404: 0.10412784716434514
Position 31200: 0.07552236198212184
Position 10623: 0.07183619399773351
Position 32491: 0.06077563826861397
Position 508: 0.060070321302629404
Position 123: 0.04194619083696871
Position 24639: 0.03241047198792154
Position 32510: 0.028290946092227695
Position 4230: 0.02756002861969329
Position 19292: 0.02201590374448829
Position 2453: 0.021372676613143606
Position 2634: 0.014623025992409945
Position 4515: 0.010276602672203924
Position 3612: 0.009780037491684351
Position 7781: 0.008338208913442524
Position 1113: 0.008295363606694622
Position 3962: 0.008229646182988644
Position 3843: 0.0043237940312545855
Position 1831: 0.0034352319583893383
Position 4814: 0.0023878501114197926
Position 4150: 0.0009142393280217025
Position 4125: 0.0007528558061666063
Position 4277: 0.0001280854178689564
Position 146: 7.989391625116863e-05
Position 110: 2.0400798687433662e-05
Position 211: 1.9790937103595214e-05
Position 9660: 1.7616800384587697e-05
Position 184: 6.303231283523107e-06
Position 268: 2.0484369403293856e-06
Position 270: 4.590260907318456e-07
Position 126: 2.650832635250219e-07
Position 70: 2.348721641669188e-07
Position 138: 3.20216185648889e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15961: 1.0000000000000009
Position 18550: 0.9995942133054814
Position 31317: 0.9859409607987744
Position 25128: 0.9851071542594316
Position 5155: 0.9720693503347587
Position 4032: 0.8922871429849746
Position 9145: 0.8137593157011332
Position 23579: 0.6556358561350601
Position 17775: 0.6036403490916561
Position 32666: 0.43258458095114505
Position 29230: 0.42587975654831023
Position 29193: 0.4012684837952809
Position 6170: 0.3280739498741996
Position 34603: 0.3064591144360501
Position 30766: 0.24469702157158882
Position 4938: 0.2415987278060247
Position 9258: 0.17835407425524208
Position 10171: 0.15010294017640516
Position 33304: 0.13386061589494214
Position 29237: 0.09892775090119466
Position 4016: 0.0955102503302545
Position 33503: 0.09339038794118112
Position 32941: 0.08171694411539776
Position 31095: 0.07729135356802616
Position 22516: 0.07681974730170144
Position 32368: 0.06821271973980536
Position 302: 0.06023238435136869
Position 10503: 0.05895999143307233
Position 22490: 0.05709577198594183
Position 33956: 0.05150739131888522
Position 31692: 0.0514044764669493
Position 31606: 0.038028565934277614
Position 24395: 0.03241047198792153
Position 32315: 0.029989333262147214
Position 2420: 0.019691499083279156
Position 32730: 0.019044198975857154
Position 6063: 0.018498409156688538
Position 19189: 0.01756710125924569
Position 4894: 0.01749113870689127
Position 24942: 0.014892845740569186
Position 3773: 0.012628701965986358
Position 2335: 0.012317005170170469
Position 31199: 0.012207440565632353
Position 32009: 0.011944037484108721
Position 10523: 0.008618847215254124
Position 7557: 0.008338208913442524
Position 3470: 0.00768023575782718
Position 6131: 0.007110211635031623
Position 32448: 0.007070893154301399
Position 31642: 0.0069793940260251975
Position 9118: 0.006775547861580233
Position 9747: 0.006594711399082494
Position 5169: 0.006256307860777549
Position 4397: 0.005460065627265239
Position 344: 0.004919001917142646
Position 19185: 0.004448802485242603
Position 10499: 0.004257355349407071
Position 32547: 0.004095610061452617
Position 4792: 0.003754126888552783
Position 4368: 0.0031851409039035687
Position 541: 0.0031386282501060098
Position 3988: 0.0029202679618931734
Position 4942: 0.002750419796008846
Position 206: 0.0026846823269207542
Position 2402: 0.0025829154667872463
Position 1073: 0.002425008929508363
Position 3563: 0.0020998017338571665
Position 507: 0.0020504486736555912
Position 1589: 0.001521281272282051
Position 4475: 0.0014909136594080043
Position 4870: 0.0014415751995135587
Position 2376: 0.0014042828853166995
Position 438: 0.0013776462743942729
Position 365: 0.0011960774115964334
Position 1668: 0.0010232779111342333
Position 453: 0.0009405277355200568
Position 1633: 0.0008829651681799652
Position 4626: 0.0006941753930581285
Position 8947: 0.0006630228697944111
Position 4440: 0.0006281553227714632
Position 4223: 0.0005704400216949107
Position 5263: 0.000525551244796029
Position 17991: 0.0004057866945196221
Position 5203: 0.0003800904266589822
Position 5189: 0.00027440055733544115
Position 9988: 0.00016774878401756957
Position 30985: 8.260704969082593e-05
Position 9540: 1.7616800384587697e-05
Position 5082: 9.393711983599493e-06
Position 1572: 3.1159253883609896e-06
Position 1698: 2.9054405223003032e-06
Position 1675: 1.6862408824270695e-06
Position 474: 1.4798173074511052e-06
