Gene = SLAMF8
index = 1262
Annotated 5SS: [ 189 3443 6432 6620]
Annotated 3SS: [3115 6125 6511 8433]
SMsplice 5SS: [ 189 3443]
SMsplice 3SS: [3133 9919]
top_k =  100
Partition function (log Z): -5.2007803574705065

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.9508181177127966
Position 3443: 0.8088781494358293
Position 6620: 0.4311414698467851
Position 7494: 0.28291463892162827
Position 6432: 0.2502793092408816
Position 6644: 0.24008835310416243
Position 10046: 0.19290841342841078
Position 1535: 0.1599154351473156
Position 6311: 0.14977691642090754
Position 2810: 0.11718299336959728
Position 7498: 0.05556937058942672
Position 7447: 0.045949122836288464
Position 10035: 0.040217515900220845
Position 510: 0.028853585581744154
Position 284: 0.028105628815329558
Position 305: 0.008804184900663694
Position 6276: 0.008568408029649302
Position 7646: 0.008375473410840432
Position 309: 0.006669013008875649
Position 6947: 0.00664590818838931
Position 1779: 0.0008424465873298697
Position 100: 0.0006383552497522266
Position 1795: 0.0004134518612864904
Position 2570: 0.00030596173344859666

Sorted 3' Splice Sites (High to Low Probability):
Position 9919: 0.9677648582082116
Position 6511: 0.6712298229509472
Position 3133: 0.4115246258513599
Position 7359: 0.3884529107228994
Position 6125: 0.3387098238216362
Position 10334: 0.24892035404863794
Position 3244: 0.21054890255480604
Position 3115: 0.18296935932242345
Position 1460: 0.15966454002569305
Position 2672: 0.10087308683673209
Position 6231: 0.0708695280270993
Position 445: 0.021805513148285948
Position 7580: 0.014368406071393286
Position 2725: 0.012789230361526543
Position 6759: 0.007036761925592683
Position 3043: 0.0038352617072398673
Position 7577: 0.002271200470193358
Position 2628: 0.0018743474471033356
Position 6847: 0.0018233240177008
Position 2539: 0.0017906258918366422
Position 450: 0.001477070820438454
Position 1444: 0.001166858250188866
Position 2281: 0.0006227588419537442
Position 447: 0.000547494747101955
Position 4211: 0.0004432645352606585
Position 1656: 0.00020480104502273677
Position 1614: 8.590535313162369e-05
Position 1105: 4.9993638682782816e-05
Position 1624: 4.6388391681429305e-05
Position 1294: 3.517351814192508e-05
Position 429: 3.160253522010865e-05
Position 348: 2.7204018114884158e-05
Position 1337: 2.8781093361478893e-07
Position 1420: 2.8323751793338365e-07
Position 1361: 2.482339183438148e-07
Position 1265: 2.1190964172149027e-07
Position 1519: 1.9302329190975276e-07
