Gene = DPT
index = 468
Annotated 5SS: [  395 15044 28248]
Annotated 3SS: [14917 28139 32648]
SMsplice 5SS: [  395  9453  9742 10681 15044 20551 28248]
SMsplice 3SS: [ 9369  9553 10551 14917 20455 28139 32648]
top_k =  100
Partition function (log Z): -6.517630883817892

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 1.0000000000000036
Position 15044: 0.9999268794092697
Position 10681: 0.9675413681012236
Position 22994: 0.8983648273487711
Position 28248: 0.8760433918590571
Position 9453: 0.767010683000853
Position 20551: 0.6490183983873107
Position 9742: 0.5165324633617884
Position 8315: 0.266825740692383
Position 11188: 0.16500728856076585
Position 18556: 0.11195416518352667
Position 9469: 0.11000839182323044
Position 13890: 0.06721212775193347
Position 8308: 0.06671677621089171
Position 9500: 0.06442765306305512
Position 13267: 0.05659603487212111
Position 9732: 0.05648494808274307
Position 9509: 0.027505007335609906
Position 10988: 0.020672415362502472
Position 9913: 0.018996348269142933
Position 15386: 0.0009562238023741493
Position 16650: 0.0009057631697313006
Position 16930: 0.0008280008833744566
Position 16646: 0.0007302050894823128
Position 15118: 4.7905518060180044e-05
Position 15026: 2.5215072674077397e-05
Position 16164: 5.841624988054824e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10551: 0.9675413681012237
Position 14917: 0.9426565311974728
Position 22875: 0.9378925034862324
Position 9369: 0.9100981424765
Position 28139: 0.8983648273487711
Position 20455: 0.6499734084060307
Position 9553: 0.5749236201757679
Position 32648: 0.552514526780524
Position 8251: 0.33354251690327485
Position 32007: 0.2556552706918105
Position 11073: 0.1620278766932268
Position 18467: 0.11664600157068442
Position 13756: 0.06721212775193339
Position 9230: 0.05885359274624846
Position 14892: 0.057343468802530086
Position 13161: 0.051618320497578654
Position 28767: 0.044383950764005774
Position 28419: 0.023489643622715703
Position 10918: 0.02347589146699742
Position 17039: 0.015395223173749242
Position 19751: 0.010696324653834363
Position 19780: 0.010435339490702961
Position 9532: 0.00977151813712869
Position 20001: 0.008156359140996475
Position 9873: 0.007204660064139784
Position 13181: 0.004977714374542453
Position 15253: 0.0035605031525300064
Position 17722: 0.003491984295648701
Position 16554: 0.0015283984851753398
Position 16284: 0.0014359429743316474
Position 17511: 0.0013057076255970066
Position 21236: 0.001235944516810326
Position 17531: 0.0009388578049015852
Position 16848: 0.0008280008833744566
Position 19561: 0.0005551079040465325
Position 17317: 0.0001977410751946711
Position 11037: 0.00017593576304399878
Position 16078: 0.00012438509102492717
Position 9709: 0.00011396133663837514
Position 15964: 8.644099236343526e-07
