Gene = PRPF38A
index = 1074
Annotated 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
Annotated 3SS: [ 1115  4004  6550  7949  9314 10056 10197 10773 12083]
SMsplice 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
SMsplice 3SS: [ 1115  4004  6520  7949  9314 10056 10197 10773 12083]
top_k =  100
Partition function (log Z): 11.881222442260636

Sorted 5' Splice Sites (High to Low Probability):
Position 10296: 0.9992198245795917
Position 4127: 0.9962944213695575
Position 9428: 0.9783811866890746
Position 6637: 0.9663904826142963
Position 8061: 0.9631514086757855
Position 1276: 0.9524632342098439
Position 316: 0.8688420450679012
Position 10823: 0.8267428288662522
Position 10084: 0.6862233405612626
Position 4660: 0.49947152933877864
Position 7013: 0.24307095758007485
Position 7009: 0.22313120689707097
Position 7761: 0.2004961180112364
Position 750: 0.18481635571589772
Position 505: 0.05662414734491372
Position 10697: 0.054489481862353646
Position 381: 0.049489647937978026
Position 9953: 0.034908939283329256
Position 6995: 0.029662142048767964
Position 5408: 0.027269192888686955
Position 10709: 0.024047958095339383
Position 10473: 0.014162326630066384
Position 7402: 0.013577852367762936
Position 2311: 0.01309804519164254
Position 7717: 0.01107697232697653
Position 9697: 0.010990100414398785
Position 12180: 0.010836158492709972
Position 284: 0.007928400258567087
Position 117: 0.0052746283001093444
Position 8305: 0.005046007719442689
Position 900: 0.00451759939897982
Position 932: 0.003936560810018726
Position 1150: 0.0031125318498913535
Position 423: 0.0025973341330318496
Position 543: 0.002471914504454992
Position 138: 0.001990729847038379
Position 905: 0.0015455488056363349
Position 10323: 0.0005630245640716718
Position 46: 0.000536865180045238
Position 4005: 0.0001296873224738994
Position 410: 0.00010974447194376178
Position 510: 9.29288589603173e-05
Position 4131: 8.126113575257397e-05
Position 11422: 7.473161624930686e-05
Position 48: 2.2000386398134815e-05
Position 66: 2.1504762347588688e-05
Position 4136: 2.139786588072856e-05
Position 78: 6.635563942097288e-06
Position 83: 2.5686277376776276e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9314: 0.9704013832103034
Position 7949: 0.961609953801981
Position 4004: 0.9528209454964105
Position 10773: 0.9356818680796772
Position 1115: 0.8923838118194097
Position 10197: 0.8421042785604202
Position 6520: 0.5110208583377012
Position 6889: 0.48811843454929627
Position 6550: 0.455369624276595
Position 10056: 0.4486452616724908
Position 12083: 0.3943498833032818
Position 4570: 0.34728539011486065
Position 7671: 0.21158442927453916
Position 9757: 0.1962436887386987
Position 10218: 0.13434770410929012
Position 695: 0.12379102081444356
Position 11109: 0.11802491691474366
Position 12468: 0.11566219289735329
Position 10636: 0.09724387345772494
Position 11299: 0.053382506240657275
Position 14073: 0.048976966454679194
Position 4498: 0.04716417822711514
Position 1213: 0.046521463866230635
Position 635: 0.04270371362984108
Position 9760: 0.04161250889665834
Position 4543: 0.03832683952687939
Position 11765: 0.03426688684642373
Position 10016: 0.033887052215315426
Position 4257: 0.03211312667880044
Position 14515: 0.028526777542158925
Position 11030: 0.027696271957225745
Position 10915: 0.022815833152397425
Position 5295: 0.020931662008002835
Position 10167: 0.01944241230238992
Position 3887: 0.019372050664069603
Position 3848: 0.017474054090052406
Position 4349: 0.017124567365345223
Position 10399: 0.015970198394064977
Position 2256: 0.013098045191642543
Position 10556: 0.011179065237408558
Position 11003: 0.011112764204919837
Position 11323: 0.010072877084808618
Position 7334: 0.010041575914647077
Position 1069: 0.009746157332107536
Position 571: 0.00942759110716981
Position 4413: 0.008108782325210125
Position 6894: 0.007745871976617523
Position 9617: 0.007737818309397789
Position 4454: 0.007428040572491489
Position 9183: 0.007363225556373034
Position 1033: 0.006874683007467956
Position 3801: 0.006849529954691902
Position 5330: 0.006337530880684119
Position 12582: 0.004405355056605046
Position 568: 0.003922311924838338
Position 7163: 0.0035362764531158665
Position 8132: 0.0034360154014633788
Position 9787: 0.0027269246362690465
Position 201: 0.0023817378129386783
Position 728: 0.0023173651688493287
Position 10214: 0.002104159458997261
Position 9587: 0.0018254779525874866
Position 8187: 0.0016099923179793108
Position 7780: 0.001530115937479065
Position 4209: 0.0014769164472670513
Position 9542: 0.0014450934064762434
Position 586: 0.0013786094194740911
Position 439: 0.0011015974519458641
Position 712: 0.0007688050347938276
Position 10669: 0.0007061051534275204
Position 9187: 0.0006165779223986075
Position 116: 0.0005384108338557655
Position 644: 0.0005028789315611633
Position 834: 0.0004659312208783872
Position 4626: 0.00042191876346096347
Position 217: 0.0003390313879035074
Position 384: 0.0003246467951289032
Position 736: 0.0002960347360258265
Position 254: 0.00022887064935646231
Position 593: 0.00017871315170250483
Position 375: 9.275425430975655e-05
Position 487: 8.672939501112386e-05
Position 10432: 3.40661228483742e-05
Position 967: 3.005629039307024e-05
Position 10373: 2.7926606226321045e-05
Position 4463: 2.1769317348237073e-05
Position 3715: 8.095597171944215e-06
Position 3833: 2.09189126764608e-06
