Gene = IFT57
index = 680
Annotated 5SS: [  460  3161  4036  8640 15943 31050 54778 55717 57140 58908]
Annotated 3SS: [ 2997  3916  8548 15873 30926 54705 55584 57076 58840 59914]
SMsplice 5SS: [  460  3161  4036  8640 15943 31050 54778 55717 58908 59787]
SMsplice 3SS: [ 2997  3916  8548 15873 30926 54705 55584 58840 59611 59914]
top_k =  100
Partition function (log Z): -8.751600360058955

Sorted 5' Splice Sites (High to Low Probability):
Position 4036: 1.000000000000003
Position 8640: 0.9999999179594983
Position 31050: 0.9879402817232751
Position 460: 0.9472991696908349
Position 3161: 0.906631814365353
Position 15943: 0.8427581129673438
Position 24749: 0.24897407551483858
Position 11929: 0.21649968198842742
Position 2255: 0.1923118414127816
Position 3401: 0.1250882017197186
Position 1818: 0.12000380356143969
Position 18892: 0.05384545460848643
Position 7293: 0.05145086670655592
Position 5309: 0.04574292818442261
Position 206: 0.040007047337239234
Position 6810: 0.039994233792873896
Position 1831: 0.026284728456817102
Position 151: 0.00956613361308029
Position 6773: 0.008982717772738747
Position 3217: 0.00761563695112885
Position 64: 0.0055385454320379356
Position 1995: 0.005290549954886534
Position 10080: 0.005134628630447605
Position 3554: 0.005095634359427442
Position 1999: 0.004477519292460607
Position 1865: 0.0037393183706453024
Position 812: 0.003313909096327668
Position 4809: 0.002446095536562548
Position 985: 0.0022591365785427403
Position 3154: 0.0012443662402524616
Position 2167: 0.000907223982628597
Position 282: 0.0008554625249175433
Position 2281: 0.0007203704268578186
Position 488: 0.0004673803112529563
Position 553: 0.0003477407610689344
Position 304: 0.00033526146981836206
Position 125: 0.00031777072984799307
Position 6612: 0.0002841432359496675
Position 618: 0.00019233439692427123
Position 1515: 8.610414390049391e-05
Position 4820: 5.7123085732578705e-05
Position 1134: 3.5299402683434356e-05
Position 296: 3.3467505844842884e-05
Position 765: 2.1038773953860328e-05
Position 1191: 1.768521417364614e-05
Position 167: 1.3756831188980374e-05
Position 236: 7.003329241304207e-06
Position 140: 5.854099670315208e-06
Position 277: 5.142029281780886e-06
Position 464: 4.374864801379741e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 30926: 0.9999945554164263
Position 8548: 0.9999901477813347
Position 3916: 0.9997784249879518
Position 2997: 0.8257928394944662
Position 15873: 0.7717347427110459
Position 24700: 0.24897407551483858
Position 36892: 0.22541003219913489
Position 11844: 0.20739680692355625
Position 1676: 0.15332008996520596
Position 3279: 0.13018383607914613
Position 32305: 0.12925030466433285
Position 2081: 0.11565694740552088
Position 37082: 0.11310211194409445
Position 34339: 0.10057023389500847
Position 38149: 0.09562951189770716
Position 3077: 0.07122989554588163
Position 18776: 0.05384545460848643
Position 33789: 0.05365581597320131
Position 39446: 0.05229862015019046
Position 6691: 0.04897695156561262
Position 34022: 0.047170443067732555
Position 36477: 0.04454635682580986
Position 2103: 0.041665799461616165
Position 15618: 0.0365475505195732
Position 15924: 0.034475819736724915
Position 2063: 0.03427285333803957
Position 4988: 0.024027461060682175
Position 7059: 0.022552440334745457
Position 3097: 0.0184690825163866
Position 33374: 0.01796601343067268
Position 37375: 0.017673581015590543
Position 34355: 0.017363525449871152
Position 37135: 0.01601928732553206
Position 7039: 0.015901780695808096
Position 34293: 0.014874950502751299
Position 31870: 0.013895202117314973
Position 7035: 0.012996645676002321
Position 11811: 0.009104130048917839
Position 5225: 0.008152799433620513
Position 35537: 0.007027104383619365
Position 32020: 0.006490611481100146
Position 5174: 0.006365053007017529
Position 1957: 0.0050697234578388015
Position 5088: 0.004078499676243829
Position 34049: 0.0039699193022786445
Position 33728: 0.0036813352929473695
Position 382: 0.0034613578423666465
Position 5201: 0.003069832072567537
Position 9950: 0.002954593051187181
Position 4668: 0.0024400013469790347
Position 658: 0.0023371921833609858
Position 1725: 0.0022543278927058203
Position 32692: 0.0022080576847064953
Position 10006: 0.0021800355792604164
Position 32055: 0.0020881279463612827
Position 32329: 0.0018541723523930443
Position 1919: 0.0014956139375900815
Position 920: 0.0014952935616617184
Position 290: 0.0014505625180650631
Position 31185: 0.0011949628209214724
Position 303: 0.000706132019607163
Position 582: 0.0006437167925845214
Position 6476: 0.0002841432359496675
Position 3952: 0.00022157501205026937
Position 894: 0.00013865392068116664
Position 397: 0.00012023086583930324
Position 686: 0.00011847469715465302
Position 770: 7.581438859112746e-05
Position 1455: 5.6939684845108145e-05
Position 4947: 4.9282934291017775e-05
Position 4765: 3.775660221341589e-05
Position 1371: 2.916445905538575e-05
Position 4614: 2.5460673102676708e-05
Position 317: 2.0277127199823034e-05
Position 1108: 1.791228818300034e-05
Position 1053: 1.744202128119646e-05
Position 8390: 9.852218668885931e-06
Position 424: 8.377411591406832e-06
Position 1022: 7.510000962047901e-06
Position 182: 6.500274400750074e-06
Position 196: 5.676220707747199e-06
Position 881: 4.266313842786804e-06
Position 739: 4.186166325184124e-06
Position 10784: 2.2441692229299642e-06
Position 8710: 1.1038439792319463e-06
Position 11199: 7.59545822565829e-07
