Gene = RP11-723O4.6
index = 1180
Annotated 5SS: [   44  2020 26260 36206 38562 55974 56212]
Annotated 3SS: [ 1925 25354 36010 38332 55766 56054 60996]
SMsplice 5SS: [  693   962 26120 36206 55224 56000 56212]
SMsplice 3SS: [  827 26025 36010 55058 55766 56113 60996]
top_k =  100
Partition function (log Z): -33.534857831899

Sorted 5' Splice Sites (High to Low Probability):
Position 962: 0.9673922913600178
Position 693: 0.7396787771881104
Position 5820: 0.4417575362244789
Position 44: 0.19228143687641533
Position 756: 0.024353069970250437
Position 586: 0.019717767176738142
Position 564: 0.016654886449744253
Position 223: 0.010514658983823592
Position 2020: 0.007783032253660036
Position 591: 0.003208019781396966
Position 993: 0.0025304912668598955
Position 519: 0.0021040719876567453
Position 194: 0.001819579490574334
Position 904: 0.001673354812279373
Position 401: 0.0015298267535625817
Position 339: 0.0005658422335818443
Position 259: 0.0005609973691814297
Position 536: 0.0005322515843322262
Position 343: 0.0002592926577563295
Position 448: 0.00019392699107121807
Position 524: 0.00018174043297217813
Position 527: 0.0001729457778040791
Position 328: 2.8474438305723457e-06
Position 1026: 2.061975197753116e-06
Position 87: 2.2789863377091874e-07
Position 337: 2.026348860636428e-07
Position 286: 8.307703508388443e-08
Position 62: 2.650466435130251e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.9675278258757964
Position 5709: 0.3130586306498173
Position 14210: 0.18762645427273267
Position 5634: 0.1333419240071167
Position 9631: 0.104852351620977
Position 10615: 0.09743749543604843
Position 5685: 0.057977093225162875
Position 8527: 0.05379212442973929
Position 1588: 0.053296250860039834
Position 6293: 0.05213619632989712
Position 1095: 0.048860497261365585
Position 7147: 0.046598769895385264
Position 10551: 0.046030958666609244
Position 3630: 0.033404798748346724
Position 3655: 0.02078403372207895
Position 4061: 0.01565202774743804
Position 5351: 0.014817329250502305
Position 829: 0.014410387944026498
Position 1115: 0.013854085362107492
Position 1925: 0.013726590750035862
Position 4272: 0.01306291514436282
Position 1437: 0.0128287028165951
Position 453: 0.011908621822160756
Position 4244: 0.011028610614616581
Position 4407: 0.010291130834972215
Position 897: 0.009434287469797858
Position 5795: 0.007904769443266008
Position 3066: 0.007386739074292754
Position 2363: 0.007119779706453131
Position 3992: 0.005683505356744979
Position 4948: 0.004319870500498131
Position 4892: 0.0041806271799845135
Position 785: 0.0037283209862826326
Position 3099: 0.0030493752653261
Position 3146: 0.003010462388618331
Position 3485: 0.002890986174606425
Position 1242: 0.0027305915818383432
Position 613: 0.002717937296119651
Position 2960: 0.0023888044328060224
Position 3312: 0.0023104319821535975
Position 1568: 0.002160203720396337
Position 3488: 0.002001383363819666
Position 1403: 0.001881499267129285
Position 1760: 0.0018120124545687008
Position 1091: 0.0015517182014192462
Position 2395: 0.0013227749438410555
Position 654: 0.0012643669606218022
Position 1268: 0.0012053169972928493
Position 1511: 0.001076836271928548
Position 381: 0.0009005466825319207
Position 1542: 0.0008950703172108818
Position 487: 0.0007814067420375977
Position 564: 0.0003358434052528785
Position 1927: 0.0002877015423691262
Position 508: 0.00028600040784514883
Position 1866: 0.0002713869840239038
Position 1835: 0.0002120542382441391
Position 548: 3.913044175666494e-05
Position 1784: 1.2480611319171824e-05
Position 787: 7.411022805606354e-06
Position 900: 3.7298169517550516e-06
Position 351: 4.026033261226241e-08
Position 401: 3.6376105584174686e-08
