Gene = FNDC7
index = 560
Annotated 5SS: [  340   873  5375  6393  9936 13348 15409 16230 18272 20876 24868 29185]
Annotated 3SS: [  853  5119  6131  9677 13092 15150 15974 18016 20614 24837 29115 29267]
SMsplice 5SS: [  340  6393 15409 29185]
SMsplice 3SS: [ 6300 15150 29115 29267]
top_k =  100
Partition function (log Z): -18.69989633827887

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.6177609292707028
Position 1047: 0.567372788308432
Position 6393: 0.40863151552232213
Position 256: 0.3565727496251405
Position 3664: 0.05924871353500677
Position 873: 0.03523608303376848
Position 9026: 0.030248003786230306
Position 123: 0.023820759171904748
Position 1153: 0.0014609442781729136
Position 260: 0.0006914590421417782
Position 460: 0.00024490885608571643
Position 750: 0.00020864602855392693
Position 15: 0.0002069946160473778
Position 472: 9.117126353811955e-05
Position 677: 8.161112767093943e-05
Position 743: 7.650490040016629e-05
Position 720: 7.570517662362989e-05
Position 627: 6.644257326401075e-05
Position 299: 5.077304256293558e-05
Position 203: 4.5942627854048816e-05
Position 161: 2.0005421836729562e-06
Position 284: 1.757781005585747e-06
Position 107: 1.6443543190037001e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 853: 0.7041093778746883
Position 6131: 0.29653477161508107
Position 9677: 0.2587262554681847
Position 6300: 0.17672262586189647
Position 3511: 0.06484671276062672
Position 3758: 0.060289581037458
Position 6961: 0.05946097918640121
Position 1742: 0.05885145375541542
Position 4259: 0.04902485212492006
Position 4141: 0.04759125155934041
Position 10209: 0.04610786060576195
Position 7154: 0.04587655144460752
Position 7012: 0.04500274410552089
Position 3951: 0.04086199886048706
Position 8884: 0.02205080632471562
Position 1976: 0.019134297245132863
Position 7378: 0.01758296933438197
Position 8205: 0.016503541874424234
Position 8047: 0.01479446343170801
Position 6563: 0.009686798201218653
Position 4594: 0.009546559739545378
Position 8973: 0.008197197461514608
Position 5641: 0.005361196679110244
Position 5119: 0.00495014148789616
Position 1417: 0.004803088326135586
Position 4116: 0.0035682287622657493
Position 421: 0.00239923000507727
Position 2686: 0.00199283607288796
Position 2899: 0.0015696874619985724
Position 2354: 0.0013870672474510252
Position 2294: 0.0013273815691125896
Position 1623: 0.0012129787909031411
Position 807: 0.001130835613580151
Position 1393: 0.0008053847958617815
Position 894: 7.800758083752502e-05
Position 680: 4.8444210880466056e-05
Position 664: 3.3589779773908075e-05
Position 747: 2.2519665220982437e-05
Position 959: 2.8635794171278196e-06
Position 863: 9.169624872408007e-07
