Gene = SPRTN
index = 1325
Annotated 5SS: [  557  1821  9878 13524]
Annotated 3SS: [ 1720  9748 13255 14561]
SMsplice 5SS: [  557  1821  9878 10112 10758]
SMsplice 3SS: [ 1720  9748  9993 10605 13255]
top_k =  100
Partition function (log Z): -8.178356434341563

Sorted 5' Splice Sites (High to Low Probability):
Position 1821: 0.9999345090434578
Position 9878: 0.9926873168814632
Position 10112: 0.856493024197441
Position 557: 0.7152895925044628
Position 10758: 0.6244590646449145
Position 6667: 0.43955803357110435
Position 13524: 0.4059022933252095
Position 1430: 0.28327949863971463
Position 157: 0.19016192469569485
Position 9297: 0.12251363357719261
Position 10128: 0.0545558284647889
Position 73: 0.047507276139795857
Position 83: 0.03957431726932618
Position 531: 0.03237334742030859
Position 778: 0.025016447637129634
Position 8879: 0.01543835554437501
Position 1488: 0.01523570094645664
Position 1454: 0.012924443423620148
Position 102: 0.009267257354209042
Position 947: 0.009093585637667259
Position 10293: 0.007283595746733883
Position 4: 0.004686008610338081
Position 1127: 0.0024925518250385227
Position 25: 0.00023017219772993725
Position 282: 0.00018905306785287076
Position 57: 0.00015825375980379683
Position 252: 0.00013000907453283273
Position 446: 7.563576556397623e-05
Position 543: 3.581976563580991e-05
Position 479: 3.0403150870330573e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1720: 0.9999625348288865
Position 9748: 0.9926873168814636
Position 9993: 0.911982926371663
Position 13255: 0.7851994895886872
Position 10605: 0.6592220193717376
Position 6574: 0.43955803357110435
Position 1231: 0.26733110702620794
Position 16238: 0.25114153618264157
Position 14561: 0.23206255490245076
Position 9121: 0.12315113519805632
Position 473: 0.04369801045261922
Position 641: 0.027589643799542023
Position 10190: 0.021162460915262915
Position 13210: 0.019808482859587792
Position 10668: 0.016798422963329524
Position 8598: 0.01543835554437501
Position 1411: 0.014727506014889346
Position 10873: 0.014618192869844875
Position 515: 0.014405901318369954
Position 14427: 0.011887090893239555
Position 13777: 0.007951112901428949
Position 488: 0.007759267316984292
Position 11549: 0.00741247954454993
Position 1211: 0.0037130617799066355
Position 11511: 0.0036050255901275106
Position 12992: 0.0029955887947658217
Position 1352: 0.002591057554585964
Position 1252: 0.002165908302216036
Position 10218: 0.002143430052365939
Position 866: 0.0017563068103649635
Position 371: 0.0014860129052171073
Position 413: 0.0005376179401794425
