Gene = P3H1
index = 992
Annotated 5SS: [  517  4701  7823  8172  9241 11476 11859 12155 14487 14750 16838 18824
 19301 19752]
Annotated 3SS: [ 4547  7632  8039  9100 11385 11805 12032 14358 14653 16686 18705 19224
 19610 20170]
SMsplice 5SS: [  517  7823  8172  9241 11476 12155 14487 14750 16838 18824 19301 19752]
SMsplice 3SS: [ 7632  8039  9100 11385 12032 14358 14653 16686 18705 19224 19610 20170]
top_k =  100
Partition function (log Z): 20.879372586720766

Sorted 5' Splice Sites (High to Low Probability):
Position 16838: 0.9922368043176701
Position 19301: 0.9908143029685463
Position 11476: 0.9763512151400252
Position 9241: 0.9693089046259139
Position 14750: 0.9672035315689038
Position 18824: 0.9526064391398011
Position 14487: 0.9503906618583916
Position 8172: 0.9144963961666519
Position 12155: 0.909474524994393
Position 7823: 0.8770608235960514
Position 517: 0.8197058400531125
Position 4701: 0.6029386888990478
Position 19752: 0.4920614157252942
Position 19771: 0.43045361694382944
Position 10623: 0.40365789929648277
Position 8735: 0.3022676711287441
Position 11951: 0.287759337780521
Position 9504: 0.17989261281048813
Position 20337: 0.17619976163387283
Position 13785: 0.15153697044580347
Position 19027: 0.1055460722985948
Position 10289: 0.0977950433662851
Position 12133: 0.08771441138043347
Position 19953: 0.08467162802472215
Position 8229: 0.07533393295684684
Position 11859: 0.06908420225274181
Position 9828: 0.06704169367963347
Position 11959: 0.06500262246379888
Position 11884: 0.06153580873004748
Position 502: 0.04606036886217971
Position 10444: 0.04537792564167356
Position 58: 0.03711691871898995
Position 148: 0.032396931830043434
Position 841: 0.03160545635393995
Position 11933: 0.029955965595530598
Position 9236: 0.026838626435764085
Position 10325: 0.02182022086243921
Position 11486: 0.019558587553292248
Position 13633: 0.01934951449128124
Position 19022: 0.019328865057607347
Position 6365: 0.014534730242790138
Position 12853: 0.012733179671997136
Position 727: 0.01030195056896757
Position 121: 0.00885739482384234
Position 16750: 0.007669331951425963
Position 18846: 0.007339060085530419
Position 1244: 0.006244784846228833
Position 13943: 0.005564587371231805
Position 4981: 0.005273612418815849
Position 8064: 0.004489328665618092
