Gene = WRAP73
index = 1574
Annotated 5SS: [  143  2666  3408 11324 13079 14130 14914 15077 16676 17861 18608]
Annotated 3SS: [ 2512  3290 11250 12974 14042 14778 14998 16569 17734 18415 18955]
SMsplice 5SS: [  143  2666  3408  8982 11324 13079 15077 16676 17861 18608]
SMsplice 3SS: [ 2512  3290  8827 11250 12974 14998 16569 17734 18415 18955]
top_k =  100
Partition function (log Z): 16.06742455576395

Sorted 5' Splice Sites (High to Low Probability):
Position 13079: 0.9999999999999998
Position 3408: 0.9972026342859407
Position 11324: 0.995169782921211
Position 2666: 0.9873579668863828
Position 15077: 0.9465360779774641
Position 16676: 0.9229066487589508
Position 17861: 0.8038062802630098
Position 18608: 0.7917989662923584
Position 14914: 0.5802263594136402
Position 14130: 0.36935826547087525
Position 143: 0.355879587796051
Position 15776: 0.27531429652187933
Position 14146: 0.2450920858964537
Position 18051: 0.24429223362241959
Position 4234: 0.23392143357171008
Position 6993: 0.1737406474400029
Position 1591: 0.15704219526315089
Position 12111: 0.14206898631658055
Position 7185: 0.12686821395338435
Position 252: 0.12001598952565908
Position 286: 0.09563168703400353
Position 269: 0.0813117035367664
Position 12562: 0.07190499825815314
Position 6976: 0.07002241182598803
Position 666: 0.06753531785407633
Position 1276: 0.05986573305728269
Position 329: 0.05836405159482573
Position 586: 0.056630807434462915
Position 17880: 0.05496603045286638
Position 16867: 0.0532921198395753
Position 495: 0.051794609104175805
Position 768: 0.04751859397909913
Position 18595: 0.045331103049877974
Position 3091: 0.03828553604341847
Position 389: 0.035075887221974286
Position 13621: 0.03451728219036275
Position 406: 0.025146120284950817
Position 525: 0.022336402930539553
Position 1521: 0.01595451174663684
Position 14999: 0.013171728595326067
Position 299: 0.011205274996255848
Position 483: 0.010360614504351074
Position 436: 0.009990342028037918
Position 89: 0.009362925039307897
Position 1462: 0.009022645133716081
Position 14723: 0.008868297493400965
Position 419: 0.007069236010149987
Position 4230: 0.006453470965312336
Position 1405: 0.006035432620203521
Position 17681: 0.005685722724002203
Position 2914: 0.004643839217267754
Position 2644: 0.0037485600910469184
Position 2635: 0.0029399343484507287
Position 17519: 0.002586531436928766
Position 13507: 0.0011421637930703033
Position 3637: 0.0011370791702450974
Position 13698: 0.0010805937025939927
Position 6503: 0.0010328615379558092
Position 3950: 0.0009628615473351006
Position 3993: 0.0008650539803613318
Position 4008: 0.0008270905468952612
Position 556: 6.176939443312024e-05
Position 136: 3.0316157777655493e-05
Position 183: 2.4558577451182914e-05
Position 222: 1.4105864153172319e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11250: 0.9951697829212098
Position 3290: 0.9886553302357196
Position 18415: 0.9857682927617254
Position 2512: 0.982371830186759
Position 12974: 0.9527670656834547
Position 14998: 0.9162914969323791
Position 16569: 0.9053253930576891
Position 18955: 0.6719607277998352
Position 14042: 0.5804721632055111
Position 17734: 0.4557797231013767
Position 14828: 0.39186848592183504
Position 6897: 0.2790951625118796
Position 17630: 0.2751795567819627
Position 14778: 0.23177418313221543
Position 1368: 0.18805478476370735
Position 4092: 0.13780457368259055
Position 17988: 0.1296462957376154
Position 12035: 0.12631474464236098
Position 15673: 0.1260811206667481
Position 17766: 0.12441164337096842
Position 15736: 0.09847407438025985
Position 17916: 0.0962446212466237
Position 6915: 0.09153611070749594
Position 18992: 0.0659208396195946
Position 16799: 0.053292119839575325
Position 4132: 0.05235678942649747
Position 12443: 0.04729737493750742
Position 12953: 0.04722146361808652
Position 1153: 0.041824914223184934
Position 15445: 0.040715597793002815
Position 4101: 0.03323087331054882
Position 19051: 0.02892631899052951
Position 14063: 0.02857794173891586
Position 585: 0.025624193660800963
Position 12246: 0.024607623320645696
Position 2962: 0.02320003692183708
Position 17991: 0.022229637232548467
Position 18706: 0.02125131414027701
Position 251: 0.02021174701198388
Position 18882: 0.019019151677461064
Position 18820: 0.01725424594194741
Position 11983: 0.015754241674219578
Position 16447: 0.01563663242016177
Position 13469: 0.01561885687050556
Position 4174: 0.014407079754790239
Position 634: 0.014363139082365011
Position 1073: 0.012899945075015828
Position 13466: 0.012179968135221583
Position 2563: 0.011674631139121126
Position 18967: 0.011192133146345467
Position 15424: 0.009914285549562543
Position 17789: 0.009087110185570681
Position 14624: 0.008868297493400968
Position 18863: 0.008714631167531729
Position 2924: 0.0076676492460879524
Position 13489: 0.0073623813452134545
Position 2747: 0.005886018241785208
Position 14109: 0.005319765432394745
Position 1109: 0.005140873759081888
Position 3005: 0.005008945147287421
Position 268: 0.004795585219739935
Position 3135: 0.004513585110437283
Position 3303: 0.004028742440153619
Position 17338: 0.002586531436928766
Position 4056: 0.0025755883625955696
Position 19047: 0.00194772440413309
Position 16450: 0.0019446232811001348
Position 3833: 0.0018285491681964696
Position 18341: 0.0013463690984881161
Position 2861: 0.0011674698388398964
Position 3525: 0.001077546121232878
Position 6381: 0.0010328615379558092
Position 13506: 0.0008321568728623047
Position 3776: 0.0008264569063952251
Position 13417: 0.0004524027456432421
Position 13206: 0.00029427371658089483
Position 285: 0.00021449068206402992
Position 494: 0.0001380499338078838
Position 15356: 0.00012921813230597912
Position 14073: 8.048099050728447e-05
Position 3599: 5.95330490122193e-05
Position 12990: 1.1458092119260404e-05
Position 3166: 3.956680944162003e-06
Position 3090: 2.7568353464663316e-07
Position 12714: 1.2606338941831385e-08
