Gene = CACFD1
index = 271
Annotated 5SS: [ 201 3569 5461 8042]
Annotated 3SS: [3495 5334 7933 8575]
SMsplice 5SS: [ 201 5461 8042]
SMsplice 3SS: [5334 7933 8575]
top_k =  100
Partition function (log Z): -0.14459924762522913

Sorted 5' Splice Sites (High to Low Probability):
Position 5461: 0.9920795687996499
Position 201: 0.7505367231594908
Position 8042: 0.6931811214097242
Position 3569: 0.5350695358785509
Position 8015: 0.3011996770289866
Position 8721: 0.2599440686161397
Position 93: 0.2268576306860184
Position 632: 0.14658444716850175
Position 2734: 0.12421306795676687
Position 2939: 0.11432151288306099
Position 7328: 0.08737127822838713
Position 2233: 0.08447501857480595
Position 4817: 0.08144105372344837
Position 5694: 0.07294258028207122
Position 7219: 0.05630859328093
Position 636: 0.053059063488709465
Position 8308: 0.05135501670333923
Position 8285: 0.040673824392846676
Position 8478: 0.03936512331301985
Position 6581: 0.037836876016523184
Position 8924: 0.018205814045325522
Position 6650: 0.010577520780672837
Position 10487: 0.009842644051427728
Position 411: 0.007949616954360745
Position 157: 0.007296797416005365
Position 7349: 0.0066261499464439705
Position 8711: 0.005667970987337774
Position 6144: 0.004049559019737145
Position 205: 0.003488073143998191
Position 55: 0.0015121808829481908
Position 151: 0.000819217597738731
Position 8010: 0.0007762257287440548
Position 185: 0.0005068586561971304
Position 307: 0.0004307149398281017
Position 314: 0.00023815462458549356
Position 46: 0.00017478865652595577
Position 8715: 0.00013633154694652432
Position 154: 6.940018733776443e-05
Position 197: 4.0109876952454046e-05
Position 72: 3.423450434534624e-05
Position 171: 1.8192982742356396e-05
Position 109: 1.075477438213861e-05
Position 169: 8.706895093154326e-06
Position 384: 7.844061449525106e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7933: 0.9979937130903442
Position 8575: 0.9719312221628128
Position 5334: 0.9330776270365954
Position 3495: 0.4736135192872627
Position 547: 0.19948679565044505
Position 10401: 0.1556026711401078
Position 7085: 0.12582137505561103
Position 2847: 0.11432151288306096
Position 8183: 0.09493586488603979
Position 8811: 0.09197060352417419
Position 2633: 0.08300735876058968
Position 4730: 0.0678753372680937
Position 3345: 0.06145601659128818
Position 5383: 0.05900194176305445
Position 8352: 0.04981014463087234
Position 6461: 0.043326549580159676
Position 2147: 0.042498486599353597
Position 5602: 0.03809136846435638
Position 2630: 0.026313532966090198
Position 7166: 0.024484646400150058
Position 2095: 0.024297324944417435
Position 10614: 0.01803319520328178
Position 5616: 0.017434671138807072
Position 4605: 0.013565716455354674
Position 5574: 0.013540286757128307
Position 10346: 0.013537421229262
Position 8935: 0.01335024483002871
Position 2042: 0.009998667272685934
Position 2658: 0.00944441468034789
Position 2482: 0.0054477615497391
Position 2010: 0.005277118319995137
Position 6519: 0.005087847217036325
Position 9343: 0.004174545169650491
Position 6076: 0.004049559019737147
Position 9085: 0.0037467661910973605
Position 5635: 0.003633238466076562
Position 9144: 0.0033674047044584803
Position 1926: 0.0024034214383538387
Position 9602: 0.0017707486338040632
Position 5650: 0.0002430154557029099
Position 287: 0.00015671500676600736
Position 8135: 7.754517459635043e-05
Position 7845: 4.5727253307425976e-05
