Gene = CHCHD4
index = 368
Annotated 5SS: [ 204 8433]
Annotated 3SS: [ 8333 11663]
SMsplice 5SS: [ 204 2942 8433]
SMsplice 3SS: [ 2828  8333 11663]
top_k =  100
Partition function (log Z): -6.323694054564061

Sorted 5' Splice Sites (High to Low Probability):
Position 8433: 0.9998102226262074
Position 2942: 0.819644794955505
Position 204: 0.5692435145121938
Position 315: 0.2656462426976919
Position 9763: 0.1218588975211658
Position 456: 0.09060700299841826
Position 2913: 0.07922341423328766
Position 160: 0.07444415579962783
Position 3988: 0.07340950118231877
Position 3941: 0.05672467589869702
Position 6753: 0.04965060607537639
Position 9516: 0.046302920949309344
Position 7321: 0.03823716379663349
Position 9750: 0.034585932171514865
Position 10953: 0.019962068916661503
Position 9366: 0.017153061455677517
Position 10968: 0.0068091477501936466
Position 12292: 0.00678709349606371
Position 10496: 0.0063189780552074856
Position 10456: 0.005851651364330323
Position 8692: 0.004064871720536114
Position 9627: 0.003856585257656509
Position 2848: 0.002579811053263731
Position 1025: 0.0010519934743280204
Position 8799: 7.081883575046365e-05
Position 9143: 5.772136890659201e-05
Position 762: 3.0833352880705736e-05
Position 129: 1.9457816567975692e-05
Position 479: 2.4172812099602504e-06
Position 418: 2.3173626132457355e-06
Position 460: 1.505136837413959e-06
Position 635: 1.1471487743159826e-06
Position 536: 9.122702046646552e-07
Position 484: 4.936229787324184e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8333: 0.9922329525154161
Position 11663: 0.6317402870506466
Position 2771: 0.4531672981194199
Position 2828: 0.44452192295293036
Position 11775: 0.18228180535751892
Position 9660: 0.1459150747363105
Position 3763: 0.11542863091149973
Position 9501: 0.053924278616725635
Position 11490: 0.035357416561265474
Position 12513: 0.03358279449163336
Position 9417: 0.03147412105435464
Position 12211: 0.030611431276532576
Position 7196: 0.02777959864934863
Position 10866: 0.026771216666855144
Position 6605: 0.02205153430384762
Position 9234: 0.020831468509537866
Position 8519: 0.019827578841154197
Position 6584: 0.018780743380574387
Position 3814: 0.014895323543308912
Position 10275: 0.012207931954465482
Position 7119: 0.010457565147284865
Position 12336: 0.00976563713847146
Position 6708: 0.008818328390954389
Position 11827: 0.008640995846638811
Position 9266: 0.007672865340856688
Position 8186: 0.007577270110791116
Position 9552: 0.005819269909085221
Position 10329: 0.0055296759300850675
Position 11114: 0.004387366897004007
Position 9399: 0.003848113711895615
Position 2912: 0.003758799169706354
Position 10245: 0.0018241041846535574
Position 9133: 0.0014038358743046439
Position 954: 0.000348819550216684
Position 744: 0.0002788857131880236
Position 907: 0.00025531213896012395
Position 887: 0.00016897607196318963
Position 9045: 2.861344516741552e-05
Position 9017: 2.1994980489748237e-05
Position 8591: 1.4980170279481454e-05
Position 9001: 7.112943249428252e-06
