Gene = PAEP
index = 995
Annotated 5SS: [ 140  676 1136 2597 3757 4044]
Annotated 3SS: [ 535 1061 2485 3651 4026 4794]
SMsplice 5SS: [ 140 1136 1456]
SMsplice 3SS: [1061 1258 2485]
top_k =  100
Partition function (log Z): -1.4956075545707384

Sorted 5' Splice Sites (High to Low Probability):
Position 1136: 0.9747503046528556
Position 140: 0.8673491154387352
Position 2191: 0.4929873391449581
Position 2597: 0.3921807312059494
Position 2628: 0.3706049782859182
Position 3757: 0.3613316315013451
Position 1456: 0.24117670057453697
Position 1464: 0.22144960038065495
Position 1472: 0.18115157841691418
Position 676: 0.15773306238457965
Position 4044: 0.12982201541698818
Position 916: 0.07678583502788279
Position 1476: 0.06483939470449228
Position 1395: 0.05809660644718513
Position 2624: 0.04122941604292231
Position 1484: 0.031006067540612806
Position 1361: 0.02955375837088652
Position 1480: 0.01821399751063922
Position 933: 0.0169995628450337
Position 2222: 0.015329572333939338
Position 1504: 0.00774075315975303
Position 325: 0.007068165370825568
Position 80: 0.0039592174413324525
Position 1516: 0.0031312361732999546
Position 744: 0.002078107103410895
Position 985: 0.0017726033797049615
Position 188: 0.0012769025089362498
Position 1528: 0.0008812738983723398
Position 1365: 0.0008425237273287032
Position 498: 0.00081551336281695
Position 1090: 0.000667068718523726
Position 1168: 5.1741264244306225e-06
Position 170: 3.2988941582759575e-06
Position 87: 3.68330697607282e-08
Position 89: 2.250354998735217e-09
Position 84: 1.7212109847167248e-09
Position 49: 1.5457799864378273e-09
Position 260: 4.650024324238532e-10
Position 296: 3.678329063823776e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2485: 0.9976358289747712
Position 1061: 0.8822135686566226
Position 1258: 0.8486034192216364
Position 2104: 0.5083169114788969
Position 3579: 0.39250129103451087
Position 4875: 0.22121004059041888
Position 3955: 0.19209257083166142
Position 4844: 0.1883679649453512
Position 4026: 0.09265807487385011
Position 877: 0.0748480922369823
Position 3651: 0.07352616967639736
Position 999: 0.051944661881346006
Position 4734: 0.0400443380375583
Position 3978: 0.03978274360810694
Position 4195: 0.027245755841804366
Position 788: 0.02495028880404382
Position 455: 0.019814194115066734
Position 4043: 0.01682828727023762
Position 2770: 0.010911535743225904
Position 294: 0.008054152809122415
Position 1381: 0.007881181176780511
Position 818: 0.0073383948872532585
Position 459: 0.006521290370593444
Position 892: 0.006465531343807285
Position 535: 0.00563407526793431
Position 519: 0.005509360305305788
Position 542: 0.004673818504280095
Position 1029: 0.0025813974666744886
Position 2553: 0.0023641710252293962
Position 792: 0.0020916781866861267
Position 601: 0.001977788911439465
Position 388: 0.0019332668081090576
Position 1301: 0.0015988905062591231
Position 525: 0.0006367508344734478
Position 729: 0.0006065605535061671
Position 316: 0.0005314743630629133
Position 904: 0.00035526162943833294
Position 836: 0.00033572706480477875
Position 383: 0.000327516835561836
Position 737: 0.0003073661033827753
Position 646: 0.00029780004025301915
Position 915: 0.00028419384373709036
Position 235: 0.0002270822537965824
Position 909: 0.00022207324735506572
Position 612: 0.00019794106242451638
Position 415: 0.00019495945357545812
Position 492: 0.0001727061067217621
Position 400: 7.796297249309185e-06
Position 324: 4.989288195474164e-06
Position 204: 1.0593778775463749e-06
Position 405: 6.434481007187583e-07
Position 363: 5.120796883060628e-07
