Gene = ALDH4A1
index = 70
Annotated 5SS: [   92 12542 13192 16090 17081 19275 19430 20854 23254 25138 25346 26239
 27172 28091 29750]
Annotated 3SS: [12447 13098 16041 16924 19124 19354 20665 23179 24940 25297 26085 27049
 27971 29595 30762]
SMsplice 5SS: [   92 12542 13192 16213 17081 19275 19430 20854 23254 25138 25346 27172
 28091]
SMsplice 3SS: [12447 13098 16041 16924 19124 19354 20665 23179 24940 25262 27049 27971
 28963]
top_k =  100
Partition function (log Z): 37.76745376159996

Sorted 5' Splice Sites (High to Low Probability):
Position 23254: 1.0
Position 25346: 0.9999794577360703
Position 28091: 0.999843049463771
Position 92: 0.9958559857664613
Position 17081: 0.9954977289578241
Position 27172: 0.9898854277515748
Position 25138: 0.9822899791819606
Position 13192: 0.9759334270431029
Position 12542: 0.9708406038726055
Position 19275: 0.8946039655638883
Position 20854: 0.7901687652478676
Position 4828: 0.7336455395812228
Position 26239: 0.6122327066639232
Position 19430: 0.5303243784472027
Position 3453: 0.47805180041496154
Position 20351: 0.4775457207451571
Position 7178: 0.42265285235521577
Position 19447: 0.40583878557707764
Position 7116: 0.3244925509890332
Position 16213: 0.32166568323471956
Position 16090: 0.32020476084082283
Position 1679: 0.26107184872582795
Position 13636: 0.24984521328128528
Position 12761: 0.2432971264121328
Position 26011: 0.2063785480581124
Position 18225: 0.19864723424140668
Position 16209: 0.1726222732852386
Position 20574: 0.12681616678394111
Position 15844: 0.12658760337866864
Position 26965: 0.12295356841898604
Position 7224: 0.1200646150277659
Position 22540: 0.10073818703989385
Position 19196: 0.09338150462017235
Position 15853: 0.09178551572778686
Position 21227: 0.09090684528011993
Position 1037: 0.08704819714246073
Position 28442: 0.07774664739834823
Position 26719: 0.07278509813295889
Position 27631: 0.07239787336263495
Position 6901: 0.06085081313515811
Position 27481: 0.0497304893779697
Position 6968: 0.04574809683845596
Position 21135: 0.04495911979282162
Position 27358: 0.04453028625624647
Position 18254: 0.0441592375128695
Position 24997: 0.043703856932184634
Position 25026: 0.03976967259902299
Position 26788: 0.03819476243138515
Position 13610: 0.03543042331374887
Position 24138: 0.030622694558456516
Position 16217: 0.029347464240385257
Position 23687: 0.028946589353830068
Position 13205: 0.02103267628734406
Position 24864: 0.020433432498347837
Position 3622: 0.019400819997145324
Position 2664: 0.017447319220587197
Position 24245: 0.01372704972057245
Position 26248: 0.013436402337277276
Position 29085: 0.011375719568009788
Position 18150: 0.010874874307924918
Position 27476: 0.010513602856496832
Position 17863: 0.010109242506160122
Position 25605: 0.007437797376725442
Position 19267: 0.005409657338795247
Position 23878: 0.005325801582097142
Position 27076: 0.004661956490193931
Position 17072: 0.004502271042177642
Position 25995: 0.004329643303056907
Position 25129: 0.004292080368913445
Position 19126: 0.002794949407323399
Position 13259: 0.0022128096392198264
Position 4751: 0.001533981289604667
Position 19259: 0.0012472535657996468
Position 19257: 0.0009498343194508756
Position 13188: 0.0009199299134345587
Position 19184: 0.0008583471292549198
Position 96: 0.0004690184181370134
Position 28574: 0.00031229552386304987
Position 28095: 0.00015695053622951977
Position 13159: 0.0001154627320362545
Position 27196: 0.00011118006414078494
Position 1123: 7.262234442056817e-05
Position 13186: 5.6681814752616456e-05
Position 293: 1.797165084130476e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 27971: 0.999994100654551
Position 19124: 0.9991080619218182
Position 13098: 0.9983202627485691
Position 27049: 0.9943135345922136
Position 25262: 0.9914244921242701
Position 23179: 0.9783123837573038
Position 12447: 0.9708406038726076
Position 24940: 0.9673529192627178
Position 16924: 0.9461669787729889
Position 19354: 0.9361631640242787
Position 16041: 0.8293520838476396
Position 20665: 0.7901687652478678
Position 20246: 0.5224389048725249
Position 3374: 0.4974526204121072
Position 7034: 0.4336855277602873
Position 4617: 0.4262690550178551
Position 26085: 0.3784303662097851
Position 7104: 0.375489077835637
Position 28963: 0.3233914696868398
Position 4582: 0.3089104658529709
Position 28282: 0.2541109168385504
Position 12631: 0.2432971264121328
Position 26596: 0.2339334289833305
Position 18107: 0.21409482182784081
Position 15756: 0.19431091893115404
Position 26135: 0.19127941300087942
Position 27298: 0.1771722518533478
Position 25978: 0.17383667467548117
Position 13319: 0.1654004498363744
Position 29595: 0.12579243602285217
Position 13457: 0.1165213552804285
Position 21059: 0.11202459032522302
Position 1394: 0.10915685720242796
Position 6821: 0.10659890997361421
Position 25089: 0.10270601796599325
Position 30762: 0.1006009596612373
Position 20487: 0.08192298265657381
Position 28633: 0.08091754218039038
Position 25927: 0.06471902562192602
Position 870: 0.06422472033861039
Position 22372: 0.06091122717736038
Position 6992: 0.05803541277609094
Position 16891: 0.05220502400848875
Position 1592: 0.046845696048168906
Position 29651: 0.04430502298305458
Position 22341: 0.039826959862533456
Position 17990: 0.03958652423436072
Position 29550: 0.03681833299726433
Position 29875: 0.034903796928280266
Position 30860: 0.030439103741533826
Position 1589: 0.027473580105237035
Position 23585: 0.02482507067333759
Position 30542: 0.02479989955674295
Position 26103: 0.02446900521162069
Position 15705: 0.024250216362637786
Position 23030: 0.021454922424458456
Position 23823: 0.02043403497834793
Position 24734: 0.020433432498347837
Position 1554: 0.02041884605711687
Position 1343: 0.020329822489640454
Position 21093: 0.02000704962426873
Position 30124: 0.015309882322621642
Position 16153: 0.014300081566190496
Position 1614: 0.014273227831898274
Position 24180: 0.01372704972057245
Position 1491: 0.013338672778692105
Position 28364: 0.012292987395007862
Position 2590: 0.012247639748722347
Position 667: 0.010558969522802893
Position 17802: 0.00967700082387292
Position 1220: 0.008194266900476017
Position 24026: 0.008176457833117701
Position 23871: 0.006170789917609688
Position 25297: 0.005608935974483461
Position 25466: 0.004927418937276554
Position 964: 0.004585950445705512
Position 29343: 0.004142252710911375
Position 23533: 0.004121518680492478
Position 892: 0.004094155015212985
Position 21035: 0.0038343251234497925
Position 2627: 0.0034187407042619543
Position 13523: 0.0033538314782315926
Position 25331: 0.002937342515862938
Position 26106: 0.002699705386681911
Position 2405: 0.0017809387676028996
Position 16874: 0.0016279972185237342
Position 25496: 0.0012350292427867988
Position 12904: 0.0011698103643801201
Position 23800: 0.001167213411478341
Position 1646: 0.001040879312171742
Position 25470: 0.0009862155254174785
Position 26037: 0.0009431102559949154
Position 28344: 0.000853617541750552
Position 28341: 0.000756441923184854
Position 13036: 0.0005083891519046104
Position 27052: 0.0003450297136938001
Position 17702: 0.0002993964474878092
Position 25435: 0.00028913367124461774
Position 13255: 0.00027252516503540523
Position 22890: 0.00023269381823878382
Position 19054: 0.00013745002286780943
Position 17725: 0.00013284523479939502
Position 27738: 5.899345451713044e-06
Position 25304: 5.338974823173813e-06
