Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  100
Partition function (log Z): 13.698728399214314

Sorted 5' Splice Sites (High to Low Probability):
Position 6233: 0.9999999999999982
Position 5847: 0.9983269103807472
Position 326: 0.9921328247532967
Position 5142: 0.9692389856436491
Position 3277: 0.9652709099948695
Position 5690: 0.9423978708091891
Position 5533: 0.7684963896417015
Position 5390: 0.7387174679264071
Position 6055: 0.1707580477573866
Position 4384: 0.11122309844126134
Position 4389: 0.07220518162754244
Position 2063: 0.03767841339024018
Position 4474: 0.016807405977799096
Position 3333: 0.01631510473566694
Position 1449: 0.014326237130306138
Position 745: 0.012169077425458278
Position 1822: 0.008643623687330178
Position 1178: 0.008298193316600954
Position 1183: 0.007344207460630747
Position 4408: 0.007272782319977288
Position 4480: 0.005717915774941496
Position 4544: 0.00428643984793655
Position 3182: 0.003794496420442555
Position 4540: 0.0035228150094839413
Position 668: 0.003440121667625487
Position 1837: 0.002812262928923731
Position 1343: 0.002691813792994888
Position 4907: 0.0023465063775506643
Position 2032: 0.002276862386925742
Position 2559: 0.002228473852787776
Position 1224: 0.0020294098753545478
Position 5407: 0.001896736231784743
Position 5394: 0.0017369093492975336
Position 2915: 0.0013352654295086196
Position 5335: 0.0011142952973110035
Position 1460: 0.0010152624546895814
Position 1847: 0.0009086980572662096
Position 1300: 0.0008243294933044178
Position 1780: 0.0008078648300330934
Position 5493: 0.0007466577623823462
Position 1923: 0.0007066056002694312
Position 831: 0.0006196635901988992
Position 5692: 0.0001265667913016062
Position 447: 1.2237357590980938e-05
Position 705: 1.2387213963322622e-06
Position 182: 8.59687759797745e-08
Position 42: 6.626290537527978e-08
Position 302: 5.433055917664189e-08
Position 455: 1.1697755878726213e-08
Position 392: 4.21126824950358e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3129: 0.9796243391852985
Position 5766: 0.9733102664451188
Position 5604: 0.9572822643470908
Position 5015: 0.9385644700130917
Position 6135: 0.8800022963015084
Position 5465: 0.6003806982996032
Position 5278: 0.5595017425962662
Position 6338: 0.48616279093129267
Position 5218: 0.26541694031866736
Position 6318: 0.22521768636218714
Position 4238: 0.21771848993335094
Position 5941: 0.1850710224165315
Position 6409: 0.1055709520196969
Position 6047: 0.09505399306141459
Position 6602: 0.07728764852808466
Position 5393: 0.06862148511257707
Position 6577: 0.05174481955744046
Position 6642: 0.03638214169557769
Position 1922: 0.03516680409739658
Position 5068: 0.02084736905438703
Position 1042: 0.020820615440798145
Position 6557: 0.015464903529009096
Position 1662: 0.011120603267859562
Position 5498: 0.008810869789953862
Position 5247: 0.008800636819308287
Position 4800: 0.008629391652471492
Position 6077: 0.006138692303588887
Position 424: 0.006091563894199053
Position 1199: 0.0060094005161034775
Position 1326: 0.005192816427965163
Position 5513: 0.004814460878762856
Position 3221: 0.0036660333762393135
Position 1821: 0.0033778863360068513
Position 5116: 0.0029180400937399513
Position 5611: 0.0027697168922337823
Position 6143: 0.002551155362760123
Position 1291: 0.0024053149833731967
Position 562: 0.0021768723179521852
Position 6302: 0.002169057376711084
Position 1998: 0.0021461144751167456
Position 4242: 0.0019967817832552918
Position 3135: 0.0015007780446458351
Position 1754: 0.001461494638970878
Position 2717: 0.0013352654295086196
Position 432: 0.0012420568193519201
Position 5532: 0.0012042658557085291
Position 2443: 0.001151695435235707
Position 5778: 0.0010826294027301638
Position 2324: 0.001076778417552069
Position 5083: 0.0008245461456468607
Position 4194: 0.0007860189189945331
Position 6099: 0.0007774869731963948
Position 6117: 0.000727206129063806
Position 5790: 0.0006930536012441079
Position 1356: 0.0005668742831751607
Position 1554: 0.0005614280656379781
Position 4295: 0.0005343483633411113
Position 3259: 0.0004971032390212535
Position 493: 0.000352456742778878
Position 5829: 0.0003064867516230212
Position 4852: 0.00021230796115804653
Position 5675: 0.00020108425537330142
Position 5632: 0.00016720620042517972
Position 5635: 0.00014971190584939223
Position 5814: 7.184702761147609e-05
Position 3230: 5.232314515281993e-05
Position 3076: 3.9934160620202666e-05
Position 1152: 1.5760395875370803e-05
Position 1265: 1.2922706906328891e-05
Position 1342: 1.2053276717916955e-05
Position 1172: 1.490311642718334e-06
Position 613: 1.2958773250625394e-06
Position 1376: 1.1461157254355497e-06
Position 441: 1.137914712025812e-06
Position 1415: 1.0614861169860513e-06
