Gene = IBA57
index = 672
Annotated 5SS: [ 343 9215]
Annotated 3SS: [8876 9306]
SMsplice 5SS: [ 343 9215]
SMsplice 3SS: [ 8876 15366]
top_k =  100
Partition function (log Z): -10.583882015488683

Sorted 5' Splice Sites (High to Low Probability):
Position 343: 0.9169062023030837
Position 9215: 0.8378672512268958
Position 3017: 0.3992275467459226
Position 182: 0.06786414417932168
Position 9522: 0.06715052717099561
Position 85: 0.04068605694831232
Position 926: 0.03433417492837865
Position 2820: 0.01643807134110106
Position 2593: 0.011431780216962034
Position 8980: 0.008180606561082231
Position 1300: 0.005260168633795362
Position 1061: 0.0032452114467638213
Position 337: 0.0007046752662134196
Position 53: 0.00013516698245735168
Position 698: 0.00011478863616636035
Position 1019: 9.921284676439e-05
Position 906: 8.452231910649987e-05
Position 492: 3.449601894822358e-05
Position 450: 2.1808817592474268e-05
Position 117: 1.6635766454552958e-05
Position 713: 1.5406657071953726e-05
Position 305: 1.2718540519308915e-05
Position 496: 7.568197293518252e-06
Position 633: 6.791392505311737e-06
Position 520: 6.273033608570135e-06
Position 725: 3.046640150330621e-06
Position 246: 4.950181105049367e-07
Position 111: 2.52676213501365e-07
Position 186: 5.2290659266726055e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8876: 0.9212038075869132
Position 15366: 0.5036268070888633
Position 9306: 0.42684628882226755
Position 2922: 0.3623300470321993
Position 2675: 0.05381628820350044
Position 857: 0.02886920663509272
Position 215: 0.022817389277975796
Position 745: 0.019181289788213395
Position 2927: 0.010338773894413048
Position 7848: 0.008729505004078625
Position 5892: 0.006939374119815347
Position 2342: 0.006874856216117152
Position 7986: 0.006377039286771583
Position 1101: 0.005415969507120994
Position 2431: 0.003774553286328844
Position 310: 0.003718650782831195
Position 6911: 0.0025929016214309908
Position 1173: 0.0022221610964291527
Position 2261: 0.002067786091882429
Position 3118: 0.0018787036636134635
Position 3600: 0.0015344566869252081
Position 5376: 0.0014677733265557
Position 7493: 0.0014136142398303258
Position 969: 0.0013940239892288213
Position 3464: 0.0011739873595503051
Position 6221: 0.000860443668754987
Position 4096: 0.0007197297668634281
Position 1561: 0.0005012734484898228
Position 1267: 0.00033695122298804306
Position 1586: 0.00032335900366841237
Position 1077: 0.00016682673997448305
Position 948: 0.00012110801691390464
Position 2827: 0.00010943438079785229
Position 1429: 9.764607022250826e-05
Position 2819: 1.3086571952694902e-05
Position 246: 4.922422814116439e-07
