Gene = TNFRSF9
index = 1464
Annotated 5SS: [   27  2382  3271  4445  4973  5476  8153 10004]
Annotated 3SS: [ 2231  3086  4336  4834  5408  8021  9868 22241]
SMsplice 5SS: [   27  2382  4445  8153 10004 12002]
SMsplice 3SS: [ 2313  4336  8021  9868 11902 22241]
top_k =  100
Partition function (log Z): -4.904055954380021

Sorted 5' Splice Sites (High to Low Probability):
Position 10004: 0.9968305181636711
Position 4445: 0.9728304069295924
Position 2382: 0.962190635077851
Position 27: 0.7668059285951538
Position 3271: 0.5446079957299498
Position 12002: 0.5020097413777381
Position 4973: 0.38246105569229305
Position 173: 0.1827861108016353
Position 5476: 0.1155014128978021
Position 6706: 0.05012675553888808
Position 136: 0.03473825832045494
Position 2609: 0.024313569010752947
Position 299: 0.015454013547301151
Position 12072: 0.00946481769996612
Position 872: 0.006212563580620472
Position 7010: 0.0055798223220735535
Position 3654: 0.004710170696401251
Position 2423: 0.004481491235561153
Position 5320: 0.003514238212884112
Position 899: 0.0034567523711920164
Position 2954: 0.0015624868130759651
Position 2400: 0.00026896039199370665
Position 2404: 0.00018386635032517268
Position 426: 0.00010416449539944945
Position 2733: 8.525582306099249e-05
Position 49: 6.714430045692814e-05
Position 2779: 5.376524578673965e-05
Position 2783: 4.240113792616768e-05
Position 2638: 3.13392677832037e-05
Position 548: 1.616784960726761e-05
Position 280: 1.5380831752787733e-05
Position 587: 4.815915939187032e-06
Position 332: 3.292533725289578e-06
Position 389: 2.9362113334052865e-06
Position 323: 1.786597243116462e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9868: 0.9937491504037579
Position 4336: 0.9154721017023161
Position 22241: 0.7160096020390219
Position 2313: 0.652147784178591
Position 11902: 0.5000811140418616
Position 3086: 0.384164325954051
Position 2231: 0.1749976839190083
Position 5408: 0.09882812561141342
Position 12403: 0.09097489985324382
Position 4764: 0.09050464316429364
Position 4844: 0.08975846598272005
Position 4834: 0.08740248378948756
Position 4871: 0.08702469860744946
Position 2267: 0.07536756459814209
Position 3136: 0.0683083712301929
Position 2285: 0.06100050911658659
Position 17358: 0.05141667859725071
Position 3162: 0.05058954992281288
Position 6558: 0.05012675553888804
Position 4358: 0.03094706329614602
Position 16587: 0.028286000794635526
Position 16114: 0.02294982062748051
Position 11034: 0.02247783587309678
Position 11856: 0.021370698502575655
Position 2847: 0.01767592530116102
Position 5308: 0.01665376050188063
Position 2460: 0.016403820813428484
Position 14293: 0.016083598455512427
Position 3181: 0.01545796596885658
Position 4391: 0.013480920973939485
Position 4572: 0.013222098329790032
Position 16559: 0.008717189730567485
Position 683: 0.008080900374452282
Position 2498: 0.008063921247911216
Position 4191: 0.00803578748902986
Position 4918: 0.007261387655451368
Position 4569: 0.00700249027737239
Position 12399: 0.006566303949540404
Position 9882: 0.0062508495962427316
Position 6775: 0.005579822322073553
Position 15504: 0.005547388192399074
Position 15307: 0.005517010881406715
Position 3006: 0.00533468005738037
Position 12326: 0.004090293259410428
Position 4230: 0.003579668537341047
Position 5223: 0.003392477540001355
Position 11055: 0.0030798154832277084
Position 2035: 0.002948752800348241
Position 15525: 0.0025189462536532787
Position 3034: 0.002391009303672624
Position 2926: 0.0022486548048982267
Position 3363: 0.0018592511816128685
Position 3500: 0.0015500531597356672
Position 4405: 0.001314864930819839
Position 3583: 0.0013008663550527157
Position 11030: 0.0010011068510535673
Position 10090: 0.0009692948901301008
Position 719: 0.0009572560590116489
Position 830: 0.000631159518348557
Position 2102: 0.000622228922144999
Position 10126: 0.0003462762578184727
Position 11775: 0.00030120270748926735
Position 4540: 0.00028478788572837627
Position 5198: 0.0001412874573908609
Position 2723: 5.858842397034918e-05
Position 2070: 2.4041234338125343e-05
Position 2044: 8.966466285418695e-06
Position 1891: 7.421820285846178e-06
