Gene = RARRES2
index = 1116
Annotated 5SS: [  97 1239 1575 2689 3060]
Annotated 3SS: [1044 1469 2592 2932 3234]
SMsplice 5SS: [  65 1239 1575 2689]
SMsplice 3SS: [1157 1469 2592 3234]
top_k =  100
Partition function (log Z): -1.4548199748464057

Sorted 5' Splice Sites (High to Low Probability):
Position 1239: 0.9734146298305602
Position 1575: 0.959003440811558
Position 2689: 0.7997153782283128
Position 65: 0.7764276967387209
Position 97: 0.15124688335626865
Position 3060: 0.13712572653108449
Position 3155: 0.0796965898311773
Position 277: 0.040372959625808114
Position 2982: 0.02877777298460057
Position 1615: 0.02132749930644965
Position 2652: 0.017583904812725124
Position 1394: 0.004038943193751602
Position 2713: 0.002674834103095761
Position 1961: 0.002024608908133261
Position 1589: 0.0016755562816106826
Position 1102: 0.0016102654124928602
Position 2171: 0.0015461208751287863
Position 1587: 0.0012834673532333318
Position 765: 0.001278935182255998
Position 1912: 0.0011455061310969234
Position 1052: 0.0010948212468218576
Position 1107: 0.0010027181070205453
Position 1560: 0.0007559370337980769
Position 1613: 0.0005837798655148099
Position 1158: 0.0002900600114949892
Position 883: 0.0002712249087501278
Position 531: 2.2108280244778258e-06
Position 709: 1.9305890281988196e-06
Position 649: 1.0169544856523934e-06
Position 847: 3.4459680903520896e-07
Position 290: 3.306046546737972e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1469: 0.9554635825119515
Position 2592: 0.8628760832643446
Position 1157: 0.7156002274270475
Position 3234: 0.6291734648415455
Position 3016: 0.17468430789547446
Position 2841: 0.1240865487657189
Position 977: 0.11846415885096888
Position 1044: 0.06527311601762029
Position 2423: 0.056759305998823714
Position 2932: 0.052800441479938655
Position 2916: 0.04701023548810947
Position 3045: 0.024864684301916413
Position 3236: 0.023298552011466543
Position 1050: 0.01898698030585263
Position 1429: 0.017509773762561315
Position 2063: 0.012823946811410306
Position 1479: 0.012032152496254238
Position 3320: 0.011910185919623919
Position 982: 0.011369717929467428
Position 2540: 0.011139683085717472
Position 2594: 0.0109681261967935
Position 1196: 0.009900763785485468
Position 3253: 0.006560922000284965
Position 2997: 0.005777269095587303
Position 2671: 0.004861233590537115
Position 1840: 0.003372679243282541
Position 930: 0.0026607687848311553
Position 940: 0.0020541465863236305
Position 3031: 0.0016529481011377967
Position 3346: 0.0016467392018753935
Position 178: 0.001559555226929089
Position 1208: 0.001557439744488741
Position 1932: 0.0014692845831526047
Position 1353: 0.0014659768390447238
Position 1306: 0.001231949389483971
Position 1338: 0.0008418984976511178
Position 1845: 0.0005980855081599977
Position 979: 0.0004146611329394888
Position 194: 0.00029619549129321956
Position 245: 0.0002747033247452813
Position 898: 0.00016147165609362339
Position 882: 0.00012775408986384618
Position 2512: 0.0001108358884928149
Position 1876: 9.766346961439062e-05
Position 822: 9.34094381165159e-05
Position 2478: 7.285321033195093e-05
Position 1409: 1.233495911100644e-05
Position 1882: 2.6490876994718487e-06
Position 142: 2.2186517642959944e-06
Position 1508: 1.2739141517954416e-06
Position 1517: 1.3438938555172697e-07
