Gene = MINOS1
index = 845
Annotated 5SS: [  120 25158 26594]
Annotated 3SS: [25109 26483 29396]
SMsplice 5SS: [  120 26594 26867 29487]
SMsplice 3SS: [26483 26786 29396 29791]
top_k =  100
Partition function (log Z): -21.520439974054167

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9953920694799454
Position 6929: 0.04034215889130645
Position 328: 0.004217902847841679
Position 3982: 0.0014590197521688717
Position 215: 0.0005828942038922799
Position 689: 0.00042728887158694124
Position 153: 5.180963640668807e-06
Position 47: 1.5111902040366834e-06
Position 91: 6.114328754143412e-08
Position 4: 6.051943854482174e-08
Position 82: 4.236930694721318e-08
Position 107: 2.7151702121447152e-08
Position 93: 5.767283505284799e-09
Position 58: 1.8935670855467137e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14508: 0.2648270031733314
Position 15835: 0.16246769386623863
Position 10655: 0.11115158888008
Position 13980: 0.07336406436080269
Position 6804: 0.048750869765331085
Position 8754: 0.037235670639740606
Position 6742: 0.03598668075916959
Position 12036: 0.03510427800256843
Position 7908: 0.025002912729623836
Position 10691: 0.023671618056584787
Position 1969: 0.023233269150610986
Position 4245: 0.019129553920334993
Position 8952: 0.016169078841993742
Position 6481: 0.015276229605951524
Position 10240: 0.014920216665763987
Position 4861: 0.014758202995396638
Position 8552: 0.01265779000748805
Position 5880: 0.012396757473635077
Position 1945: 0.011391734798422287
Position 8367: 0.011057413167242465
Position 6495: 0.0075351313090039
Position 251: 0.006123511097948638
Position 2636: 0.0054571349521970024
Position 6389: 0.005019711263874754
Position 5952: 0.005016955666888244
Position 5071: 0.004830193696321562
Position 5283: 0.004102458646340041
Position 6425: 0.0038345156054687478
Position 3796: 0.0033092522729519526
Position 1005: 0.0025091357860749066
Position 5851: 0.0024963337885367336
Position 2277: 0.002454652949868096
Position 1204: 0.0022332191313322977
Position 2936: 0.0015127639532759119
Position 1415: 0.0015122428411186734
Position 4789: 0.0014164214463837743
Position 2556: 0.0013630688421911498
Position 3434: 0.0013265593736843015
Position 3058: 0.0011922125096285494
Position 843: 0.0010812171302080292
Position 1727: 0.0010447022195528245
Position 2448: 0.0010390168723110607
Position 3632: 0.0009927863235761067
Position 629: 0.000991475399928767
Position 2090: 0.0008543985795193798
Position 3291: 0.0008276821414626433
Position 3166: 0.0008043966306294084
Position 2251: 0.0007357709100552224
Position 1949: 0.0006812031865179787
Position 3822: 0.00048342645247909327
Position 1117: 0.00032641956802067194
Position 742: 0.00028778999105622937
Position 278: 0.0002638675696958695
Position 373: 0.0002084192736819025
Position 187: 3.926491420668924e-06
Position 300: 3.624311647668227e-06
