Gene = TBCA
index = 1379
Annotated 5SS: [  157 68119 83095]
Annotated 3SS: [68012 83007 84861]
SMsplice 5SS: [  157 30763 43625 61137 68119 83095]
SMsplice 3SS: [30633 43474 61045 68012 83007 84861]
top_k =  100
Partition function (log Z): -42.83287264196635

Sorted 5' Splice Sites (High to Low Probability):
Position 157: 0.9944296005931629
Position 6813: 0.35884212029385343
Position 4835: 0.027819083725275816
Position 8313: 0.022536891354002296
Position 7336: 0.014301039512461472
Position 1354: 0.008813565514987333
Position 6349: 0.008202675928214692
Position 952: 0.007730379852236443
Position 1924: 0.0064553224700827205
Position 1796: 0.006250314668898981
Position 1198: 0.0048124942140277994
Position 1720: 0.0018824314174890355
Position 119: 0.0013745330662009064
Position 1811: 0.0005619883618805022
Position 441: 2.276506504966622e-05
Position 998: 1.6021814922543276e-05
Position 870: 7.643518508698118e-06
Position 433: 5.518756197573461e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8547: 0.32129955124077186
Position 6698: 0.25204651177120857
Position 2143: 0.19975385731398598
Position 12301: 0.148047331089894
Position 6733: 0.05957213576556331
Position 6600: 0.05773281088349362
Position 8236: 0.04944845236744945
Position 7641: 0.049186651012544484
Position 1692: 0.03947979805650585
Position 8308: 0.038294084341661636
Position 5635: 0.03694197469481749
Position 5241: 0.036309007676495184
Position 9303: 0.03394381494259414
Position 4685: 0.028077952067275987
Position 6157: 0.012943729550167008
Position 3725: 0.011434542070774044
Position 7193: 0.010216501675800982
Position 3898: 0.006910678822562956
Position 7537: 0.006838614214724272
Position 4363: 0.005210187230835429
Position 977: 0.004168770133746208
Position 7115: 0.00408453783666049
Position 1273: 0.0039037368450859753
Position 3939: 0.0038267900196441622
Position 4573: 0.0038199505856902983
Position 4196: 0.003515839977393306
Position 4346: 0.003141117112013506
Position 842: 0.0027826342914897637
Position 3199: 0.0027284441771038277
Position 1248: 0.002522163148452108
Position 2449: 0.0023998331212486323
Position 1391: 0.002398830072586938
Position 3852: 0.001948664226308539
Position 735: 0.001930130207994519
Position 2856: 0.001922188593879952
Position 1967: 0.0019084020506910948
Position 3400: 0.001760269034309301
Position 3988: 0.0017100982092205094
Position 2533: 0.001649656403185236
Position 926: 0.001348024682645792
Position 1197: 0.0012242254673899937
Position 3274: 0.0011715274471628605
Position 739: 0.0008810548579944597
Position 698: 0.0008460750939832547
Position 812: 0.000522074861727706
Position 797: 0.0004660601008354352
Position 1125: 0.000410434663448806
Position 399: 0.00031605328408286347
Position 288: 0.00028664546365384733
Position 860: 0.0002515504976182552
Position 1061: 0.00023466963242056425
Position 800: 0.00017493282240877995
Position 1159: 9.139692524350742e-05
Position 981: 9.998514161607407e-06
Position 866: 7.32035185224858e-06
Position 760: 6.589387571377664e-06
