Gene = TFB2M
index = 1395
Annotated 5SS: [  499  1979  8944  9752 15112 17780 21804]
Annotated 3SS: [ 1889  8789  9602 15021 17716 21642 25121]
SMsplice 5SS: [  499 17780 21804 25387]
SMsplice 3SS: [17716 21642 25121 25547]
top_k =  100
Partition function (log Z): -16.327775040669966

Sorted 5' Splice Sites (High to Low Probability):
Position 499: 0.9930993176027331
Position 2000: 0.2853386745887221
Position 1979: 0.12901318750614788
Position 6600: 0.1264446519176613
Position 8944: 0.10928163669768422
Position 2026: 0.09453964252734341
Position 153: 0.08311421971693884
Position 1798: 0.0303066208825357
Position 15: 0.015366886010399226
Position 111: 0.014672674326258017
Position 6641: 0.013670172075151938
Position 137: 0.0030307589241542923
Position 130: 0.0027731269471979294
Position 247: 0.002226946358307088
Position 266: 0.0014179842238692798
Position 1414: 0.001070963636977748
Position 125: 0.0009971364140408294
Position 140: 0.000468549979564493
Position 44: 0.0003918585018299238
Position 188: 0.00025197872825958635
Position 201: 9.723515585357444e-05
Position 66: 6.383453620209295e-05
Position 104: 1.747678385788227e-05
Position 64: 4.021890994673436e-06
Position 198: 1.0576645532228022e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1889: 0.5112142662553049
Position 10759: 0.4797857522349702
Position 8789: 0.3732127909057307
Position 6507: 0.23604464839071326
Position 264: 0.07246145021230406
Position 5807: 0.05373000387507226
Position 335: 0.04686087297549715
Position 616: 0.03199967675609247
Position 4067: 0.012575909920232277
Position 1752: 0.01250690791219397
Position 7456: 0.007466755216388329
Position 3732: 0.007359270875141554
Position 2120: 0.007036802859753425
Position 4507: 0.00662799957469966
Position 1909: 0.006008567647795585
Position 358: 0.005572010218770097
Position 3240: 0.005310252479384369
Position 1708: 0.004007534743911052
Position 6146: 0.00384172811224644
Position 1680: 0.003528359584081234
Position 5803: 0.0030925465970441037
Position 3709: 0.003043096975486802
Position 3273: 0.002928929249382874
Position 1309: 0.0027376505257417478
Position 639: 0.0023052207854357925
Position 1784: 0.002172126263900563
Position 2369: 0.001331203302100808
Position 622: 0.000516960024040221
Position 845: 0.0005072968246666652
Position 1598: 0.0004276657257874807
Position 1034: 0.0004256196791825633
Position 578: 0.00031416309493533754
Position 1387: 0.0002636820545467633
Position 1378: 0.00020200190945306057
Position 1311: 0.000137806340966981
Position 1797: 0.00010167073857336441
Position 287: 6.488077983234082e-07
Position 273: 2.559833250794448e-07
Position 198: 2.559052400772631e-07
Position 140: 1.3055543819724128e-07
Position 463: 4.692679351467455e-08
Position 466: 2.936248711537059e-08
Position 223: 2.3334215664315733e-08
Position 143: 2.188041180296209e-08
