Gene = GIMAP1-GIMAP5
index = 591
Annotated 5SS: [   23  2423  3739 21041 24260]
Annotated 3SS: [ 2373  3379 20836 24210 25514]
SMsplice 5SS: [   23  2423  3739 10259 21041 24260]
SMsplice 3SS: [ 2373  3599 10014 20931 24210 25514]
top_k =  100
Partition function (log Z): -15.493534431723099

Sorted 5' Splice Sites (High to Low Probability):
Position 2423: 0.9468483208330398
Position 23: 0.8432724012052589
Position 3739: 0.5719906474616344
Position 10259: 0.356789901028671
Position 3730: 0.3068332964613606
Position 1820: 0.22336388803683438
Position 6894: 0.13353212044989313
Position 2291: 0.11896283048211145
Position 2728: 0.11528726846422957
Position 288: 0.05002551032759217
Position 174: 0.03674242524254843
Position 182: 0.02127435838240957
Position 420: 0.017639889502043912
Position 1367: 0.013377862895605068
Position 2475: 0.01085487124979733
Position 3492: 0.00926678125892664
Position 741: 0.008081452092055463
Position 1805: 0.007013188490697432
Position 445: 0.006662687918040045
Position 3552: 0.0052652434656318674
Position 1320: 0.004785716118339307
Position 1941: 0.004137146989404099
Position 2295: 0.0033770743285913927
Position 770: 0.0025511069183556177
Position 1912: 0.002186715766946729
Position 2374: 0.0012428212615736842
Position 3889: 0.0001447363738040924
Position 718: 8.703640280756681e-05
Position 3701: 8.514215421677446e-06
Position 191: 3.93079695064631e-06
Position 246: 2.553557169656786e-06
Position 57: 2.2015513341839367e-08
Position 41: 2.2374062557592802e-09
Position 10: 8.749545749028542e-11
Position 94: 1.4924924022171504e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2373: 0.9056504295289396
Position 3599: 0.7700046380135012
Position 10014: 0.612469887565742
Position 6532: 0.24612934403795267
Position 13853: 0.22275270874710923
Position 1804: 0.19534378047202097
Position 2180: 0.16192531695117343
Position 6838: 0.13660623853336448
Position 2636: 0.12121745125943968
Position 3379: 0.11289310729842061
Position 10681: 0.10924181271473968
Position 6717: 0.05056048025083722
Position 6285: 0.030798532941851677
Position 3503: 0.028908125475663998
Position 10716: 0.024795379566822606
Position 1717: 0.022409923689722586
Position 1724: 0.01519721738551532
Position 2294: 0.01246908438458135
Position 4217: 0.01102013604611815
Position 3794: 0.008315612095829872
Position 2049: 0.006135519563028588
Position 4674: 0.005829539201053755
Position 477: 0.0027153273261977793
Position 570: 0.002702198873535813
Position 623: 0.00143693762847424
Position 124: 0.001413795935113708
Position 3527: 0.0008473210146453324
Position 585: 0.0008168788459740539
Position 90: 0.0006278413381272091
Position 1158: 0.00015672225846294227
Position 1594: 8.904001621374969e-05
Position 319: 3.601243782766961e-05
Position 693: 3.354328503093326e-05
Position 1319: 2.0496159447576163e-05
Position 135: 1.3640690740519304e-05
Position 173: 1.1085700998544239e-05
Position 1237: 1.0586125629971363e-05
Position 359: 5.927051495697408e-06
Position 3445: 7.01921744311232e-07
