Gene = SPATA31D3
index = 1302
Annotated 5SS: [ 272 1074 1733 5757]
Annotated 3SS: [ 1027  1671  2046 50920]
SMsplice 5SS: [  272 15891 21658 34369 35330 42688 44115]
SMsplice 3SS: [15662 21574 34082 35245 42588 44035 44195]
top_k =  100
Partition function (log Z): -27.872564665802567

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.9524416307665969
Position 1947: 0.7095639080369893
Position 1733: 0.48511277737812647
Position 2138: 0.4590054526169937
Position 1074: 0.19641758421846423
Position 544: 0.16849498537919974
Position 1422: 0.03152409904453221
Position 1966: 0.01731976515599143
Position 183: 0.006712072132148632
Position 354: 0.004882403289039838
Position 526: 0.004243333086884624
Position 989: 0.004243294508319264
Position 282: 0.0011533354670291525
Position 221: 0.0004014881481064834
Position 29: 0.0001860257067708097
Position 286: 0.0001613885049408732
Position 187: 0.0001292316587468717
Position 205: 9.701708911433893e-06
Position 150: 8.824206237561058e-06
Position 193: 6.499389519089117e-06
Position 358: 7.464374199897953e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6489479698891899
Position 2046: 0.626551290487828
Position 1837: 0.5324925428562794
Position 2231: 0.22236124970766957
Position 6370: 0.1726535965432266
Position 423: 0.1636057849966534
Position 1027: 0.14402480617083355
Position 7602: 0.13314329346756357
Position 2070: 0.09654078802351529
Position 2967: 0.05485534333006238
Position 1605: 0.046549681684037024
Position 8270: 0.03641581841418006
Position 2470: 0.03160986728968263
Position 917: 0.0269228723906161
Position 1154: 0.015026348138135344
Position 6115: 0.013519527883758162
Position 1577: 0.00954918104225737
Position 5054: 0.00887818264479264
Position 470: 0.007503071919533297
Position 2276: 0.007020448495298171
Position 2123: 0.0062965167273939015
Position 848: 0.003750415842162177
Position 2735: 0.0034075630878232996
Position 1593: 0.0033714078737055574
Position 748: 0.00325381681709181
Position 823: 0.003224303388979272
Position 840: 0.0032242701507714635
Position 2148: 0.0032175693201705745
Position 1131: 0.002890127134832912
Position 1033: 0.002649895849584358
Position 1357: 0.0024064288268178615
Position 2005: 0.0016121013921136934
Position 1242: 0.00158276634130137
Position 976: 0.0012984713217473781
Position 349: 0.000785384185862375
Position 358: 0.00040278399276544703
Position 376: 0.000376388948996504
Position 769: 3.7087175036161474e-05
Position 438: 1.986109861911084e-05
Position 432: 1.5235624626816086e-05
Position 826: 1.3299370462789092e-05
Position 363: 8.789697658681905e-06
Position 477: 1.725503656289323e-06
