Gene = PSMB4
index = 1087
Annotated 5SS: [ 194  654 1055 1312 1822 2097]
Annotated 3SS: [ 446  907 1229 1704 2007 2282]
SMsplice 5SS: [ 194  654 1312 1822 2097]
SMsplice 3SS: [ 446 1229 1704 2007 2282]
top_k =  100
Partition function (log Z): 1.4687067174578647

Sorted 5' Splice Sites (High to Low Probability):
Position 1822: 0.9684911518250191
Position 2097: 0.9014333647200345
Position 1312: 0.8835768065558123
Position 194: 0.7881786096274632
Position 654: 0.6615267384602547
Position 276: 0.19432101418839837
Position 1055: 0.15557180421771136
Position 1587: 0.14817683501266612
Position 1319: 0.06999215591314015
Position 689: 0.016418767007696934
Position 774: 0.010101125629417614
Position 2135: 0.001521294078049784
Position 77: 0.0007409225288030125
Position 175: 0.0006280739994915816
Position 2101: 0.0005876693438395429
Position 1831: 0.00044883216838148185
Position 830: 0.0004345720383004908
Position 97: 0.00018861807237197768
Position 244: 0.00016727837460925736
Position 835: 0.0001650562630943467
Position 596: 0.00012414978613469287
Position 198: 5.259828675069313e-05
Position 386: 2.960148673096302e-05
Position 234: 1.645305829084925e-05
Position 71: 1.5305942645168144e-05
Position 219: 1.8889273557578893e-09
Position 257: 1.513615937092504e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1704: 0.9305847027548375
Position 2282: 0.8964021558650036
Position 2007: 0.8584283945337332
Position 446: 0.5800355802844851
Position 1229: 0.3751734629143911
Position 1137: 0.29582657741822244
Position 1179: 0.23156139949260823
Position 907: 0.13320343576601198
Position 1964: 0.12664711994537903
Position 1447: 0.08647997617424011
Position 514: 0.06438297439939425
Position 1639: 0.03674563657727112
Position 1480: 0.035811178731582474
Position 1157: 0.0349567152481561
Position 976: 0.032044561205246805
Position 1461: 0.023073033822085486
Position 423: 0.02249216658923594
Position 486: 0.005557964541452451
Position 2354: 0.005387815806354156
Position 2302: 0.0051438579571047695
Position 1431: 0.0033277553079367013
Position 1720: 0.003149891377412192
Position 1898: 0.002183102112798917
Position 988: 0.0020734752163029126
Position 2035: 0.001588521582769432
Position 1100: 0.0015845240748271526
Position 2382: 0.0014918517001560059
Position 812: 0.0013529904925576274
Position 2201: 0.0010848989456179892
Position 1972: 0.0009515283145288952
Position 624: 0.0009360295287072116
Position 472: 0.0007745726399243306
Position 2215: 0.000630436499048344
Position 1893: 0.0004370077883074205
Position 2180: 0.0003847914163164211
Position 2220: 0.00026219445174635527
Position 2230: 0.00021024497042228862
Position 940: 0.00016073640284168628
Position 2315: 0.00013804626202591468
Position 1939: 0.00011491683115193812
Position 748: 7.684194896568959e-05
Position 310: 2.2037557012354212e-05
Position 584: 1.727353553480926e-05
Position 574: 1.6131832794599627e-05
Position 2065: 8.742016062335454e-08
Position 344: 7.95110859843198e-08
Position 365: 7.137054548146377e-08
Position 492: 5.286935522372165e-08
