Gene = HP1BP3
index = 662
Annotated 5SS: [   40  6344  6877 10092 13238 15759 19105 21312 29523 36966 39145 41146]
Annotated 3SS: [ 6147  6776  9937 13077 15614 19023 21156 29431 36805 39032 41031 41596]
SMsplice 5SS: [  503  6877 13238 15759 19105 21312 29523 39145 41146]
SMsplice 3SS: [ 6776 13077 15614 19023 21156 29431 39032 41031 43513]
top_k =  100
Partition function (log Z): 0.4333969113669114

Sorted 5' Splice Sites (High to Low Probability):
Position 29523: 0.9999999999999999
Position 6877: 0.9999999999999998
Position 15759: 0.9999999999999998
Position 41146: 0.9988253412680518
Position 39145: 0.9984945051949353
Position 19105: 0.9815083215807257
Position 21312: 0.8794576630937165
Position 503: 0.8651704857906184
Position 39798: 0.4882245670077765
Position 41945: 0.3931071700082574
Position 6339: 0.342808525759007
Position 10092: 0.34252715323888117
Position 41489: 0.21080100272713873
Position 6344: 0.14923633770583228
Position 14732: 0.13381455435430223
Position 41888: 0.10352628890157396
Position 436: 0.07810590754730592
Position 24460: 0.05878272349507779
Position 40: 0.05672360666207555
Position 42270: 0.023650823499724274
Position 8096: 0.021419827185506272
Position 39358: 0.01988606937596573
Position 20523: 0.01785011031175009
Position 39434: 0.01772301628790008
Position 41832: 0.014870195709703566
Position 7302: 0.011193338172416111
Position 43287: 0.009630964031495114
Position 41156: 0.001054748382407977
Position 41337: 0.0007007252964222299

Sorted 3' Splice Sites (High to Low Probability):
Position 29431: 1.0
Position 15614: 0.9999999999999999
Position 39032: 0.9984945051949354
Position 19023: 0.9815083215807255
Position 41031: 0.9125103312753609
Position 21156: 0.8794576630937164
Position 6776: 0.8729508260092185
Position 43513: 0.6850835319331192
Position 41596: 0.6674004585897838
Position 6147: 0.4511136136569701
Position 39681: 0.43253459261755794
Position 9937: 0.23966308663291766
Position 14472: 0.13381455435430223
Position 41385: 0.1280718476810049
Position 6779: 0.12704917399078156
Position 9976: 0.10286406660596349
Position 43034: 0.06294700830404551
Position 24286: 0.05878272349507779
Position 39677: 0.0556899743902185
Position 41772: 0.05327806756554699
Position 41053: 0.048324487806575736
Position 41346: 0.04808967503457368
Position 6129: 0.04093124980786902
Position 39270: 0.03760908566386581
Position 42230: 0.033039784116652975
Position 41522: 0.02817194693186626
Position 41057: 0.025901018213334043
Position 8007: 0.021419827185506272
Position 41307: 0.021372783389071847
Position 20399: 0.01785011031175009
Position 42192: 0.014864644709739628
Position 41036: 0.013144252355189156
Position 41242: 0.010428160351179194
Position 7079: 0.009306088339637414
Position 41351: 0.0019979422836794085
Position 7139: 0.001887249832778697
Position 41263: 0.0015413192840519239
