Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30793 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  100
Partition function (log Z): 27.328484726628265

Sorted 5' Splice Sites (High to Low Probability):
Position 18598: 1.0000000000000089
Position 26788: 0.9999945496123963
Position 31937: 0.9918796046410983
Position 21524: 0.9843067231083624
Position 31474: 0.9726591131113491
Position 26474: 0.9641478490114817
Position 33015: 0.9618143165166199
Position 8833: 0.9611193402074056
Position 24478: 0.908571581011775
Position 32590: 0.8412285945472435
Position 82: 0.8285629082500827
Position 4711: 0.7502646839265793
Position 22022: 0.6840302131237024
Position 20536: 0.5686762095178817
Position 30793: 0.48783177781746956
Position 30722: 0.4597068323102663
Position 20462: 0.4313237904821252
Position 30568: 0.4085313049849053
Position 9116: 0.3898749749573345
Position 8139: 0.36827041638569163
Position 7931: 0.352195510485198
Position 7525: 0.30412243059054994
Position 30564: 0.19143041464402905
Position 4761: 0.18864753222159572
Position 29108: 0.16012861458018748
Position 70: 0.15760307185687342
Position 7977: 0.15668742217397402
Position 2667: 0.15490223052110347
Position 26602: 0.1311618799524844
Position 2660: 0.10575004462194793
Position 30193: 0.10185715396643198
Position 30502: 0.09370909501054793
Position 23163: 0.09110199131066851
Position 30598: 0.07216481967341984
Position 32747: 0.06843252912004935
Position 30514: 0.05738883861580797
Position 2308: 0.053027601652956065
Position 30773: 0.043213924409547105
Position 32631: 0.04173744023720767
Position 3703: 0.023660083326774488
Position 7530: 0.021100982263797294
Position 33168: 0.019828133491638828
Position 32646: 0.01846678116780869
Position 24795: 0.01833991066601186
Position 30465: 0.012303128322324048
Position 31428: 0.00934337622381635
Position 30897: 0.00924746546272233
Position 467: 0.00919507059034588
Position 26478: 0.008372278495437225
Position 21532: 0.0072613488289586916
Position 33142: 0.005096738225130579
Position 30590: 0.0048912097466998145
Position 31998: 0.0035731315364818405
Position 26494: 0.0027681992012322863
Position 31977: 0.0020143075720588403
Position 317: 0.0018837363332701686
Position 135: 0.0017151592886669846
Position 32686: 0.0012607545665754762
Position 32231: 0.0011429593831845052
Position 27683: 0.0011268116784509984
Position 31768: 0.0006895774140515771
Position 1407: 0.0004975146046381361
Position 140: 0.00032577732792081455
Position 362: 0.0002307607593492928
Position 2458: 0.00011614575843864826
Position 31984: 9.04374069768395e-05
Position 2384: 8.245466871161384e-05
Position 2379: 3.26071806416069e-05
Position 26819: 4.593666626697375e-06
Position 2102: 2.9081411234318965e-06
Position 27034: 2.8862037562119578e-06
Position 1176: 2.5369957994356122e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 18421: 1.0000000000000089
Position 20396: 1.0000000000000089
Position 30670: 0.9992769087740953
Position 26686: 0.9969764132242241
Position 26397: 0.9938152479894898
Position 31830: 0.9889635654854629
Position 32852: 0.9790499551200799
Position 21323: 0.976016489286854
Position 33321: 0.9641372314883009
Position 8723: 0.9611193402074073
Position 32506: 0.9529319287931758
Position 24365: 0.9085715810117764
Position 7857: 0.8771533490448638
Position 30398: 0.8411419022236402
Position 4601: 0.7873860103167806
Position 31345: 0.76416939018585
Position 21866: 0.37613318188304734
Position 9011: 0.3737511695433109
Position 7350: 0.32522341285434725
Position 2537: 0.2523793531310445
Position 31376: 0.206929345561722
Position 21936: 0.2004764623340251
Position 4505: 0.15152620583139417
Position 26548: 0.11180384248422548
Position 21903: 0.10742056890662992
Position 29044: 0.1044499585068912
Position 30082: 0.10185715396643202
Position 22935: 0.06257990858058261
Position 28996: 0.045784976885512085
Position 2188: 0.031063348517711354
Position 3582: 0.02366008332677446
Position 33141: 0.021763482196549937
