Gene = TMA7
index = 1405
Annotated 5SS: [ 56 202 372]
Annotated 3SS: [ 145  283 3588]
SMsplice 5SS: [ 56 202 372]
SMsplice 3SS: [ 145  283 3588]
top_k =  100
Partition function (log Z): 1.0197205471677337

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.9972798238911214
Position 372: 0.9811815607663553
Position 56: 0.9639686284335517
Position 656: 0.016112153012827958
Position 73: 0.011229265736401919
Position 1909: 0.007217867546815344
Position 535: 0.005513927097515139
Position 1206: 0.005404838568023991
Position 3620: 0.0025239946671243105
Position 1616: 0.001974184747232245
Position 1542: 0.0013521059422842514
Position 560: 0.0003523801528055808
Position 42: 3.314053286535344e-05
Position 15: 2.5216840550028944e-05
Position 146: 1.0666048883811559e-05
Position 230: 7.879567184596981e-06
Position 472: 6.169430763387103e-06
Position 62: 3.921517466067364e-06
Position 96: 3.832442412574859e-06
Position 60: 3.2557562495025927e-06
Position 504: 1.307784919354382e-06
Position 376: 1.2949461871550852e-06
Position 7: 8.125047890965009e-07
Position 135: 1.3719623312656315e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 283: 0.9809629770967546
Position 145: 0.974020486940642
Position 3588: 0.6431997474804628
Position 783: 0.17589342417536255
Position 599: 0.04078364689808137
Position 3594: 0.032948157642988654
Position 2133: 0.023788286934289
Position 497: 0.01885821910340067
Position 1438: 0.0171418149017945
Position 1516: 0.016172112863897574
Position 287: 0.00925990054069668
Position 3435: 0.008365809442565283
Position 803: 0.005987911862809642
Position 3716: 0.004543187153460502
Position 1862: 0.003704939875787474
Position 471: 0.0036497510419347223
Position 1107: 0.0033948334614558985
Position 1405: 0.003155777958843131
Position 1648: 0.002848518842938426
Position 1187: 0.0028092285535682646
Position 1683: 0.0026013047002764822
Position 575: 0.0025481615973744335
Position 2176: 0.0019595108720205368
Position 2220: 0.001805608599224738
Position 3479: 0.0016299753727691709
Position 1314: 0.0016016252017477112
Position 1110: 0.0010608244853484933
Position 3809: 0.0009999869548815968
Position 779: 0.0009994592414044622
Position 2378: 0.000825817035570564
Position 2557: 0.0007705501034229346
Position 2375: 0.0007644097664225185
Position 2238: 0.0007244284686273107
Position 1820: 0.0007079007647844452
Position 2455: 0.0006834894141277488
Position 724: 0.000652379954777144
Position 1498: 0.0006224496466922248
Position 1616: 0.0005013518031225755
Position 940: 0.0004329596227546466
Position 642: 0.00030509886996664095
Position 579: 0.0002764703973534704
Position 119: 9.451022696771153e-05
Position 304: 8.466492302668323e-05
Position 292: 1.842387717419192e-05
Position 171: 8.170957931118539e-06
Position 529: 7.962385683948221e-06
Position 511: 6.890807945197707e-06
Position 156: 6.121519880964674e-06
Position 322: 5.9147176747721026e-06
Position 153: 4.983362312997937e-06
Position 159: 3.5193876169236213e-06
Position 180: 2.8798049522889934e-06
Position 183: 4.476539567808445e-07
Position 301: 4.415217516500442e-07
Position 177: 3.928826469028516e-07
Position 325: 2.682578865338002e-07
Position 314: 7.621731389004609e-08
Position 113: 3.993177552506663e-08
Position 189: 1.2257948432254983e-08
Position 344: 1.0322957626070515e-08
Position 319: 6.568995976823887e-09
Position 251: 3.802081884991813e-09
Position 349: 1.6265891339816507e-09
Position 192: 1.3896901042145673e-09
Position 77: 8.013356334717923e-10
Position 337: 7.008920151818752e-10
Position 316: 1.025586089591575e-10
Position 206: 5.574746973971866e-15
