Gene = SERTAD4
index = 1248
Annotated 5SS: [ 213 5337 6810]
Annotated 3SS: [5144 6693 8758]
SMsplice 5SS: [  213  5337  6810 13129]
SMsplice 3SS: [ 5144  6693 13000 13248]
top_k =  100
Partition function (log Z): -1.158574979945661

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.999999578658884
Position 5337: 0.9969046695406186
Position 6810: 0.93943928109528
Position 13129: 0.5492522854656926
Position 1985: 0.5442732152158581
Position 569: 0.5220209587198595
Position 1127: 0.24055539515028682
Position 1790: 0.17392190464199064
Position 2577: 0.10172172170446617
Position 1945: 0.07472535477196124
Position 551: 0.05765268923274292
Position 3666: 0.05735131101303052
Position 3107: 0.040259403213864335
Position 2108: 0.01595617130692471
Position 556: 0.006634278140525221
Position 7062: 0.006470508799454846
Position 671: 0.0063498326160202605
Position 1401: 0.002817308115949344
Position 8528: 0.0027223412411559
Position 456: 0.0012181884784256075
Position 646: 0.0010201169202822638
Position 610: 0.0009635474836248079
Position 6758: 0.0001826322571263283
Position 123: 3.3985010107263044e-07
Position 262: 6.303294445336353e-08
Position 125: 1.764126407588899e-08
Position 355: 3.008316424170291e-10
Position 38: 2.1876590766412274e-10
Position 86: 1.9057496625260628e-10
Position 9: 9.088227808243896e-11
Position 399: 1.575013047038907e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5144: 0.9997029216014801
Position 6693: 0.9439048294449863
Position 13000: 0.6658340264864595
Position 1866: 0.5741458453529007
Position 13248: 0.43191861856085273
Position 300: 0.4045567290623802
Position 342: 0.1866366604596951
Position 922: 0.17288477072920358
Position 12968: 0.12153596321180443
Position 8758: 0.10378860444135016
Position 2383: 0.10172172170446618
Position 1725: 0.0975276417094173
Position 13215: 0.06541535772413636
Position 1932: 0.06037433469329037
Position 3464: 0.05735131101303053
Position 13302: 0.05191830918070381
Position 6884: 0.0402933731087484
Position 3013: 0.04025940321386434
Position 1557: 0.0352775039266994
Position 10443: 0.033541695277656096
Position 982: 0.030049595871172743
Position 8807: 0.017370637860431495
Position 1693: 0.01622227820897893
Position 785: 0.01501098617959223
Position 830: 0.013921986194085356
Position 1747: 0.013191958922052438
Position 1696: 0.012137083123395467
Position 6906: 0.005395373766448171
Position 7835: 0.00516433723399777
Position 1024: 0.004042125960316072
Position 953: 0.0034591337387562798
Position 7161: 0.0034408956160520846
Position 8222: 0.0027273552445475748
Position 8432: 0.0027223412411559
Position 502: 0.0025505818971099242
Position 478: 0.0022770118523307787
Position 1247: 0.0018287200785942945
Position 1274: 0.0009885880373550469
Position 670: 0.0009765688420406786
Position 941: 0.00011987808709111865
Position 454: 0.00011067877464858855
Position 997: 8.098674517167609e-05
Position 374: 2.164855474520657e-05
Position 956: 9.362802857107022e-06
Position 645: 1.4881315885559812e-06
Position 534: 7.919199807855952e-07
Position 354: 7.040752221749495e-07
Position 613: 3.8619946764019214e-07
Position 410: 4.82342535850343e-09
Position 416: 4.239404908963466e-09
