Gene = CH17-140K24.5
index = 365
Annotated 5SS: [166]
Annotated 3SS: [4588]
SMsplice 5SS: [ 166 2415]
SMsplice 3SS: [2330 3005]
top_k =  100
Partition function (log Z): -9.648176170023588

Sorted 5' Splice Sites (High to Low Probability):
Position 4: 0.7996147741245019
Position 2415: 0.5638516580685239
Position 1340: 0.4136800671685989
Position 1769: 0.21833678608252893
Position 812: 0.15749221711923866
Position 1010: 0.05376981336975962
Position 1169: 0.029937807874492354
Position 2387: 0.022635803719907355
Position 1721: 0.008647301773186448
Position 170: 0.006560533504608923
Position 1586: 0.001714379183444365
Position 614: 0.0009375210881047049
Position 1049: 0.0005374852304134157
Position 289: 1.559439269760707e-05
Position 497: 1.4435193374175076e-05
Position 996: 7.103669230742493e-06
Position 8: 3.216658976484184e-09
Position 10: 2.4242011748527932e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3005: 0.6815323459417901
Position 2330: 0.5363287826391643
Position 1138: 0.38528717268930146
Position 1680: 0.14482421789764058
Position 1244: 0.090972417582337
Position 1655: 0.08308812965803887
Position 1168: 0.04806853239981953
Position 1612: 0.04707555878410716
Position 2371: 0.04537962729315846
Position 2650: 0.03506040054583648
Position 4588: 0.027623989726510784
Position 4648: 0.019783021760079518
Position 2626: 0.01677834875739356
Position 3026: 0.0138099226410526
Position 1403: 0.012547655755197685
Position 2153: 0.011437158753836527
Position 3820: 0.01138559118563712
Position 1191: 0.009583532031220861
Position 3001: 0.008706381496144111
Position 1236: 0.008522284402012269
Position 930: 0.008445486574068217
Position 2813: 0.006500596946141317
Position 1288: 0.006298851981544358
Position 687: 0.006116429199618726
Position 1319: 0.0021677586678591405
Position 79: 0.0021562086329816486
Position 770: 0.001489588028455605
Position 275: 0.0008231598279549109
Position 236: 0.0007758329584669281
Position 1202: 0.0007647886108591314
Position 617: 0.0006782393117220658
Position 811: 0.0005665736901365989
Position 979: 0.0005331158301256551
Position 880: 0.00047709398777020726
Position 713: 0.00040587942381645426
Position 689: 0.0004055451827637577
Position 538: 0.00025878844005522666
Position 938: 0.0002559193432115995
Position 725: 0.00016846760287903814
Position 862: 0.00014023346752882078
Position 575: 0.00010890014714794475
Position 696: 7.648860365540507e-05
Position 875: 7.239265182270902e-05
Position 567: 6.920084111346024e-05
Position 648: 6.192353984722128e-05
Position 824: 5.4349202857341674e-05
Position 1025: 4.504459926812712e-05
Position 70: 2.1053495049328323e-05
Position 745: 2.0304474468894513e-05
