Gene = TAC1
index = 1369
Annotated 5SS: [ 288  828 1912 2385 2942 4445]
Annotated 3SS: [ 695 1814 2339 2917 4390 7965]
SMsplice 5SS: [ 288  828 1912 2942 8067]
SMsplice 3SS: [ 752 1814 2917 7965 8217]
top_k =  100
Partition function (log Z): -0.10045079050774364

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9882401638898556
Position 1912: 0.9447509744809944
Position 288: 0.8986197682233525
Position 2942: 0.7704811673873383
Position 8067: 0.6894944734200303
Position 6452: 0.21133428268121904
Position 555: 0.16623985880293007
Position 4445: 0.10500390033742911
Position 1115: 0.041431444577384784
Position 2243: 0.034107327578978636
Position 2385: 0.029766291761552644
Position 120: 0.021807159316148305
Position 457: 0.019426254367513652
Position 1467: 0.010019698457628373
Position 467: 0.00848796243281695
Position 549: 0.00843398958979257
Position 806: 0.006461385820130216
Position 2298: 0.005182068036354122
Position 463: 0.0033233998300214364
Position 1535: 0.002255717177975829
Position 1510: 0.0016076453602813995
Position 99: 0.0014924658494953897
Position 235: 0.0014913245069860272
Position 278: 0.0012273201872981948
Position 2689: 0.0010391626833422488
Position 1935: 0.0008628497064507475
Position 303: 0.0007464226349772331
Position 449: 0.0006915789832694942
Position 350: 0.0006035972645239377
Position 1635: 0.0005204809708346228
Position 124: 0.0003855674760634157
Position 104: 0.00038117338557745696
Position 471: 0.0003385519136489575
Position 459: 0.00013441927759331196
Position 33: 3.639242481916695e-05
Position 10: 4.196142059298144e-06
Position 27: 3.6934074466049007e-06
Position 219: 3.0179313581307573e-06
Position 115: 4.983154492805045e-07
Position 343: 1.6614216820381532e-07
Position 324: 1.0665312166721385e-07
Position 292: 3.2587038523376925e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1814: 0.9332547910427696
Position 7965: 0.9045254734090751
Position 752: 0.692719760789052
Position 2917: 0.4380212084154307
Position 2798: 0.3276544120088025
Position 695: 0.28780738082705803
Position 8217: 0.2715407875316886
Position 6197: 0.22128806115444002
Position 8284: 0.19373949957630232
Position 439: 0.10980727943962369
Position 4390: 0.0777883048836915
Position 8318: 0.06793666626401507
Position 8243: 0.062088734102961
Position 3039: 0.060157870937199764
Position 8315: 0.03555530134465888
Position 8437: 0.02826562263579164
Position 8530: 0.02794928857548923
Position 209: 0.021865840743203056
Position 1050: 0.0167415537058079
Position 2339: 0.016303760849622154
Position 2148: 0.015642131800183187
Position 4218: 0.014590327458506643
Position 1817: 0.012530834021481455
Position 2268: 0.012217117675249673
Position 2611: 0.011636422489451676
Position 2004: 0.009967509897618835
Position 1018: 0.009097708029421269
Position 4240: 0.00863061643233455
Position 4352: 0.008594824586150665
Position 729: 0.008434624935440881
Position 1462: 0.008000531900386118
Position 3567: 0.007945735740253066
Position 899: 0.0068181572002493085
Position 1850: 0.005332709437376464
Position 1347: 0.003689717486961197
Position 1030: 0.0036259454953718843
Position 2066: 0.0035225031201800935
Position 2771: 0.0034974506852853307
Position 2038: 0.0034202858782492714
Position 648: 0.0028181191418079296
Position 762: 0.0026176141201106314
Position 8549: 0.0024185733891233683
Position 1337: 0.0015831234686316973
Position 938: 0.0015248274216830473
Position 456: 0.0013564422829786022
Position 2096: 0.0012953351001015788
Position 2302: 0.0012810998965653352
Position 2131: 0.0011130865463374292
Position 907: 0.000836576823281602
Position 3060: 0.0007809662657431786
Position 554: 0.0007592978312182576
Position 1063: 0.0007556384859325579
Position 1312: 0.0006628192824788549
Position 386: 0.0005568627866050216
Position 765: 0.0004860989798329909
Position 1162: 0.0004746193002108927
Position 1066: 0.0004584858346843153
Position 2746: 0.0004041791981759506
Position 499: 0.0003775254930202726
Position 3374: 0.0003540072055515804
Position 3245: 0.00034611807998924615
Position 475: 0.00028522588879750365
Position 2006: 0.00021380279581726742
Position 1985: 0.0002025314663664899
Position 441: 0.00011013001119097614
Position 349: 6.88076617644286e-05
Position 172: 5.671482566565166e-05
Position 380: 1.5613213903044512e-05
Position 606: 7.374023738098307e-06
Position 2020: 7.276703709068154e-06
Position 814: 1.4295694999901447e-06
Position 1085: 5.536571102872604e-07
Position 940: 1.1015606527540228e-07
Position 161: 1.0225504438046956e-07
Position 253: 4.809499452725157e-08
Position 131: 1.516809001238971e-08
Position 246: 9.716082611033281e-09
Position 138: 9.293476600886035e-09
Position 233: 7.290526204747794e-09
Position 95: 6.897085158270731e-09
Position 169: 5.66582085996696e-09
Position 179: 3.029776719811143e-09
Position 217: 2.7865690135095588e-09
Position 219: 1.49036766614937e-09
Position 181: 5.106521507949846e-10
Position 255: 3.6023960964197173e-10
