Gene = DOLPP1
index = 461
Annotated 5SS: [ 108 3669 4008 4207 4517 5168 5699]
Annotated 3SS: [3567 3922 4106 4417 5038 5608 7870]
SMsplice 5SS: [ 108 3669 4008 4207 4517 5699]
SMsplice 3SS: [3567 3922 4106 4417 5608 7870]
top_k =  100
Partition function (log Z): 10.30225096281705

Sorted 5' Splice Sites (High to Low Probability):
Position 3669: 0.9930186835423334
Position 5699: 0.9712155291987151
Position 4517: 0.9408662206187052
Position 4008: 0.9380946491997303
Position 4207: 0.8016161775025464
Position 108: 0.5227174822343865
Position 5168: 0.49809676307442075
Position 27: 0.40227525584516216
Position 1570: 0.23923641792699793
Position 1870: 0.2191863861382589
Position 4325: 0.16524620072456728
Position 7044: 0.14416710214800815
Position 5901: 0.1019125987162161
Position 5905: 0.06280447117655166
Position 1915: 0.053114523175631076
Position 1020: 0.04725823707742234
Position 5133: 0.045620341604065556
Position 7211: 0.04211053644976028
Position 3785: 0.03443913238314565
Position 2647: 0.033698190692073915
Position 370: 0.02718973167215416
Position 5679: 0.025277559483296273
Position 7034: 0.022787629654702622
Position 8062: 0.01924479845828889
Position 5443: 0.019071829126595313
Position 4132: 0.01894314705530219
Position 2006: 0.014568977732745944
Position 6174: 0.013741232729879866
Position 5997: 0.01322526040641336
Position 4223: 0.011087640816113506
Position 77: 0.011043179868978657
Position 5921: 0.0103004725975031
Position 5434: 0.01010288414657079
Position 961: 0.008420260136350744
Position 833: 0.008354636695856633
Position 8021: 0.007660941692809986
Position 7911: 0.007445394620717688
Position 4045: 0.007005410500412504
Position 2930: 0.006939579188735003
Position 4035: 0.006716472176331156
Position 7671: 0.006019411466722152
Position 530: 0.00585027084200228
Position 5070: 0.005785066028222181
Position 1193: 0.0031035622771830172
Position 6060: 0.0024768057902054843
Position 759: 0.002344865039679366
Position 1575: 0.001074960702877327
Position 1404: 0.0009702046815883955
Position 3837: 0.00019753350826362
Position 118: 4.053332529567013e-06
Position 303: 3.464333281532897e-06
Position 356: 2.9280642960449796e-06
Position 397: 2.707063300438772e-06
Position 158: 2.1717569640720163e-06
Position 92: 1.8054506355776653e-06
Position 212: 1.0451125043235806e-06
Position 278: 7.213498044534652e-07
Position 19: 3.636377108452288e-07
Position 49: 9.155995062925451e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3567: 0.9997044160531096
Position 5608: 0.9963519541626119
Position 4417: 0.9277374363794485
Position 4106: 0.9241233799269708
Position 7870: 0.8886727333420632
Position 3922: 0.5527588335146851
Position 5038: 0.4700939084269151
Position 3919: 0.3645258788826532
Position 1751: 0.28686988704663563
Position 5845: 0.28391712482790893
Position 1460: 0.1614285597157452
Position 6940: 0.1379484690625229
Position 1441: 0.06439680590331391
Position 8490: 0.06204654806452371
Position 4206: 0.05906513673183572
Position 4948: 0.05057484569269458
Position 2459: 0.03369819069207394
Position 6878: 0.029006262740187857
Position 7117: 0.028941961914687505
Position 3868: 0.028910352223624057
Position 3748: 0.02722584283377691
Position 5364: 0.02552864353127412
Position 5069: 0.014248899779904161
Position 269: 0.013978527061336123
Position 691: 0.01373207058855873
Position 7120: 0.013168574535072777
Position 4441: 0.01224504121446044
Position 5155: 0.010068991503103844
Position 4118: 0.007997801608588297
Position 7597: 0.006019411466722152
Position 1371: 0.005573927609963664
Position 5278: 0.0037885672969709726
Position 2837: 0.0037262807507775974
Position 3753: 0.0035865811986149515
Position 5968: 0.0033984597754911717
Position 460: 0.00338628330235598
Position 868: 0.003366086033264335
Position 4840: 0.003353785596367927
Position 2894: 0.0032132984379574063
Position 3812: 0.0031626148097553997
Position 851: 0.002750990805004065
Position 883: 0.0025569618107595515
Position 107: 0.002400965020329989
Position 1108: 0.00222703690007536
Position 3732: 0.0021969219261561627
Position 4121: 0.001471299912713222
Position 3784: 0.0014001904788035987
Position 1332: 0.001229805374858145
Position 1320: 0.0012037216002579922
Position 5129: 0.0011617397077229676
Position 6236: 0.000775747142918392
Position 514: 0.0005827107148276108
Position 4503: 0.0005362661298534274
Position 1264: 0.0005219633281243282
Position 3709: 0.00029558394688859263
Position 1081: 0.00027538304500633745
Position 810: 0.0002466178478380917
Position 4353: 0.00017667637036124142
Position 3836: 0.00011101388515149636
