Gene = INSL5
index = 703
Annotated 5SS: [210]
Annotated 3SS: [3010]
SMsplice 5SS: [210]
SMsplice 3SS: [3010]
top_k =  100
Partition function (log Z): -7.540100344082943

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9748907270757736
Position 488: 0.27654189028812237
Position 779: 0.13239599742798902
Position 3047: 0.04979055801721076
Position 1333: 0.04296988090883856
Position 1059: 0.042107796415293774
Position 968: 0.0181669634820919
Position 815: 0.007187646088674835
Position 1321: 0.005480703251438426
Position 169: 0.0032476478235623604
Position 216: 0.0031458824984318162
Position 514: 0.001212663644814312
Position 1151: 0.0004263275202509742
Position 110: 0.0003363705733340091
Position 774: 0.00026497676403037786
Position 537: 0.00014096190910396848
Position 579: 0.00011391487573933251
Position 763: 0.00010901190545844759
Position 565: 9.976010476754901e-05
Position 225: 4.591398221230439e-05
Position 227: 3.213968647691308e-05
Position 92: 2.824504440820164e-05
Position 310: 2.2306561434027022e-05
Position 315: 9.300303724480435e-06
Position 106: 5.581570681144563e-06
Position 120: 2.26556296795118e-06
Position 156: 1.6747201250576278e-06
Position 251: 7.220421059240693e-07
Position 298: 1.4198543805316597e-07
Position 382: 5.307923116810558e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3010: 0.4848350402411987
Position 427: 0.17555253168096902
Position 2685: 0.15388762909707024
Position 903: 0.1302906931144719
Position 342: 0.1277342823513102
Position 681: 0.12398212519501572
Position 2917: 0.10835255911046604
Position 1224: 0.0707963716665159
Position 2969: 0.06283353359554186
Position 3377: 0.03360157333258916
Position 3126: 0.020821268526517913
Position 2591: 0.02059639642308604
Position 3430: 0.01084597239873171
Position 1570: 0.008341974639732207
Position 2140: 0.007803064479093402
Position 693: 0.005362805820485885
Position 1053: 0.004762626048716475
Position 1244: 0.0038585663338529027
Position 1017: 0.0018494841835813656
Position 647: 0.0005188644691820113
Position 1186: 0.0004099091844670467
Position 298: 0.0003446438906943899
Position 743: 0.0002705187238511973
Position 382: 0.0002585794097948755
Position 740: 0.00025187453012099736
Position 475: 0.00024019917625951018
Position 614: 0.0001906027557352374
Position 310: 8.299880537074992e-05
Position 759: 7.142614913864969e-05
Position 320: 2.489791033620209e-05
Position 270: 4.962029327580137e-06
Position 389: 2.0692014075073236e-09
