Gene = C8G
index = 244
Annotated 5SS: [ 198  510  739  932 1306 1429]
Annotated 3SS: [ 372  667  823 1203 1389 1506]
SMsplice 5SS: [ 198  510  739  932 1306]
SMsplice 3SS: [ 426  667  823 1203 1389]
top_k =  100
Partition function (log Z): 6.584379443968245

Sorted 5' Splice Sites (High to Low Probability):
Position 739: 0.9761979034185368
Position 932: 0.9628054802254609
Position 510: 0.9514441751801954
Position 1306: 0.9391370230965205
Position 198: 0.8925479696251927
Position 1429: 0.40705876501049376
Position 228: 0.06298026165643045
Position 1301: 0.05215281045612856
Position 1517: 0.023921426265754758
Position 322: 0.023883306759935167
Position 1008: 0.01952574395406366
Position 687: 0.0068124509090126805
Position 214: 0.005419962269558783
Position 260: 0.004377737118287987
Position 291: 0.0023834617540547643
Position 490: 0.002186980213045456
Position 1462: 0.0015525177626232972
Position 204: 0.0012580696634305745
Position 1549: 0.0008052404665145215
Position 915: 0.000730843070618649
Position 246: 0.00036754628187930734
Position 234: 0.0002937636735045028
Position 1323: 0.00020650699221037508
Position 494: 7.847182379430265e-05
Position 1218: 5.67257247900334e-05
Position 361: 3.952883110784073e-05
Position 762: 3.9112417501334415e-05
Position 1237: 3.242884107631429e-05
Position 463: 2.947074689508047e-05
Position 296: 2.7572545545661332e-05
Position 1241: 1.0399267793765044e-05
Position 714: 1.7886974993785192e-08
Position 266: 1.4489875979299573e-08
Position 936: 8.436277136453364e-09
Position 13: 4.3351251039973286e-09
Position 891: 9.041954966979996e-10
Position 306: 2.46196069798392e-11
Position 10: 1.7184125613926868e-11
Position 308: 1.6187719054168003e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9784325950358133
Position 667: 0.9684095494486886
Position 823: 0.9565956500129138
Position 1203: 0.6725121633228328
Position 426: 0.5679861384240634
Position 372: 0.36907961982427545
Position 1506: 0.365058929432303
Position 1150: 0.2908680426828282
Position 1637: 0.02659959407004168
Position 1666: 0.026231964091970414
Position 1175: 0.025847552893738846
Position 829: 0.02046549296658244
Position 1509: 0.017143496690960835
Position 1611: 0.009643918043748909
Position 638: 0.005861244544320928
Position 340: 0.00556624344502904
Position 474: 0.004685250511352052
Position 615: 0.0042123307138159675
Position 379: 0.00410609959154544
Position 1668: 0.0023353330845998716
Position 1407: 0.002198072348752158
Position 1152: 0.0017192451073769555
Position 429: 0.0017157840934935223
Position 1104: 0.0015060699991095146
Position 1183: 0.0014543315758776727
Position 686: 0.001144010375329521
Position 1533: 0.001103028012805385
Position 556: 0.0009456429096379981
Position 838: 0.0008748123039244316
Position 432: 0.0008730575699903814
Position 864: 0.0005138478078843496
Position 1642: 0.00047761146061346216
Position 1137: 0.00034705229399984805
Position 1250: 0.00031370113178321276
Position 1222: 0.0002275864771478531
Position 1126: 0.0002065263856583501
Position 1062: 0.00012039690217524582
Position 311: 0.00011817122282465928
Position 1364: 0.0001164537692397201
Position 738: 8.682107929698605e-05
Position 876: 8.483366638362e-05
Position 711: 8.000438718458684e-05
Position 1059: 7.316061083006631e-05
Position 1322: 6.78407441827807e-05
Position 1400: 6.144276702078856e-05
Position 1412: 4.563755769282124e-05
Position 507: 3.7828454479829073e-05
Position 1301: 3.7263229293602055e-05
Position 447: 3.582227288979883e-05
Position 695: 2.6282055638796088e-05
Position 570: 2.4140236552998285e-05
Position 350: 1.8564411331247892e-05
Position 1433: 1.5301150599166646e-05
Position 1440: 1.3742969314007633e-05
Position 900: 1.3409640191903546e-05
Position 481: 1.0470306747951185e-05
Position 494: 7.471074081745397e-06
Position 287: 6.990158752193797e-06
Position 313: 5.1443704042022614e-08
Position 318: 1.333717763913462e-08
