Gene = AMT
index = 77
Annotated 5SS: [ 393  650 1262 2543 3044 3494 3783 4936]
Annotated 3SS: [ 481 1180 2410 2964 3347 3601 4779 5034]
SMsplice 5SS: [ 315  650 1262 3044 3494 3783 4936 5139]
SMsplice 3SS: [ 495 1180 2964 3347 3601 4779 5034 5523]
top_k =  100
Partition function (log Z): -1.0904779510097682

Sorted 5' Splice Sites (High to Low Probability):
Position 3044: 0.912513570311128
Position 650: 0.8077571827846058
Position 315: 0.7875889639709591
Position 3494: 0.7464181752678046
Position 1262: 0.722195964986352
Position 3783: 0.6694477760136485
Position 4936: 0.5905873287448092
Position 5139: 0.5660186163462099
Position 2543: 0.26527353753373883
Position 393: 0.13609859114287493
Position 1062: 0.07383346610270396
Position 3139: 0.06566307874614542
Position 3662: 0.05394426530294866
Position 4016: 0.05040563806088884
Position 2098: 0.03441380332407828
Position 5265: 0.027473320246864476
Position 3365: 0.026465673995131268
Position 2707: 0.024496591321172816
Position 3486: 0.01090561090673046
Position 2491: 0.006556365303754032
Position 1012: 0.005293643689084818
Position 2092: 0.00486411611503518
Position 794: 0.0030317568686813274
Position 3820: 0.002243955203384882
Position 1028: 0.0012276262480666288
Position 90: 0.001143665040046179
Position 131: 0.0008036797306142496
Position 956: 0.0007480579322334605
Position 121: 0.0007435115762867114
Position 124: 0.0007022488778906662
Position 1076: 0.000652052279806228
Position 273: 0.0005037329494163476
Position 10: 0.0004049442988380729
Position 405: 0.00020963785954371278
Position 421: 0.00018804071536323295
Position 772: 0.00015169438651640147
Position 382: 6.76794541298463e-05
Position 25: 7.1008916337516194e-06
Position 552: 1.8437845794690334e-06
Position 216: 9.396308216122038e-07
Position 42: 5.740271176335864e-07
Position 261: 4.233779417397716e-08
Position 264: 3.997680985295737e-08
Position 259: 2.3718728165765067e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2964: 0.9781766490572731
Position 3601: 0.7444899760061954
Position 5034: 0.6425280402198905
Position 1180: 0.6354693028737924
Position 495: 0.6038018600364814
Position 4779: 0.5988962625820564
Position 3347: 0.5418785383014152
Position 5523: 0.5003268033256215
Position 2410: 0.2718299028374928
Position 5072: 0.27032434480629863
Position 3243: 0.15769480810140862
Position 481: 0.11164628723846066
Position 5385: 0.0965053617599751
Position 1142: 0.07036532545086392
Position 892: 0.06217473969158789
Position 3417: 0.05965286149915313
Position 5075: 0.04080507066802722
Position 3934: 0.03351560956056675
Position 1969: 0.03241586702011059
Position 3909: 0.01898784078865196
Position 3359: 0.01593353427962484
Position 2588: 0.013663063690000095
Position 1127: 0.012438312981389841
Position 5244: 0.012094552812912794
Position 484: 0.011689969246641398
Position 951: 0.010794702475128929
Position 3283: 0.008629717988064707
Position 847: 0.007462549128047949
Position 2564: 0.007399349657797222
Position 1952: 0.006837170731720748
Position 466: 0.005312535888922502
Position 703: 0.0037343999027090466
Position 2614: 0.0034341779733754827
Position 191: 0.002866678630611494
Position 3617: 0.0016470373885588113
Position 649: 0.0006270509484718262
Position 448: 0.0006110934445470388
Position 939: 0.0004828617466340087
Position 984: 0.0004728743442404365
Position 997: 0.0004384159985560022
Position 1048: 0.000401107796967202
Position 382: 0.00030009321111219617
Position 613: 0.000282816920911069
Position 225: 0.00026452532586057186
Position 1103: 0.00025936017433319977
Position 1186: 0.00023514602371049742
Position 471: 0.00023284766461413177
Position 973: 0.00022752797290068882
Position 571: 0.0002199929080077383
Position 566: 0.00015343442503861922
Position 259: 0.00011136410650713446
Position 296: 9.957204888494068e-05
Position 211: 7.737500724606914e-05
Position 392: 2.57858682191979e-05
Position 1924: 2.4881687282140888e-05
Position 793: 2.074197990833291e-05
Position 207: 1.63454781335392e-05
Position 159: 1.3398937964208957e-05
Position 683: 7.807283168873912e-06
Position 558: 6.469375215718549e-06
Position 434: 3.6398647648230536e-06
Position 350: 3.5718060988993247e-06
Position 227: 3.398266135656338e-06
Position 209: 1.3984473160427266e-06
Position 222: 2.4341392919639697e-08
