Gene = GMNC
index = 602
Annotated 5SS: [   3 1932 3688 4833]
Annotated 3SS: [1756 3598 4715 6699]
SMsplice 5SS: [   3 1932 3688 4833]
SMsplice 3SS: [1756 3598 4715 8827]
top_k =  100
Partition function (log Z): -6.378519473945676

Sorted 5' Splice Sites (High to Low Probability):
Position 4833: 0.9870936264185096
Position 3: 0.9076080999672856
Position 3688: 0.7428118240655782
Position 1932: 0.618888769724211
Position 3694: 0.19366206664633645
Position 406: 0.10838112252024326
Position 7591: 0.09488264709110664
Position 159: 0.018313314762216627
Position 2871: 0.016717883532206802
Position 8983: 0.014246322543234746
Position 1363: 0.004275816843199114
Position 2044: 0.0033354725848519892
Position 4844: 0.0018372767196154188
Position 1551: 0.0014676120431628631
Position 7: 0.00014650705859952683
Position 56: 4.991524846689544e-05
Position 1253: 2.788717053637098e-05
Position 618: 1.8522366667929014e-05
Position 120: 1.1604309557863239e-05
Position 46: 1.0794100485520108e-05
Position 20: 3.529487013608206e-06
Position 147: 2.267290930660403e-06
Position 28: 2.227264698844741e-06
Position 149: 1.812992165352209e-06
Position 257: 5.202981299542559e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4715: 0.9999991997977468
Position 3598: 0.8464558571935586
Position 1756: 0.4666596059500168
Position 8827: 0.28941724158075716
Position 9713: 0.1676358347633851
Position 7473: 0.13595713651825803
Position 6699: 0.1134861010408433
Position 1778: 0.07666783669423771
Position 8844: 0.07550735293105716
Position 9284: 0.07505332796803876
Position 3478: 0.05646635376831623
Position 334: 0.046790267307834234
Position 5547: 0.04237908392250572
Position 9551: 0.02763964845403483
Position 1793: 0.02752441255184919
Position 5493: 0.027002882344432926
Position 3553: 0.022152338099139735
Position 1835: 0.021080597763874605
Position 8262: 0.02102513891890746
Position 8791: 0.020716498673998347
Position 7251: 0.015504726294346974
Position 4920: 0.012602012288536739
Position 2795: 0.012198291513909866
Position 4963: 0.011925360182735496
Position 1783: 0.011599158060628945
Position 4985: 0.008026750300985512
Position 7028: 0.007318199133810623
Position 6965: 0.007256008275284249
Position 3426: 0.00635222323771451
Position 6730: 0.0061985997878588
Position 6934: 0.006017397536939851
Position 5663: 0.006014765740671071
Position 6566: 0.005243484042907139
Position 5276: 0.005096685431924699
Position 3537: 0.005047118413185827
Position 5197: 0.004371510415191742
Position 8034: 0.004209270589683136
Position 1902: 0.004031438877738356
Position 1961: 0.0033354725848519866
Position 2678: 0.0030502620953021904
Position 4944: 0.0024548556353728894
Position 159: 0.001709682641068754
Position 1340: 0.0010744408215111116
Position 2609: 0.000861315871052345
Position 1310: 0.0007752475652361076
Position 2656: 0.0006080140519423981
Position 1429: 0.0005704745666139891
Position 120: 0.0002959228068552296
Position 1468: 0.0002940326202276364
Position 1019: 9.187167315223444e-05
Position 76: 4.4865278406478296e-05
Position 4357: 8.002022527072757e-07
