Gene = SCCPDH
index = 1229
Annotated 5SS: [  566  2958 12009 16255 20079 34310 35105 36030 36181 40311 42093]
Annotated 3SS: [ 2844 11927 16124 20028 34178 34986 35909 36123 40198 42010 43147]
SMsplice 5SS: [  566  2958 12009 12182 18518 24884 34310 36030 36181 40311]
SMsplice 3SS: [ 2844 11927 12123 18342 24813 34178 35909 36123 40198 43147]
top_k =  100
Partition function (log Z): -15.637065213737259

Sorted 5' Splice Sites (High to Low Probability):
Position 2958: 0.9816829048104287
Position 12009: 0.980268144958013
Position 12182: 0.8698007574305625
Position 18518: 0.8285903432749793
Position 12504: 0.495985774821763
Position 566: 0.3228262132251354
Position 299: 0.2230344807337455
Position 16255: 0.20267802351289127
Position 469: 0.19093552756992074
Position 764: 0.18091358409964536
Position 20079: 0.13276820097601943
Position 4442: 0.12414658656680538
Position 454: 0.09619244003422531
Position 679: 0.0897159131746743
Position 20156: 0.06183016643765916
Position 1177: 0.0580744083913005
Position 7788: 0.0554789314898956
Position 4112: 0.054308251884016494
Position 3505: 0.049579971856008265
Position 12472: 0.033653577830593195
Position 538: 0.03340032189414505
Position 12711: 0.03324842743826138
Position 18457: 0.03238576316201875
Position 3133: 0.018161880271949687
Position 1723: 0.017522831448430958
Position 12242: 0.015034983439686738
Position 1090: 0.0149342462319782
Position 13031: 0.012259881992026454
Position 12937: 0.010588613928622431
Position 1211: 0.008578086880394608
Position 758: 0.005656587708905902
Position 438: 0.005221667591991496
Position 752: 0.004806158573275526
Position 12187: 0.0044039728855182255
Position 754: 0.003377891073623595
Position 406: 0.0001652136007905135
Position 246: 0.0001601505418422547
Position 411: 0.00010582931579364352
Position 442: 7.047235983146624e-05
Position 307: 4.8585432699630476e-05
Position 91: 2.0207196841806423e-05
Position 212: 1.092731824000393e-05
Position 206: 8.429675221155964e-06
Position 154: 7.885077866021182e-06
Position 409: 7.872924787436052e-06
Position 420: 1.977541781886042e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11927: 1.0000000000000004
Position 2844: 0.9989776002964649
Position 18342: 0.9833605623931635
Position 25640: 0.6748224902628622
Position 12123: 0.5902186444179538
Position 12363: 0.42378048679532293
Position 20028: 0.2936754773303514
Position 12092: 0.27127946572484546
Position 16124: 0.20871693756174067
Position 648: 0.1941211685346495
Position 12406: 0.13229702136777913
Position 4358: 0.10585883404002851
Position 7692: 0.0554789314898956
Position 23146: 0.0550456807371482
Position 3855: 0.05430825188401638
Position 3414: 0.04957997185600826
Position 910: 0.029383847366245695
Position 12859: 0.02563201204917795
Position 4278: 0.018287752526777067
Position 18685: 0.01629184240439951
Position 12373: 0.011234977318611429
Position 18608: 0.009001236577239152
Position 942: 0.008974892106342329
Position 438: 0.008585751092451566
Position 20291: 0.00673774653867462
Position 12130: 0.005969837276535659
Position 1559: 0.005674866880125009
Position 1659: 0.004715669651366007
Position 13569: 0.0028203981345145623
Position 12161: 0.0026118151982949343
Position 838: 0.0022887457809999613
Position 1074: 0.0020511884173062206
Position 3060: 0.0007238659163592558
Position 3104: 0.00010103552491991001
Position 2719: 4.228334463333812e-05
