Gene = TNFRSF4
index = 1462
Annotated 5SS: [ 150  470 1141 1495 2191 2429]
Annotated 3SS: [ 346 1038 1427 1993 2299 2506]
SMsplice 5SS: [ 150  470 1495 2191 2429]
SMsplice 3SS: [ 346 1427 1993 2299 2506]
top_k =  100
Partition function (log Z): 7.806313700065358

Sorted 5' Splice Sites (High to Low Probability):
Position 2429: 0.9970172411412536
Position 150: 0.9969629537532386
Position 1495: 0.975326566960634
Position 2191: 0.9105184699838941
Position 1141: 0.5449943839265311
Position 470: 0.5188501688307511
Position 2593: 0.07300190465421687
Position 427: 0.06330322301272151
Position 738: 0.0542699541794691
Position 358: 0.045215622951832034
Position 456: 0.042112486935800456
Position 461: 0.03751903074932524
Position 1271: 0.036296947278943476
Position 388: 0.017739372509095047
Position 807: 0.011804059020094671
Position 1173: 0.005723188380296207
Position 2053: 0.0051298324685399715
Position 2629: 0.003496169057237361
Position 249: 0.0023684804291025127
Position 1166: 0.001362675148533982
Position 2651: 0.0010722572592925385
Position 127: 0.00038026274154207424
Position 7: 0.00023401859260854387
Position 399: 0.00011708457695478467
Position 395: 0.00010949440683649931
Position 424: 6.643456993188862e-05
Position 2703: 3.545379592174968e-05
Position 167: 2.340904486870517e-05
Position 42: 1.6150185014231e-05
Position 139: 1.1799471023436904e-05
Position 2467: 2.873536398535052e-06
Position 231: 2.3399812765039735e-06
Position 98: 4.5187637097559763e-07
Position 40: 8.148011602129369e-08
Position 80: 2.206488108582176e-08
Position 11: 1.6830352185421212e-08
Position 96: 1.3549604150807199e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2506: 0.9937838647614878
Position 1993: 0.7597188050192344
Position 346: 0.7257866917029927
Position 1427: 0.6477690288682417
Position 2299: 0.5042486707284294
Position 2285: 0.4088011779449381
Position 1000: 0.35886918794783446
Position 1038: 0.18242522856118384
Position 1380: 0.16362241649385917
Position 1448: 0.13189632448837052
Position 1953: 0.10196744744865494
Position 2282: 0.083318578615932
Position 2702: 0.07683470261129874
Position 2110: 0.04822891017288917
Position 969: 0.032203284604760476
Position 542: 0.02387864529790539
Position 1360: 0.02334862443347196
Position 607: 0.021754156932105494
Position 667: 0.010057059134284941
Position 1079: 0.010051717728109309
Position 1400: 0.008690172676691109
Position 1892: 0.006278037975764931
Position 1200: 0.004789217699030017
Position 2536: 0.0041403719249851765
Position 561: 0.003365987756883785
Position 2786: 0.0021997027883527715
Position 381: 0.001865672357570693
Position 545: 0.001781446079964485
Position 493: 0.0009260857734763935
Position 587: 0.000563922487591194
Position 2512: 0.00037902960869675654
Position 567: 0.00037109765932906647
Position 305: 0.00028570926890855963
Position 273: 0.00023404671931520724
Position 371: 0.0002284348086878426
Position 2516: 0.00019811691532173998
Position 1913: 0.0001067892242428112
Position 2544: 6.999615652472379e-05
Position 986: 3.855819338683436e-05
Position 265: 5.846778528389889e-06
Position 278: 1.7007262562529893e-06
Position 431: 2.531183746958877e-07
Position 275: 1.7514063747085225e-07
