Gene = HRG
index = 664
Annotated 5SS: [ 263 3100 4077 5838 6916 9239]
Annotated 3SS: [ 2982  3985  5670  6834  9136 11094]
SMsplice 5SS: [ 263 3100 5838 6916 8342 9239]
SMsplice 3SS: [ 2982  5670  6834  8204  9136 11094]
top_k =  100
Partition function (log Z): -3.330134926004669

Sorted 5' Splice Sites (High to Low Probability):
Position 3100: 0.9979273977302366
Position 9239: 0.9500192927263443
Position 5838: 0.8774330667765016
Position 6916: 0.8342461486351588
Position 263: 0.6030529718208526
Position 8342: 0.49802414238946696
Position 134: 0.29524985085865274
Position 4077: 0.19167685342245136
Position 4338: 0.14603965782600728
Position 1603: 0.14515652134138252
Position 4082: 0.1252954934753052
Position 591: 0.11289521671552485
Position 4004: 0.04222464838504376
Position 6351: 0.04180063173080026
Position 2852: 0.04160275349497188
Position 10678: 0.04029135012693827
Position 1640: 0.039668438056385896
Position 1843: 0.03383201766257969
Position 5854: 0.03313662182699817
Position 11753: 0.018468031835880173
Position 8593: 0.009284041311310748
Position 1335: 0.002555368239244776
Position 1279: 0.0017406342803922322
Position 903: 0.0011294798158376733
Position 1283: 0.0010619552685382733
Position 748: 0.0006187874429150192
Position 468: 0.00046134142577975644
Position 3602: 2.4690003799534813e-05
Position 364: 1.777887010938116e-05
Position 12: 4.583439367517636e-06
Position 26: 3.7276691489141953e-06
Position 317: 3.291166666642604e-06
Position 464: 2.093752983337327e-06
Position 158: 1.3762456967174846e-06
Position 260: 1.2269052444856694e-06
Position 440: 7.101899662031968e-07
Position 290: 5.86041616131867e-07
Position 121: 4.1786872864266784e-07
Position 70: 4.0159186012723505e-07
Position 129: 6.955203686980052e-10
Position 127: 5.775324922453183e-10
Position 30: 4.3323980386660954e-10
Position 153: 4.076861545968805e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9136: 0.8872012918351894
Position 6834: 0.8354573705987945
Position 5670: 0.769969545336817
Position 2982: 0.7679216465316088
Position 11094: 0.6193082675302006
Position 8204: 0.486303096898843
Position 3985: 0.33978130977309307
Position 11711: 0.26197508277988263
Position 3047: 0.19079915403061845
Position 1517: 0.18697126929728683
Position 4180: 0.11940568318794084
Position 5806: 0.07944542031470488
Position 9153: 0.06936319140763142
Position 5715: 0.061154722951978005
Position 10541: 0.046105607979969515
Position 6250: 0.04180063173080026
Position 2693: 0.04160275349497191
Position 3007: 0.039206597168009026
Position 12043: 0.03881058090379343
Position 1747: 0.030887790968518736
Position 4252: 0.026633974638066504
Position 12015: 0.024784851277972933
Position 11430: 0.020484568296160105
Position 11257: 0.015341005220488705
Position 3887: 0.012757926993135401
Position 7955: 0.01172104549062396
Position 333: 0.011563007976584407
Position 11486: 0.007382630174844757
Position 9756: 0.005981061827045241
Position 9962: 0.004870762184920572
Position 8463: 0.004695191995486017
Position 8435: 0.004588849315824731
Position 3787: 0.0040570590605554764
Position 10574: 0.003996977261512279
Position 438: 0.003714789197048642
Position 3634: 0.002218729870958797
Position 554: 0.0019461443757841374
Position 9818: 0.0009484835283938946
Position 478: 0.0008820795701546828
Position 8971: 0.0007338545919205592
Position 1352: 0.00039399935177695025
Position 3766: 0.0003819695850577741
Position 1081: 0.00034044209173338667
Position 7196: 0.00027923592560168234
Position 1225: 0.00024701458331070843
Position 1688: 0.00021772818249558571
Position 1699: 0.00016208170602606968
Position 1235: 4.9376440642807896e-05
Position 1009: 3.6287073932194954e-05
Position 1524: 2.4107554243957053e-05
Position 3443: 1.0767439983167433e-05
Position 3506: 9.918123790623538e-06
Position 368: 9.778195903819463e-06
Position 496: 9.019150916091176e-06
Position 3450: 4.004440025743839e-06
Position 581: 3.863067093114889e-06
