Gene = GLMN
index = 597
Annotated 5SS: [   52  1016  1573  7559  8779 10063 12487 27512 29254 30872 31064 32277
 32558 34423 35354 36114 51099 51915]
Annotated 3SS: [  946  1446  7438  8669  9824 12383 27323 29199 30840 30973 32234 32483
 34337 35243 36049 50986 51831 52329]
SMsplice 5SS: [   52  1016  1573  7559  8779 12487 18393 27512 31064 34423]
SMsplice 3SS: [  946  1446  7438  8645 12383 18261 27323 30840 34337 51831]
top_k =  100
Partition function (log Z): -19.043955929043157

Sorted 5' Splice Sites (High to Low Probability):
Position 7559: 0.986459394651195
Position 1573: 0.9218394975493699
Position 52: 0.8858932356946531
Position 8779: 0.8858784456538633
Position 1016: 0.8423440355978714
Position 12487: 0.7259878668987244
Position 18393: 0.6725700700121495
Position 10063: 0.5350640574827061
Position 12465: 0.26386087289695753
Position 491: 0.11750407610867239
Position 9285: 0.10421900458867017
Position 9289: 0.08962484027335266
Position 10810: 0.049445487146556125
Position 1183: 0.017067941474578224
Position 1020: 0.0015462896911846485
Position 1246: 0.001436915114919643
Position 17: 0.0013520915011131585
Position 149: 0.0011349220888405749
Position 5057: 0.0008302703087896969
Position 325: 0.0005182679448514686
Position 102: 0.0005006172268342752
Position 72: 0.0004912137715590455
Position 542: 0.000471477226021558
Position 486: 0.00034287830017967947
Position 639: 0.0002925280228704349
Position 369: 0.00017094041241006396
Position 361: 8.826104105994165e-07
Position 121: 8.709578770180136e-07
Position 353: 5.045665799222719e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12383: 0.9929139712992772
Position 1446: 0.9016317974873194
Position 946: 0.8271751774157285
Position 18261: 0.7969144909597049
Position 7438: 0.7458513746762344
Position 8645: 0.6317819073647694
Position 22320: 0.3811863506435762
Position 9788: 0.27304678194366466
Position 8669: 0.22840378531492597
Position 7347: 0.22204985809221556
Position 22757: 0.2204404479518258
Position 9824: 0.21391448933092747
Position 9119: 0.0992038864318935
Position 18776: 0.07094327141674728
Position 10721: 0.05596140471060446
Position 9096: 0.05246480286225231
Position 9889: 0.04867289734478586
Position 14290: 0.04486831108908975
Position 12599: 0.04324988739085032
Position 12779: 0.043237547951418404
Position 9070: 0.04217515556787678
Position 17694: 0.025578497190491597
Position 802: 0.02291932472881719
Position 14806: 0.016209784551201374
Position 8765: 0.014089186856123375
Position 8735: 0.011488088788749563
Position 1362: 0.011261687098026187
Position 15638: 0.010187735009911523
Position 7318: 0.009595170154245361
Position 7239: 0.008962991728499979
Position 369: 0.006707932654560243
Position 13500: 0.005641146966226434
Position 1497: 0.00486413380958232
Position 1456: 0.004081879154442006
Position 13623: 0.003961338686787578
Position 245: 0.003637651296252238
Position 928: 0.0017290779333455476
Position 458: 0.0014481194967290215
Position 904: 0.00132163843138013
Position 742: 0.0009891088916382507
Position 209: 0.0009421999186052624
Position 953: 0.0007456533009923055
Position 921: 0.0007435355413701756
Position 287: 0.0006083672881337703
Position 4991: 0.0005326645893964045
Position 138: 0.0004189458551685904
Position 381: 0.000381329499074653
Position 568: 0.0003765860084070219
Position 5023: 0.0002976057193932923
Position 338: 0.0002295629561707966
Position 965: 0.0002270503892743408
Position 541: 0.0001855826999569147
Position 313: 0.00017155456369783516
Position 8472: 0.00011547732929198396
Position 415: 0.00011128944212330024
