Gene = GSTK1
index = 626
Annotated 5SS: [ 143  725 1234 1650 1854 4291 4742]
Annotated 3SS: [ 642 1104 1548 1817 4173 4647 5344]
SMsplice 5SS: [ 143  725 1650 1854 4291 4742]
SMsplice 3SS: [ 642 1548 1817 4173 4647 5344]
top_k =  100
Partition function (log Z): 3.743593957187483

Sorted 5' Splice Sites (High to Low Probability):
Position 1650: 0.9988793488360622
Position 1854: 0.9506217418598537
Position 143: 0.9109575517583806
Position 725: 0.8495526692313092
Position 4742: 0.686212733575867
Position 4291: 0.3896936614639976
Position 4746: 0.2006712748131048
Position 4243: 0.1875961171838902
Position 1234: 0.11652870226511032
Position 4307: 0.06216266602676973
Position 943: 0.04941678180716505
Position 1918: 0.04531861966963384
Position 4058: 0.042920449591895164
Position 199: 0.022078517876851424
Position 738: 0.021276089728655596
Position 530: 0.017756548767268288
Position 3659: 0.017286830759105497
Position 1436: 0.01508186562801333
Position 224: 0.010329598014944751
Position 1259: 0.00986738073098129
Position 2352: 0.009649373173039532
Position 289: 0.009448468692672
Position 181: 0.008867258620832699
Position 495: 0.005223208759129387
Position 3770: 0.004261063507575196
Position 684: 0.0035104192662705437
Position 492: 0.00315184523970249
Position 2105: 0.0028586278392380778
Position 654: 0.002858046390686107
Position 2109: 0.002331564685517563
Position 4774: 0.0023094012085188164
Position 366: 0.00166031828326296
Position 2047: 0.001512503429189919
Position 231: 0.0012663428061425537
Position 750: 0.0012568017924610736
Position 255: 0.0011110960153272703
Position 110: 0.0009315946149138424
Position 864: 0.0006364227760584641
Position 535: 0.0005609241864138166
Position 1120: 0.0005308986888112967
Position 158: 0.0004779890257758882
Position 537: 0.0004243568427459637
Position 1643: 0.00016248947561406566
Position 172: 0.00014145564570798124
Position 356: 0.00011790608152554058
Position 1656: 0.00010246012457742561
Position 21: 7.41278014552685e-05
Position 1654: 3.4076550315093093e-05
Position 92: 1.631319250299942e-05
Position 170: 1.5273320683475215e-05
Position 115: 1.4972468963204644e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1548: 0.9965381197371226
Position 4647: 0.9109897968669829
Position 642: 0.9107199911899092
Position 1817: 0.8320171321112247
Position 5344: 0.7839834993304953
Position 4173: 0.6482731782712295
Position 1767: 0.1281046456448663
Position 5548: 0.10735215277244671
Position 1104: 0.10247913761796004
Position 1723: 0.03635421097001921
Position 4201: 0.024112594185267254
Position 3882: 0.021508149734729705
Position 1137: 0.019613405909941373
Position 4000: 0.017284371124740905
Position 5143: 0.017267486851886366
Position 1993: 0.013416096678299735
Position 1081: 0.006695934334139061
Position 3243: 0.006685679668885178
Position 1205: 0.006386718861541634
Position 5239: 0.00560282327916191
Position 3654: 0.0054859152027976225
Position 5498: 0.005089157855916194
Position 5213: 0.004775525824808209
Position 3263: 0.004403986106397196
Position 4455: 0.004346632725691087
Position 807: 0.0043092643867117
Position 3556: 0.004299498906481206
Position 3803: 0.004127928732424555
Position 5299: 0.004040404570646463
Position 356: 0.003921606753860612
Position 2208: 0.003482831760007176
Position 3428: 0.0033113588055704805
Position 1358: 0.0030842486557545504
Position 887: 0.0022364062644673033
Position 2608: 0.0020960600405151237
Position 564: 0.0018921850812257514
Position 5467: 0.001872545368082397
Position 398: 0.001872495979571902
Position 3401: 0.0016275229753059141
Position 1065: 0.0016085730506916899
Position 1552: 0.001288053694652909
Position 1954: 0.0012808416073298086
Position 4812: 0.0011628712849977246
Position 1502: 0.001132773130600864
Position 2632: 0.0006284518866126795
Position 3087: 0.0004120464635432329
Position 428: 0.00027565076124759253
Position 315: 0.00021034060896918077
Position 336: 2.4300538165133108e-05
Position 464: 2.2087406228062382e-05
Position 252: 8.265498288630475e-06
Position 1824: 7.014309360271098e-06
Position 1841: 1.918679452237349e-06
Position 660: 1.3106852844635894e-06
Position 1711: 1.3068048821715092e-06
Position 533: 2.4254709511116615e-07
