Gene = SSR2
index = 1341
Annotated 5SS: [  72  947 2690 5999 9150]
Annotated 3SS: [  791  2590  5889  9071 11308]
SMsplice 5SS: [  72  947 9150]
SMsplice 3SS: [  840  9071 11308]
top_k =  100
Partition function (log Z): -3.634431973545107

Sorted 5' Splice Sites (High to Low Probability):
Position 947: 0.9842696017149798
Position 72: 0.9387672879855777
Position 2690: 0.46768776641327026
Position 9150: 0.34961739832671135
Position 9186: 0.2988298546966171
Position 1879: 0.247937208720243
Position 2828: 0.11546854152815869
Position 5999: 0.06524704880647389
Position 9244: 0.05366680708768501
Position 11480: 0.05293324504383535
Position 7658: 0.043064820606741196
Position 536: 0.03447839657891998
Position 2708: 0.025878106045192244
Position 147: 0.020320066189322375
Position 2758: 0.01813177589479452
Position 741: 0.01785433734661339
Position 623: 0.009840418738419341
Position 2718: 0.008424893596530545
Position 4109: 0.0051600790874115595
Position 1173: 0.004907597865974144
Position 1156: 0.0037169680713320407
Position 326: 0.003050038841777488
Position 336: 0.0028352047397272426
Position 233: 0.002012281085752364
Position 694: 0.0006367197648163973
Position 1344: 3.380057536042466e-05
Position 361: 3.375899340767969e-05
Position 454: 1.0243852084371831e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11308: 0.8804019739304465
Position 9071: 0.8039379400642733
Position 840: 0.48735516612165775
Position 2590: 0.4280169392420485
Position 791: 0.3269713816474824
Position 1692: 0.24434326323521785
Position 2634: 0.17030334356709104
Position 843: 0.13923077884270071
Position 5764: 0.06524704880647389
Position 7540: 0.0464266188913542
Position 2637: 0.0365765682862549
Position 11569: 0.03606148165456798
Position 11795: 0.016871763389267314
Position 886: 0.014814029013279498
Position 453: 0.009027447382624213
Position 1057: 0.008906749500625203
Position 9230: 0.008321539996768242
Position 845: 0.006709302671441826
Position 560: 0.00620091896356919
Position 4006: 0.005160079087411559
Position 612: 0.005126639773438622
Position 2601: 0.004318820202783386
Position 697: 0.004045908856445015
Position 604: 0.003620757609851731
Position 1809: 0.0028354173980625033
Position 519: 0.002554287589565874
Position 437: 0.0022483267366176715
Position 522: 0.001382573751993047
Position 1781: 0.0012959460263927693
Position 443: 0.0011657643216263557
Position 7181: 0.001097909842117609
Position 375: 0.0010452500891151692
Position 268: 0.0008219811361844359
Position 679: 0.0006125282853211635
Position 305: 0.00037629342360381347
Position 1927: 0.0003436450601883795
Position 485: 0.00022266875419470918
Position 920: 0.00016933130031013046
Position 283: 0.00012355900864252924
Position 1706: 0.00011804125307548344
Position 431: 9.371909914212157e-05
Position 272: 9.153705844832798e-05
Position 2259: 8.07268933141913e-05
Position 391: 7.248320113471929e-05
Position 475: 2.570314716658747e-05
Position 1063: 2.050254071596217e-05
Position 1253: 1.4884830859964871e-05
Position 1111: 4.7086670207101945e-06
Position 402: 1.8045840501047676e-08
