Gene = LZTFL1
index = 810
Annotated 5SS: [  178  4240  6577  7929  9117 11094 11254 13728 14811]
Annotated 3SS: [ 4114  6381  7867  9044 11027 11175 13550 14706 15833]
SMsplice 5SS: [  178  6577  7929  9117 11094 11254 13728 14811]
SMsplice 3SS: [ 6381  7867  9044 11027 11175 13607 14706 15833]
top_k =  100
Partition function (log Z): -4.058642401217416

Sorted 5' Splice Sites (High to Low Probability):
Position 11094: 0.9838250920044039
Position 13728: 0.972250208796296
Position 14811: 0.8754325615047013
Position 6577: 0.8112412757060636
Position 7929: 0.718105664996832
Position 9117: 0.6637733076254906
Position 11254: 0.6287499765473956
Position 178: 0.48872961758316447
Position 472: 0.4749819251876649
Position 4240: 0.46366144146498456
Position 9196: 0.3362266923745083
Position 12999: 0.28820399618654513
Position 17538: 0.09593951010501783
Position 2539: 0.07851077555399345
Position 5656: 0.0744135528403449
Position 1850: 0.018850246253670534
Position 250: 0.01863476347441739
Position 709: 0.016959733079777956
Position 7287: 0.014118413827711597
Position 6535: 0.010110927486879605
Position 15494: 0.009123717291204859
Position 1716: 0.002745633847254293
Position 2699: 0.001996352568733201
Position 508: 0.00028265068056987136
Position 367: 0.00028249800625628266
Position 998: 0.00012881198814958814

Sorted 3' Splice Sites (High to Low Probability):
Position 11027: 0.9838250920044043
Position 9044: 0.9836170166089065
Position 7867: 0.7181056649968321
Position 14706: 0.6974201729521357
Position 11175: 0.6317256059553121
Position 6381: 0.5911755941410244
Position 13607: 0.5551530855361893
Position 13550: 0.41709712326010623
Position 4114: 0.4166495422891375
Position 15833: 0.41015930225167363
Position 12903: 0.2882039961865452
Position 18820: 0.2595572740439111
Position 17298: 0.1457225594437571
Position 6332: 0.11863026161812308
Position 6357: 0.11154634743379602
Position 14703: 0.09418336292256894
Position 2410: 0.08050712812272669
Position 17123: 0.07756635279101946
Position 5514: 0.0744135528403449
Position 14678: 0.07304049547484351
Position 17369: 0.07109711623889493
Position 4118: 0.04575935630969888
Position 18333: 0.02327261918794183
Position 1627: 0.01850633324604068
Position 15004: 0.016563861513198025
Position 9020: 0.01638298339109309
Position 14727: 0.016094153462125213
Position 14416: 0.015977771313737905
Position 14578: 0.01473720952361332
Position 7029: 0.014118413827711597
Position 16623: 0.013578670804277897
Position 15377: 0.01207806286938514
Position 14879: 0.012059818773623998
Position 16955: 0.007529293219292863
Position 12569: 0.005780515481420768
Position 13849: 0.003977613744408848
Position 13961: 0.0035080112609921343
Position 1527: 0.0026775929609353967
Position 14038: 0.001863223026582884
Position 13979: 0.0017526991936018183
Position 4183: 0.0012525428661481373
Position 1759: 0.00041195389394877823
