Gene = PODXL
index = 1047
Annotated 5SS: [  348 45780 46372 47243 47657 50029 50348 50740]
Annotated 3SS: [45173 46275 47021 47578 49880 50285 50571 52098]
SMsplice 5SS: [  348 10610 22541 50029 50348 50740]
SMsplice 3SS: [10377 22390 49880 50285 50571 52101]
top_k =  100
Partition function (log Z): -27.357270292852267

Sorted 5' Splice Sites (High to Low Probability):
Position 348: 0.994806733904998
Position 10610: 0.4706646633980438
Position 2731: 0.46564733345308656
Position 916: 0.20256564303777883
Position 926: 0.15065444197104375
Position 7054: 0.10713843738826995
Position 6848: 0.042999481409591
Position 862: 0.011294032418563853
Position 2131: 0.00872803269123941
Position 1304: 0.0069902729860585695
Position 1023: 0.006151253811652521
Position 534: 0.004597835249287923
Position 1411: 0.001552382598414722
Position 628: 0.0002739730757780919
Position 632: 8.4392590406339e-05
Position 621: 7.458614158125477e-05
Position 557: 4.0637528238716736e-05
Position 807: 3.6352270776997484e-05
Position 842: 1.1490741393654492e-05
Position 873: 8.338432164883624e-06
Position 588: 2.923120619182523e-07
Position 365: 2.5446819560578234e-07
Position 581: 8.432562825826726e-10
Position 440: 6.286233293503036e-10
Position 393: 5.15430723142172e-10
Position 352: 6.9900246848716764e-12
Position 437: 1.414971208506437e-12
Position 286: 5.85066374935765e-13
Position 289: 3.789405839595606e-13
Position 313: 2.7289332334048123e-13
Position 385: 2.0946619721380507e-13
Position 325: 1.965301970338767e-13
Position 331: 1.694561858601235e-13
Position 319: 1.5778876603533636e-13
Position 310: 1.2419653386581726e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 10377: 0.8109438368641931
Position 2600: 0.4541697078814114
Position 762: 0.3762670832023415
Position 12885: 0.29896900862475767
Position 6753: 0.22522753020913355
Position 10959: 0.1392362871791501
Position 11993: 0.032459367594136576
Position 4294: 0.01791138194327942
Position 6471: 0.017819837320440554
Position 2440: 0.015788553616622947
Position 1189: 0.014506352023399715
Position 1509: 0.012900486856054837
Position 7981: 0.012090762666711297
Position 1965: 0.009597442620950265
Position 5441: 0.007100696953588611
Position 2571: 0.006725981359943315
Position 4105: 0.005945890773323966
Position 1222: 0.003632710679947271
Position 2841: 0.0026688505153327066
Position 859: 0.0024795711614054748
Position 5325: 0.0018010266214257573
Position 1089: 0.0015823901624036649
Position 4673: 0.0014329593704840505
Position 4387: 0.0012183400654422433
Position 2401: 0.0010547281647958894
Position 525: 0.00040884138087569184
Position 1007: 0.00032199532913309995
Position 1348: 2.8695314949269913e-05
Position 610: 1.2422472289947972e-05
Position 915: 5.8371578418117935e-06
Position 768: 4.990572871034672e-06
Position 944: 1.9619003695706992e-06
Position 455: 1.8721383849722864e-06
Position 418: 1.3297385737661318e-06
Position 885: 1.0201950242745843e-06
Position 806: 5.496792687227699e-07
Position 452: 4.122908441798797e-07
Position 803: 9.603249257647276e-08
Position 725: 5.180747761163375e-08
Position 921: 3.4352369897288587e-09
