Gene = ZC3HAV1L
index = 1594
Annotated 5SS: [ 377 1487 7328 9322]
Annotated 3SS: [1350 7068 9195 9468]
SMsplice 5SS: [ 377 1111 1487 7415 9322]
SMsplice 3SS: [ 979 1350 7275 9195 9468]
top_k =  100
Partition function (log Z): 1.012091158377788

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.999887710176539
Position 9322: 0.9475879996830125
Position 7415: 0.8739094737928376
Position 377: 0.86291734589923
Position 1111: 0.6972267381394779
Position 658: 0.28281551673528144
Position 714: 0.2152294702539873
Position 879: 0.11173420897139114
Position 7989: 0.09781561682535408
Position 7395: 0.059690039839524575
Position 697: 0.05259472418874484
Position 225: 0.039324622104557845
Position 9338: 0.030167753892635207
Position 171: 0.024288331209873813
Position 2485: 0.006171141474691977
Position 48: 0.006074938224246285
Position 7328: 0.00587447868879918
Position 1071: 0.005410038159176583
Position 571: 0.004066509297269097
Position 811: 0.0037983155178969562
Position 2637: 0.0037554341715977206
Position 2084: 0.002224196795975522
Position 3312: 0.0016269373632658958
Position 9652: 0.0008941646342462157
Position 356: 0.000812289785206389
Position 10020: 0.00047132112280703095
Position 404: 0.00044794748215530404
Position 273: 0.000286929229614273
Position 53: 0.00019925280057554793
Position 129: 8.587668496853339e-05
Position 232: 6.787827882885332e-05
Position 99: 3.774447912145176e-05
Position 1926: 3.617016945900954e-05
Position 2027: 3.4047458812128346e-05
Position 107: 1.9875029361215247e-05
Position 255: 3.636065745676268e-06
Position 27: 8.555584934239474e-08
Position 154: 8.120328766493191e-08
Position 29: 1.831439460147779e-09
Position 74: 2.412752525209045e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9195: 0.9999999977105851
Position 7275: 0.8955087026897883
Position 1350: 0.8021153321967638
Position 979: 0.6103602861835337
Position 9468: 0.4393304099143094
Position 9434: 0.29497811378111194
Position 514: 0.2638930883795242
Position 550: 0.22874810255215702
Position 1399: 0.15864952080755873
Position 9921: 0.14052455321978477
Position 547: 0.12087835676597486
Position 7663: 0.09781561682535408
Position 7068: 0.04396528963137269
Position 1048: 0.04143351327297202
Position 9899: 0.04143106371997671
Position 1204: 0.03906311037128667
Position 9885: 0.03490653504232262
Position 825: 0.015556705129775536
Position 938: 0.013994778417016667
Position 2350: 0.009926575646289692
Position 9835: 0.00826618627271097
Position 10260: 0.005368447432838344
Position 764: 0.004782985960466085
Position 1065: 0.0036439566896820435
Position 10063: 0.003567668374795477
Position 10221: 0.0028417642838535245
Position 9957: 0.002422217937507764
Position 9644: 0.002342248204235982
Position 10089: 0.002236197780322772
Position 1892: 0.0021418090352948466
Position 906: 0.0018632118056792905
Position 3189: 0.0016269373632658958
Position 9855: 0.0009058356583461216
Position 804: 0.0008440442654173056
Position 585: 0.0007415027959690394
Position 607: 0.000633704128290398
Position 1950: 0.00012463012413561954
Position 1105: 2.9137578004991514e-05
Position 1462: 2.8532139891494693e-05
Position 1664: 2.7975264816193627e-05
Position 296: 2.6615246230245132e-05
Position 1214: 2.3137227456767385e-05
Position 167: 1.0806743410253949e-05
Position 1484: 8.077433581206114e-06
Position 311: 1.3818150035223681e-06
Position 441: 1.7963945500891488e-07
