Gene = SSBP1
index = 1337
Annotated 5SS: [  90  870 3909 5381 5669 7264]
Annotated 3SS: [  802  3847  5239  5580  7174 11989]
SMsplice 5SS: [ 273  870 3775 3909 5381 5669 7264 7628]
SMsplice 3SS: [  802  3661  3847  5239  5580  7174  7525 11594]
top_k =  100
Partition function (log Z): 3.958577192124672

Sorted 5' Splice Sites (High to Low Probability):
Position 5669: 0.9999999999999994
Position 3909: 0.9910565956990672
Position 3775: 0.9405086374432328
Position 7264: 0.9240026488365948
Position 7628: 0.8422502223240601
Position 5381: 0.8269215226993215
Position 870: 0.6772134133324509
Position 273: 0.48648544193695326
Position 90: 0.43110851040487763
Position 2194: 0.34332291705279316
Position 3472: 0.15061029963564737
Position 678: 0.14025349182335178
Position 5031: 0.0898613709015626
Position 5148: 0.05101399832091668
Position 622: 0.04086727033039165
Position 6440: 0.031735658216881214
Position 624: 0.021464218422619356
Position 3765: 0.016222585314171225
Position 6234: 0.012875228808055294
Position 742: 0.009954536251369694
Position 379: 0.006221446989928755
Position 255: 0.0056647411195612325
Position 3981: 0.005603405561571056
Position 7667: 0.0049211960286718185
Position 183: 0.004792743839005373
Position 77: 0.004050153471343596
Position 3478: 0.003462625539933111
Position 299: 0.0024579103977827527
Position 361: 0.0024313341433549168
Position 1560: 0.002385553595974474
Position 1029: 0.0021244253013151504
Position 161: 0.0018258413123740135
Position 173: 0.001023572613598796
Position 400: 0.0009118925862550774
Position 674: 0.0004499921258197426
Position 165: 0.0003630139119046236
Position 372: 0.00019698092738890867
Position 37: 2.3117311940099198e-05
Position 187: 2.2475331549118188e-05
Position 123: 1.7970476694491486e-05
Position 134: 1.5370361480785575e-05
Position 48: 4.852891848064043e-06
Position 85: 4.007026725508377e-06
Position 151: 2.359082540455815e-06
Position 131: 1.0632390939861652e-06
Position 189: 5.984435272870935e-07
Position 136: 5.092221071206627e-07
Position 175: 1.001066840721217e-07
Position 138: 1.995492549867753e-08
Position 181: 1.444215850337759e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3847: 0.9966600012606384
Position 5580: 0.9535855353804066
Position 7174: 0.8702477335344682
Position 3661: 0.8339895855490299
Position 5239: 0.6848641403479195
Position 802: 0.6793378386337661
Position 7525: 0.4064282002029769
Position 2078: 0.3002964378740194
Position 3427: 0.2768145623839548
Position 7575: 0.24200323429573375
Position 11594: 0.2071742176324766
Position 7471: 0.19839612500723347
Position 8044: 0.17167332104784636
Position 11989: 0.16971938010491558
Position 9093: 0.11578896903649369
Position 5295: 0.11553210505064135
Position 10494: 0.09055626929309764
Position 4923: 0.0861498549792801
Position 10555: 0.06032792040250535
Position 206: 0.04992959946375762
Position 5506: 0.04641235809806597
Position 5000: 0.043098417745484605
Position 11060: 0.042144044692482556
Position 254: 0.0399789535788759
Position 9780: 0.03917102295966959
Position 6985: 0.03860089840121938
Position 5069: 0.03815448032000294
Position 10359: 0.032423765408393916
Position 499: 0.03161845439748102
Position 1993: 0.027558507181718907
Position 10952: 0.02368536357585732
Position 186: 0.020148647717413523
Position 10098: 0.01964521979220486
Position 6293: 0.016958468780074266
Position 237: 0.014336352993803324
Position 7744: 0.011948723187911167
Position 6361: 0.011776638204446016
Position 2024: 0.009869253880776594
Position 7194: 0.009353382193445153
Position 7724: 0.008540061815513983
Position 7019: 0.005800634707462001
Position 2054: 0.005598718116278282
Position 6072: 0.004891539678197467
Position 7582: 0.004784067461327284
Position 6075: 0.004177680095264358
Position 6153: 0.0038360599147946803
Position 6221: 0.002970500352159721
Position 9089: 0.0027615124360924237
Position 452: 0.002056245581376255
Position 529: 0.0018321880721809878
Position 1430: 0.0013427188619485034
Position 1365: 0.0008725930270931902
Position 449: 0.0004279090295489785
Position 479: 0.00014542549237596658
Position 533: 0.0001417741723422823
Position 1199: 8.746425252925543e-05
Position 1479: 8.277745440352503e-05
