Gene = SRD5A1
index = 1329
Annotated 5SS: [  527 18666 22837 29624]
Annotated 3SS: [18498 22734 29472 34858]
SMsplice 5SS: [  527 18666 22837 29624]
SMsplice 3SS: [18498 22734 29472 34858]
top_k =  100
Partition function (log Z): -24.971019010447883

Sorted 5' Splice Sites (High to Low Probability):
Position 527: 0.9954248873944146
Position 3011: 0.29777312129846956
Position 344: 0.03021792246411818
Position 146: 0.015506225209744125
Position 131: 0.012683106500829903
Position 2708: 0.004349690136058932
Position 926: 0.0006334941620368979
Position 293: 0.0005010929212590283
Position 118: 0.0002658370559266932
Position 14: 0.00022086796804714497
Position 328: 5.4381813147154896e-05
Position 405: 5.2746252852131275e-05
Position 381: 5.029748150499911e-05
Position 300: 3.2933107611252406e-05
Position 30: 3.1440600114402864e-05
Position 402: 3.1297722305477916e-05
Position 312: 1.6951288224632276e-05
Position 252: 4.5255400003265545e-06
Position 109: 4.470102723775443e-06
Position 342: 8.787800203151219e-07
Position 443: 5.413235125943762e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15647: 0.24774947533676278
Position 2841: 0.11883269976604587
Position 8282: 0.10929087401973482
Position 10612: 0.10789905576809779
Position 11464: 0.10026987355514891
Position 10644: 0.07917170520617878
Position 2860: 0.07062860604131622
Position 5332: 0.0487545790306387
Position 9212: 0.04852099297972497
Position 475: 0.04648281197028017
Position 2939: 0.04513223869413614
Position 649: 0.040586127197461866
Position 9047: 0.04029298555252442
Position 2978: 0.031848208101091464
Position 617: 0.026260403976089284
Position 1554: 0.025504060521565865
Position 7887: 0.024649566680361813
Position 2942: 0.0221249162499383
Position 6403: 0.020729909848219576
Position 5997: 0.01633545477653664
Position 3930: 0.016213218064109206
Position 2811: 0.014951083058866046
Position 443: 0.009550295167169797
Position 4458: 0.005763382701008608
Position 1061: 0.00512356639259735
Position 4267: 0.004996549034084333
Position 2580: 0.004349690136058948
Position 5853: 0.003908585491633255
Position 1473: 0.0031752926477209616
Position 1498: 0.002846204104596749
Position 631: 0.0025244217285633696
Position 838: 0.002153093050071433
Position 1394: 0.0019760930103154177
Position 4204: 0.001872162557535025
Position 1686: 0.0015963331567634916
Position 3398: 0.0013896882125646812
Position 293: 0.0013064367914007284
Position 870: 0.0010179296150724312
Position 1753: 0.0009027330011125915
Position 693: 0.0004323135827205228
Position 2733: 0.0003963798480914166
Position 410: 0.0001254468692741162
Position 373: 0.00011517029321300445
Position 451: 6.077895718243488e-05
Position 332: 1.5010836450828652e-05
Position 823: 1.4585468909387029e-05
Position 367: 8.061436982184053e-06
Position 225: 4.377639708997863e-06
Position 213: 1.7778891622176051e-06
Position 263: 1.4078935020490161e-06
Position 260: 9.521461841944215e-08
