Gene = PGBD5
index = 1019
Annotated 5SS: [  148 20752 26688 40538 44802 52336]
Annotated 3SS: [20323 26552 40356 44603 52229 54024]
SMsplice 5SS: [  148 20476 26688 40538 44802 52336]
SMsplice 3SS: [20323 26552 40356 44603 52229 54024]
top_k =  100
Partition function (log Z): -27.95829173412959

Sorted 5' Splice Sites (High to Low Probability):
Position 148: 0.9959453340055623
Position 624: 0.012069504527434109
Position 8138: 0.011941721041354457
Position 419: 0.0049344920531951214
Position 1354: 0.0025101970931320767
Position 1370: 0.0022916044205411167
Position 13: 0.00041439317923605757
Position 461: 0.0003317440853586372
Position 162: 6.781309399481465e-05
Position 17: 2.795306693449344e-06
Position 61: 4.5021814346918304e-07
Position 272: 2.954342835313318e-08
Position 8: 6.403826243348193e-09
Position 54: 1.338696763650084e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 20323: 0.8823917101662591
Position 8976: 0.02887888869153596
Position 9026: 0.015523214154822045
Position 8012: 0.014592157781189668
Position 2334: 0.010777394239518494
Position 9500: 0.01055916123739809
Position 2317: 0.009409154542434028
Position 2569: 0.008351754530806454
Position 7510: 0.007214907743960574
Position 1263: 0.00576918413767968
Position 5250: 0.004646728960163349
Position 496: 0.004453749287914422
Position 8317: 0.0031131372411030743
Position 5538: 0.0030183278712620464
Position 558: 0.002775126930024227
Position 253: 0.0021842046396327295
Position 236: 0.0020934175147481783
Position 896: 0.001504993901445203
Position 5384: 0.001423227890025091
Position 586: 0.0011333981408111985
Position 5273: 0.0010821313979634984
Position 562: 0.0009086186842120402
Position 446: 0.0007987849614706295
Position 3231: 0.0007691160819116232
Position 4215: 0.0007009906333550294
Position 3023: 0.0006859253241161324
Position 2364: 0.0006804657652573925
Position 318: 0.0006474299702878761
Position 2449: 0.0006200940318709815
Position 276: 0.0006014476115979023
Position 1675: 0.0005981099392969963
Position 2072: 0.0003857417208691341
Position 3255: 0.0003786115735602465
Position 535: 0.0003032346287248336
Position 2231: 0.0003011114595191035
Position 2962: 0.00029848146582986705
Position 2259: 0.00024948184121275106
Position 783: 0.00020115567505583147
Position 418: 0.00014869516519723733
Position 978: 0.00014539227893308444
Position 780: 0.00012858010417613266
Position 352: 4.292513242545216e-05
Position 81: 1.2730959367796258e-05
Position 374: 4.141133612299471e-06
Position 460: 1.0102658681291386e-06
Position 512: 1.0069731236015762e-06
Position 391: 5.300523654796108e-07
Position 147: 2.3840843184917337e-07
Position 128: 4.176832896501623e-08
Position 95: 2.036123468777006e-08
