Gene = OTUD3
index = 989
Annotated 5SS: [  222  8021 11968 15150 21886 22475 24104]
Annotated 3SS: [ 7871 11854 15026 21753 22377 23918 25056]
SMsplice 5SS: [  222  8021 11968 15150 21886 22475 24104 25148]
SMsplice 3SS: [ 7871 11854 15026 21753 22377 23883 25056 26643]
top_k =  100
Partition function (log Z): 0.7883019975642469

Sorted 5' Splice Sites (High to Low Probability):
Position 22475: 0.9999999999999994
Position 15150: 0.9999571927136813
Position 8021: 0.9675370046358287
Position 222: 0.8781156229314561
Position 24104: 0.8620744747923906
Position 11968: 0.7402242417831119
Position 25148: 0.7184802326241913
Position 6176: 0.6851269062239013
Position 21886: 0.6319291688548345
Position 16441: 0.21707247915020525
Position 5981: 0.1391718950127367
Position 6159: 0.13811437083465217
Position 975: 0.10656375617548534
Position 5770: 0.10275204348854686
Position 21862: 0.09336265194911605
Position 5764: 0.07835761268944241
Position 208: 0.0770130059701748
Position 1542: 0.06740509528329038
Position 9089: 0.05780575461573362
Position 13068: 0.05394408842804999
Position 24569: 0.0446812080463536
Position 4414: 0.03896058379864338
Position 10082: 0.0317846969742569
Position 23837: 0.02719971126738273
Position 21841: 0.024455397645670104
Position 624: 0.022322006243715605
Position 2450: 0.014223549215712651
Position 24108: 0.013760175425006784
Position 21391: 0.011458270582889275
Position 13087: 0.010575331838320946
Position 24331: 0.004183214698968728
Position 466: 0.002931725341621955
Position 15777: 0.0023315569881700825
Position 532: 0.0009231760533414078
Position 156: 0.0002463415994462483
Position 379: 0.0002357075788946794
Position 15154: 4.2807286317972666e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15026: 0.9999999999999997
Position 22377: 0.9999999999999992
Position 7871: 0.9675370046358287
Position 25056: 0.9089319959957618
Position 6054: 0.8232412770585533
Position 11854: 0.7402242417831119
Position 23883: 0.5877619553680022
Position 21753: 0.5809421345179304
Position 5686: 0.320281551190726
Position 26643: 0.31085281951785526
Position 23918: 0.2237617842795261
Position 26197: 0.21949379259859336
Position 21759: 0.16880508393169005
Position 16342: 0.1532894867118227
Position 28901: 0.12720253014401178
Position 12981: 0.06451942026637095
Position 23924: 0.06424117802258214
Position 16318: 0.06378299243838255
Position 8874: 0.05780575461573363
Position 706: 0.04822681631628657
Position 28275: 0.04422654835812438
Position 25862: 0.04308729798812617
Position 1403: 0.041362734365483864
Position 24480: 0.027973275797398237
Position 4194: 0.026149277978074172
Position 764: 0.026049823703819867
Position 23725: 0.021543662643532958
Position 26308: 0.019308337530798882
Position 24211: 0.017487641259154762
Position 10008: 0.016127839344534635
Position 10027: 0.015656857629722264
Position 24214: 0.015416589141129783
Position 25681: 0.014893969496762062
Position 26328: 0.01476608196453405
Position 1471: 0.01360081671873928
Position 3880: 0.012811305820569205
Position 21189: 0.011458270582889273
Position 2363: 0.009508360808772636
Position 837: 0.008643993524697602
Position 1331: 0.007159499026469535
Position 810: 0.0054307083493323905
Position 2369: 0.004715188406940014
Position 23799: 0.0037704187236512364
Position 1432: 0.0030284317871137503
Position 1407: 0.0022536133854839722
Position 23437: 0.0019553624474851683
Position 25001: 0.0019384613954593673
Position 15481: 0.0017859980261166932
Position 24998: 0.0017653141818041876
Position 15712: 0.0003911095642586753
Position 15456: 0.0001544493977947152
