Gene = SPCS1
index = 1306
Annotated 5SS: [205 626 802]
Annotated 3SS: [ 565  714 1608]
SMsplice 5SS: [626 802]
SMsplice 3SS: [ 714 1608]
top_k =  100
Partition function (log Z): -6.32098054707796

Sorted 5' Splice Sites (High to Low Probability):
Position 802: 0.8718968427618253
Position 626: 0.8577137254782402
Position 205: 0.32018681150207917
Position 390: 0.029930257517775165
Position 735: 0.022840802086600567
Position 284: 0.018757897156611265
Position 500: 0.015119851199097702
Position 840: 0.00688413987195022
Position 968: 0.0031395632377745866
Position 817: 0.0022230716957680405
Position 1736: 0.002002607616596939
Position 849: 0.0019300086222686663
Position 1033: 0.0007236636224323266
Position 310: 0.0006816019489783203
Position 97: 0.0006523242480854528
Position 495: 0.0006379840971112066
Position 515: 0.0005055080110693993
Position 630: 0.0004550254858793041
Position 294: 0.00045138807221290704
Position 396: 0.0004059376805392668
Position 813: 0.0003973449311448998
Position 346: 0.00033888304034038164
Position 1768: 0.00026409858348796616
Position 105: 0.00014143710770511895
Position 470: 9.632759601708149e-05
Position 492: 5.277557376541257e-05
Position 267: 4.751770482422422e-05
Position 111: 2.9035560866753095e-05
Position 476: 1.516031850633845e-05
Position 316: 1.4750149223305341e-05
Position 3: 1.8307197623648654e-08
Position 75: 9.69926721284323e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1608: 0.9317525262322179
Position 714: 0.8719277424453851
Position 565: 0.2525177088020364
Position 915: 0.01403291121729842
Position 679: 0.012845955864290128
Position 1574: 0.009662299919692236
Position 718: 0.009192847758798358
Position 490: 0.00849252811604356
Position 404: 0.0083406248068804
Position 1136: 0.007653474791135286
Position 442: 0.006823886422873055
Position 1393: 0.00627251381235518
Position 1111: 0.005477110289647309
Position 1516: 0.0029398918217762855
Position 1875: 0.0024675414818236207
Position 1799: 0.0020596800585142684
Position 2085: 0.0017205327473514616
Position 1653: 0.0012705305630606985
Position 626: 0.0008641186457492944
Position 450: 0.0004794893309666977
Position 1273: 0.00034426583315840925
Position 1339: 0.000251276027060596
Position 750: 0.0002442859268985875
Position 1936: 0.00022437252638779224
Position 394: 0.00020181379755129583
Position 499: 0.0001545386874547266
Position 604: 9.169067824815074e-05
Position 418: 6.467529024986425e-05
Position 504: 5.770711234679773e-05
Position 253: 3.0289673895536465e-05
Position 509: 2.793925200782483e-05
Position 423: 2.315034078295055e-05
Position 201: 1.4321704583597237e-05
Position 574: 1.1159824278361928e-05
Position 370: 5.73130875320542e-07
Position 772: 3.9555156573119524e-07
